id,batchID,batchIDLastChangedAt,confidence,confidenceLastChangedAt,gameID,gameIDLastChangedAt,guess,guessLastChangedAt,playerID,playerIDLastChangedAt,roundID,roundIDLastChangedAt,stageID,stageIDLastChangedAt,submit,submitLastChangedAt
01JH76FZ5CCG6HC48728HS4RQM,01JH75BWCAYVGAQ2CBEW6G7ZC8,2025-01-10T04:10:25.324378547Z,76,2025-01-10T04:10:34.98159067Z,01JH75BWCKNAQ7HTNSDVBFT7HM,2025-01-10T04:10:25.324378547Z,24,2025-01-10T04:10:34.979343749Z,01JH764CYEP5C0R0KC6C89N35J,2025-01-10T04:10:25.324378547Z,01JH76BNH96JSMQNZGGX5QV6PP,2025-01-10T04:10:25.324378547Z,01JH76BNJMTSN3AX52EYF5500B,2025-01-10T04:10:25.324378547Z,true,2025-01-10T04:10:34.982275873Z
01JH76G97WMB37NJ8DQKDPYFPJ,01JH75BRBTV9ZDCJ2ZNVAV51Y7,2025-01-10T04:10:35.644787494Z,,,01JH75BRC5R3PWVJ5JM81G72R4,2025-01-10T04:10:35.644787494Z,,,01JH7698M7G6MH42XEE2RFAWRM,2025-01-10T04:10:35.644787494Z,01JH76G8VVJ1W37B325GYNRPKP,2025-01-10T04:10:35.644787494Z,01JH76G8WN40SDN4V2YVR8Q2V4,2025-01-10T04:10:35.644787494Z,,
01JH76N42T3YTNHZER5J6B91E7,01JH75BRBTV9ZDCJ2ZNVAV51Y7,2025-01-10T04:13:14.202830794Z,67,2025-01-10T04:13:33.408849333Z,01JH75BRC5R3PWVJ5JM81G72R4,2025-01-10T04:13:14.202830794Z,46,2025-01-10T04:13:33.406328695Z,01JH760MM9ZH1PD2FXD4W300HF,2025-01-10T04:13:14.202830794Z,01JH76G8W7YJSM7X4GBAVYGXDC,2025-01-10T04:13:14.202830794Z,01JH76G8Y14FRQ7T9BPWD1V4AD,2025-01-10T04:13:14.202830794Z,true,2025-01-10T04:13:33.407668951Z
01JH76MPXBN6KCDYVWRRRSPYFS,01JH75BRBTV9ZDCJ2ZNVAV51Y7,2025-01-10T04:13:00.715314015Z,68,2025-01-10T04:13:12.550946676Z,01JH75BRC5R3PWVJ5JM81G72R4,2025-01-10T04:13:00.715314015Z,62,2025-01-10T04:13:12.548841301Z,01JH760MM9ZH1PD2FXD4W300HF,2025-01-10T04:13:00.715314015Z,01JH76G8W5M77R0CYCJ2R13VCG,2025-01-10T04:13:00.715314015Z,01JH76G8XRX025E5VNH5XXARNY,2025-01-10T04:13:00.715314015Z,true,2025-01-10T04:13:12.547766793Z
01JH76N42YH5MGFVQX4PYGQ2TC,01JH75BRBTV9ZDCJ2ZNVAV51Y7,2025-01-10T04:13:14.20624356Z,57,2025-01-10T04:13:25.4048404Z,01JH75BRC5R3PWVJ5JM81G72R4,2025-01-10T04:13:14.20624356Z,33,2025-01-10T04:13:25.409142624Z,01JH7698M7G6MH42XEE2RFAWRM,2025-01-10T04:13:14.20624356Z,01JH76G8W7YJSM7X4GBAVYGXDC,2025-01-10T04:13:14.20624356Z,01JH76G8Y14FRQ7T9BPWD1V4AD,2025-01-10T04:13:14.20624356Z,true,2025-01-10T04:13:25.406420918Z
01JH75Z6D1ND437Z6MB4NNJWF9,01JH75A3NFHZPPR1KZW23PMRW4,2025-01-10T04:01:15.681493547Z,3,2025-01-10T04:01:36.387021215Z,01JH75A3P0SBG6XHS5GZ1JSBAC,2025-01-10T04:01:15.681493547Z,93,2025-01-10T04:01:36.38738605Z,01JH75DW3ZJ5E668V223Z0PGVT,2025-01-10T04:01:15.681493547Z,01JH75PEM2B176JYF287V2602Z,2025-01-10T04:01:15.681493547Z,01JH75PEPAM9WC02XT04RE5WPD,2025-01-10T04:01:15.681493547Z,true,2025-01-10T04:01:36.386461783Z
01JH768GZK1KG51VJZQ6DTVF8Q,01JH75BXGKCHVBPK51FSFMF40F,2025-01-10T04:06:21.427753587Z,,,01JH75BXGW3M8E8TARDVNEGQGH,2025-01-10T04:06:21.427753587Z,,,01JH75TQPDPFKD3E7PWWDBZ0NV,2025-01-10T04:06:21.427753587Z,01JH768GNCYGJ6YYYBZ9B6Y2X7,2025-01-10T04:06:21.427753587Z,01JH768GP6AVFHSN1QWAFH3Z6E,2025-01-10T04:06:21.427753587Z,,
01JH76G97V3AKHGT8WY6MQ0ZZD,01JH75BRBTV9ZDCJ2ZNVAV51Y7,2025-01-10T04:10:35.643076678Z,,,01JH75BRC5R3PWVJ5JM81G72R4,2025-01-10T04:10:35.643076678Z,,,01JH760MM9ZH1PD2FXD4W300HF,2025-01-10T04:10:35.643076678Z,01JH76G8VVJ1W37B325GYNRPKP,2025-01-10T04:10:35.643076678Z,01JH76G8WN40SDN4V2YVR8Q2V4,2025-01-10T04:10:35.643076678Z,,
01JH75SXNYDT8Y1AJAG6Y3AEWD,01JH75A3NFHZPPR1KZW23PMRW4,2025-01-10T03:58:22.910449121Z,,,01JH75A3P0SBG6XHS5GZ1JSBAC,2025-01-10T03:58:22.910449121Z,,,01JH75DFD941H576079Q3ZYJ1W,2025-01-10T03:58:22.910449121Z,01JH75PEM06BHN9X735EEDR772,2025-01-10T03:58:22.910449121Z,01JH75PEN842GKY81Z3636R1PW,2025-01-10T03:58:22.910449121Z,,
01JH769EADEYED99D90F3P17BW,01JH75BXGKCHVBPK51FSFMF40F,2025-01-10T04:06:51.469614126Z,70,2025-01-10T04:07:12.669973772Z,01JH75BXGW3M8E8TARDVNEGQGH,2025-01-10T04:06:51.469614126Z,20,2025-01-10T04:07:12.671875837Z,01JH760HEA2Y27PE47758W3GJG,2025-01-10T04:06:51.469614126Z,01JH768GNCYGJ6YYYBZ9B6Y2X7,2025-01-10T04:06:51.469614126Z,01JH768GP7X4643PM6YAYAJFAH,2025-01-10T04:06:51.469614126Z,true,2025-01-10T04:07:12.768777889Z
