id,batchID,batchIDLastChangedAt,confidence,confidenceLastChangedAt,gameID,gameIDLastChangedAt,guess,guessLastChangedAt,playerID,playerIDLastChangedAt,roundID,roundIDLastChangedAt,stageID,stageIDLastChangedAt,submit,submitLastChangedAt
01JD5YH6QJ49T9ASH2NM4ZCA0S,01JD5XQ424R76YPNZH07JRR8DV,2024-11-20T23:29:15.50641189Z,70,2024-11-20T23:29:25.358853644Z,01JD5XQ42FS5VWBKPMTMDW48BN,2024-11-20T23:29:15.50641189Z,23,2024-11-20T23:29:25.350945958Z,01JD5XZMA2ATYSMXQZR57AG5BJ,2024-11-20T23:29:15.50641189Z,01JD5YA08PN9HMSQA7GPR8SJTQ,2024-11-20T23:29:15.50641189Z,01JD5YA0D3SQY4TQ56T0P1FCBA,2024-11-20T23:29:15.50641189Z,true,2024-11-20T23:29:25.357861111Z
01JD5ZVDZ8055H12ZYK3PYCG1E,01JD5XW20E04P27C9TTYX3PF1Y,2024-11-20T23:52:19.176455578Z,,,01JD5XW20V3YKDFD28VZR1D9HY,2024-11-20T23:52:19.176455578Z,,,01JD5YJPVDE3MDH8D6VRPZVGE7,2024-11-20T23:52:19.176455578Z,01JD5ZVAP657ARXQPMASW7QHYQ,2024-11-20T23:52:19.176455578Z,01JD5ZVBVRVVVE081DDWH84S5D,2024-11-20T23:52:19.176455578Z,,
01JD5ZWBS73NYVEEZ4EAFAC0EQ,01JD5XW4KBXRH4JVGNA84TZAMY,2024-11-20T23:52:49.703294805Z,,,01JD5XW4KP9ZQD6CFR6N4288X3,2024-11-20T23:52:49.703294805Z,,,01JD5Z132A6YJAWR544PG8FG34,2024-11-20T23:52:49.703294805Z,01JD5ZJ38694AMYKJJHZXEBBYX,2024-11-20T23:52:49.703294805Z,01JD5ZJ3WTZ45F0ZR99HQZENCN,2024-11-20T23:52:49.703294805Z,,
01JD62Z1GVGD17JMKGN7W9XKBP,01JD60MQETVDRAYZ40YQFJ43YC,2024-11-21T00:46:43.227325717Z,,,01JD60MQHGAD2DQ67G1XHYV1ZC,2024-11-21T00:46:43.227325717Z,,,01JD62464BRESMGK66TSQQ5XWR,2024-11-21T00:46:43.227325717Z,01JD62BQQ3TQCNFX8YZZJKSH5Q,2024-11-21T00:46:43.227325717Z,01JD62C6BBB5M8ZHN22WBEK567,2024-11-21T00:46:43.227325717Z,,
01JD60B9RDH2P5QJVBK722E13V,01JD5XW0ZHG8VG1ZG6HQD2QKF0,2024-11-21T00:00:59.149645286Z,81,2024-11-21T00:01:07.18280588Z,01JD5XW0ZWF758GZ7A4NRBKJNQ,2024-11-21T00:00:59.149645286Z,15,2024-11-21T00:01:07.140866758Z,01JD5ZJNC922098P6G10GJNGZH,2024-11-21T00:00:59.149645286Z,01JD5ZYF4K16VGESF9TQCMT2KR,2024-11-21T00:00:59.149645286Z,01JD5ZYGGG8ENWBFDN7KF2GMY8,2024-11-21T00:00:59.149645286Z,true,2024-11-21T00:01:07.218182129Z
01JD63XH83GPK66T5N8WSQ2Q8D,01JD62N0QAXZ9XC1PNR6N6TX3M,2024-11-21T01:03:22.371352175Z,,,01JD62NM73SSGWQE0KW7QYD0TV,2024-11-21T01:03:22.371352175Z,,,01JD63EF4GFZA3FY9NGVDZES2R,2024-11-21T01:03:22.371352175Z,01JD63R8T99HHW1C8JRJVF20ZQ,2024-11-21T01:03:22.371352175Z,01JD63SA3NQ3DAGX3K7NR9RA5H,2024-11-21T01:03:22.371352175Z,,
01JD6ACSBJMGAV913MQ9MJ4076,01JD6066RNTY5M5XW0JR9ZV652,2024-11-21T02:56:33.650722412Z,82,2024-11-21T02:57:03.525109171Z,01JD6066TQNTSYEWP6NTPB2QXT,2024-11-21T02:56:33.650722412Z,72,2024-11-21T02:57:02.948475956Z,01JD68BEXTT0GF5VY6EDW2BZY7,2024-11-21T02:56:33.650722412Z,01JD68Y06Q35XE2VKBE32JRRA1,2024-11-21T02:56:33.650722412Z,01JD68Z738ZQAS0HQE5TM4F44V,2024-11-21T02:56:33.650722412Z,true,2024-11-21T02:57:04.09571285Z
01JD67199AWR3X1T5YBJ5A5FM5,01JD64ZBH2G0PQVSVW9Q8ZKZRG,2024-11-21T01:57:51.018587117Z,88,2024-11-21T01:58:11.846714059Z,01JD64ZCTYKPJ07BZGMZY2GCJA,2024-11-21T01:57:51.018587117Z,77,2024-11-21T01:58:11.498185296Z,01JD64ZZAG06HDKRE3PMH1AX53,2024-11-21T01:57:51.018587117Z,01JD65HAWE8Q8ERRETJCJACSY0,2024-11-21T01:57:51.018587117Z,01JD65JJXEXQCQ825GGCE9VZ7E,2024-11-21T01:57:51.018587117Z,true,2024-11-21T01:58:12.188473618Z
01JD5Z2TJXFG6YXZ923WX9YET2,01JD5XXQ66EY3RN40WK6MEPQVP,2024-11-20T23:38:52.893587458Z,,,01JD5XXQ6KM5Z6W4T6H1P8YDAV,2024-11-20T23:38:52.893587458Z,,,01JD5YC31GCM0SP0HWECBJKW3F,2024-11-20T23:38:52.893587458Z,01JD5YN8D0K0PGC62X1P4JD4WD,2024-11-20T23:38:52.893587458Z,01JD5YN8MTVG08XAVCRB6YV4Y4,2024-11-20T23:38:52.893587458Z,,
01JD5Z56QVQ5YCQNENR5YDAXVZ,01JD5XWDFSFEG23QQW5E3RRTY4,2024-11-20T23:40:10.875532818Z,100,2024-11-20T23:40:27.159266643Z,01JD5XWDG3BBR2NX5X72SSP8RQ,2024-11-20T23:40:10.875532818Z,91,2024-11-20T23:40:27.152971129Z,01JD5YSC003CJVS375K7CVMR9R,2024-11-20T23:40:10.875532818Z,01JD5YYKMS28AD1NSR07YKPCZB,2024-11-20T23:40:10.875532818Z,01JD5YYKRHCGRRXY09J6AKZ109,2024-11-20T23:40:10.875532818Z,true,2024-11-20T23:40:27.166820557Z
