id,config,configLastChangedAt,endedReason,endedReasonLastChangedAt,initialized,initializedLastChangedAt,lobbyConfig,lobbyConfigLastChangedAt,status,statusLastChangedAt
01JD60NBGPPEVY9NEY312RMG00,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""SR_interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""SquirrelsRabbits""}},""count"":1}]}}",2024-11-21T00:06:28.630202239Z,all games finished,2024-11-21T00:19:57.135893869Z,true,2024-11-21T00:06:28.858143779Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2024-11-21T00:06:28.630202239Z,ended,2024-11-21T00:19:57.135893869Z
01JD68CAQZ40HHJZATHJRECQ1Z,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""SR_interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""SquirrelsRabbits""}},""count"":1}]}}",2024-11-21T02:21:21.535665228Z,all games finished,2024-11-21T03:04:30.089822707Z,true,2024-11-21T02:21:50.017218187Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2024-11-21T02:21:21.535665228Z,ended,2024-11-21T03:04:30.089822707Z
01JD5XW9FXSBAVGRFEFZ4NCACZ,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""RS_interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}},""count"":1}]}}",2024-11-20T23:17:50.205730529Z,all games finished,2024-11-20T23:50:07.230657646Z,true,2024-11-20T23:17:50.214826634Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2024-11-20T23:17:50.205730529Z,ended,2024-11-20T23:50:07.230657646Z
01JD60MZ6CPQGET09J2C7XEAB9,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""SR_interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""SquirrelsRabbits""}},""count"":1}]}}",2024-11-21T00:06:16.012656205Z,,,true,2024-11-21T00:06:16.075383037Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2024-11-21T00:06:16.012656205Z,terminated,2024-11-21T00:21:13.527359179Z
01JD60MBK47A222WWN76Z58GSK,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""SR_interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""SquirrelsRabbits""}},""count"":1}]}}",2024-11-21T00:05:55.940700016Z,,,true,2024-11-21T00:05:56.076952838Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2024-11-21T00:05:55.940700016Z,terminated,2024-11-21T01:49:29.622078492Z
01JD690VCSP73D61HTJANCWNEF,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""SR_interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""SquirrelsRabbits""}},""count"":1}]}}",2024-11-21T02:32:33.945588109Z,,,true,2024-11-21T02:32:41.678627322Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2024-11-21T02:32:33.945588109Z,terminated,2024-11-21T02:45:07.087575766Z
01JD60N370WAMMKECPST4ESZMM,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""SR_interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""SquirrelsRabbits""}},""count"":1}]}}",2024-11-21T00:06:20.128111744Z,,,true,2024-11-21T00:06:20.191185016Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2024-11-21T00:06:20.128111744Z,terminated,2024-11-21T00:22:04.803940297Z
01JD60M9N4ZFV9WGAPB04ZC5ZR,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""SR_interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""SquirrelsRabbits""}},""count"":1}]}}",2024-11-21T00:05:53.956952508Z,all games finished,2024-11-21T02:17:53.061144083Z,true,2024-11-21T00:05:54.047188993Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2024-11-21T00:05:53.956952508Z,ended,2024-11-21T02:17:53.061144083Z
01JD60MP8Q0WTJ4MPH2261KRC4,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""SR_interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""SquirrelsRabbits""}},""count"":1}]}}",2024-11-21T00:06:06.871407545Z,,,true,2024-11-21T00:06:07.067711891Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2024-11-21T00:06:06.871407545Z,terminated,2024-11-21T00:39:06.020328335Z
01JD62MY5EH7CHWS35960FWN1N,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""SR_interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""SquirrelsRabbits""}},""count"":1}]}}",2024-11-21T00:41:12.110817174Z,all games finished,2024-11-21T01:16:16.645993695Z,true,2024-11-21T00:41:28.037270437Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2024-11-21T00:41:12.110817174Z,ended,2024-11-21T01:16:16.645993695Z
