id,batchID,batchIDLastChangedAt,ended,endedLastChangedAt,gameID,gameIDLastChangedAt,idx,idxLastChangedAt,index,indexLastChangedAt,name,nameLastChangedAt,stageIndex,stageIndexLastChangedAt,start,startLastChangedAt,task,taskLastChangedAt
01JGJ9BGY16AQVRZXYNNMYR14E,01JGJ7Q1TDDCFSCSJJK08YWG8D,2025-01-02T01:16:22.337770412Z,true,2025-01-02T01:17:49.907723427Z,01JGJ7Q1TKQHEXHB6FKQWS62NY,2025-01-02T01:16:22.337770412Z,1,2025-01-02T01:16:22.337770412Z,0,2025-01-02T01:16:22.337770412Z,Round 1 / 8,2025-01-02T01:16:22.337770412Z,3,2025-01-02T01:16:22.435614114Z,true,2025-01-02T01:16:22.567965412Z,Chat,2025-01-02T01:16:22.337770412Z
01JGJ9BGY4N0Y0DZH7SX36AVQE,01JGJ7Q1TDDCFSCSJJK08YWG8D,2025-01-02T01:16:22.340705612Z,true,2025-01-02T01:19:30.000411067Z,01JGJ7Q1TKQHEXHB6FKQWS62NY,2025-01-02T01:16:22.340705612Z,3,2025-01-02T01:16:22.340705612Z,2,2025-01-02T01:16:22.340705612Z,Round 3 / 8,2025-01-02T01:16:22.340705612Z,2,2025-01-02T01:16:22.384523746Z,true,2025-01-02T01:18:32.452795551Z,Chat,2025-01-02T01:16:22.340705612Z
01JGJ9P19Y3HF2D3TRPQ3RWJT1,01JGJ91VJB96BD050J4248JZJ3,2025-01-02T01:22:06.782380561Z,false,2025-01-02T01:22:06.782380561Z,01JGJ91VJH075JR7FCHZ0ZNBRG,2025-01-02T01:22:06.782380561Z,7,2025-01-02T01:22:06.782380561Z,6,2025-01-02T01:22:06.782380561Z,Round 7 / 8,2025-01-02T01:22:06.782380561Z,2,2025-01-02T01:22:06.928400896Z,false,2025-01-02T01:22:06.782380561Z,Chat,2025-01-02T01:22:06.782380561Z
01JGJ9P19ZBQ06SM442Z881BRG,01JGJ91VJB96BD050J4248JZJ3,2025-01-02T01:22:06.783126969Z,false,2025-01-02T01:22:06.783126969Z,01JGJ91VJH075JR7FCHZ0ZNBRG,2025-01-02T01:22:06.783126969Z,8,2025-01-02T01:22:06.783126969Z,7,2025-01-02T01:22:06.783126969Z,Round 8 / 8,2025-01-02T01:22:06.783126969Z,2,2025-01-02T01:22:06.875543057Z,false,2025-01-02T01:22:06.783126969Z,Chat,2025-01-02T01:22:06.783126969Z
01JGJ9E65CPVXRC1XSVJHY625W,01JGJ91WNR8EKXWD9252M85KH6,2025-01-02T01:17:49.612613783Z,true,2025-01-02T01:20:20.131746066Z,01JGJ91WNX5F13GKCWNVF2J9RJ,2025-01-02T01:17:49.612613783Z,2,2025-01-02T01:17:49.612613783Z,1,2025-01-02T01:17:49.612613783Z,Round 2 / 8,2025-01-02T01:17:49.612613783Z,2,2025-01-02T01:17:49.725985225Z,true,2025-01-02T01:19:20.026872539Z,Chat,2025-01-02T01:17:49.612613783Z
01JGJ9E65EJ30RTE5B9Z8YVXZE,01JGJ91WNR8EKXWD9252M85KH6,2025-01-02T01:17:49.61422279Z,false,2025-01-02T01:17:49.61422279Z,01JGJ91WNX5F13GKCWNVF2J9RJ,2025-01-02T01:17:49.61422279Z,5,2025-01-02T01:17:49.61422279Z,4,2025-01-02T01:17:49.61422279Z,Round 5 / 8,2025-01-02T01:17:49.61422279Z,2,2025-01-02T01:17:49.696600394Z,true,2025-01-02T01:22:05.381594583Z,Chat,2025-01-02T01:17:49.61422279Z
01JGJ9HSRZWCM9VEHER3ZHYFE2,01JGJ91W6V8C9DH2MJ6H5G14S8,2025-01-02T01:19:47.999568334Z,true,2025-01-02T01:21:18.481790644Z,01JGJ91W71P8SZ6D1PAER2PRBZ,2025-01-02T01:19:47.999568334Z,1,2025-01-02T01:19:47.999568334Z,0,2025-01-02T01:19:47.999568334Z,Round 1 / 8,2025-01-02T01:19:47.999568334Z,3,2025-01-02T01:19:48.18087417Z,true,2025-01-02T01:19:48.223169116Z,Chat,2025-01-02T01:19:47.999568334Z
01JGJ9HSS3PWC7Y9X6CFQ80WRJ,01JGJ91W6V8C9DH2MJ6H5G14S8,2025-01-02T01:19:48.003242681Z,false,2025-01-02T01:19:48.003242681Z,01JGJ91W71P8SZ6D1PAER2PRBZ,2025-01-02T01:19:48.003242681Z,5,2025-01-02T01:19:48.003242681Z,4,2025-01-02T01:19:48.003242681Z,Round 5 / 8,2025-01-02T01:19:48.003242681Z,2,2025-01-02T01:19:48.138669892Z,false,2025-01-02T01:19:48.003242681Z,Chat,2025-01-02T01:19:48.003242681Z
01JGJ9P19V20CASHA39KS3FYMN,01JGJ91VJB96BD050J4248JZJ3,2025-01-02T01:22:06.779116953Z,false,2025-01-02T01:22:06.779116953Z,01JGJ91VJH075JR7FCHZ0ZNBRG,2025-01-02T01:22:06.779116953Z,3,2025-01-02T01:22:06.779116953Z,2,2025-01-02T01:22:06.779116953Z,Round 3 / 8,2025-01-02T01:22:06.779116953Z,2,2025-01-02T01:22:06.820527537Z,false,2025-01-02T01:22:06.779116953Z,Chat,2025-01-02T01:22:06.779116953Z
01JGJ9BGY6QCGQ76GHZ6N6X372,01JGJ7Q1TDDCFSCSJJK08YWG8D,2025-01-02T01:16:22.342462379Z,true,2025-01-02T01:20:29.58747676Z,01JGJ7Q1TKQHEXHB6FKQWS62NY,2025-01-02T01:16:22.342462379Z,4,2025-01-02T01:16:22.342462379Z,3,2025-01-02T01:16:22.342462379Z,Round 4 / 8,2025-01-02T01:16:22.342462379Z,2,2025-01-02T01:16:22.440404462Z,true,2025-01-02T01:19:30.009101993Z,Chat,2025-01-02T01:16:22.342462379Z
01JGJ9E65B4XGAAF0TXPZHW1H8,01JGJ91WNR8EKXWD9252M85KH6,2025-01-02T01:17:49.611333244Z,true,2025-01-02T01:19:20.015467569Z,01JGJ91WNX5F13GKCWNVF2J9RJ,2025-01-02T01:17:49.611333244Z,1,2025-01-02T01:17:49.611333244Z,0,2025-01-02T01:17:49.611333244Z,Round 1 / 8,2025-01-02T01:17:49.611333244Z,3,2025-01-02T01:17:49.707113393Z,true,2025-01-02T01:17:49.75687918Z,Chat,2025-01-02T01:17:49.611333244Z
01JGJ9E65DBDGAQEGZ5V0PYFA2,01JGJ91WNR8EKXWD9252M85KH6,2025-01-02T01:17:49.613515929Z,true,2025-01-02T01:21:11.249011345Z,01JGJ91WNX5F13GKCWNVF2J9RJ,2025-01-02T01:17:49.613515929Z,3,2025-01-02T01:17:49.613515929Z,2,2025-01-02T01:17:49.613515929Z,Round 3 / 8,2025-01-02T01:17:49.613515929Z,2,2025-01-02T01:17:49.683436275Z,true,2025-01-02T01:20:20.140954982Z,Chat,2025-01-02T01:17:49.613515929Z
01JGJ9HSS2BP9EP3CB47Q8J061,01JGJ91W6V8C9DH2MJ6H5G14S8,2025-01-02T01:19:48.002134907Z,false,2025-01-02T01:19:48.002134907Z,01JGJ91W71P8SZ6D1PAER2PRBZ,2025-01-02T01:19:48.002134907Z,8,2025-01-02T01:19:48.002134907Z,7,2025-01-02T01:19:48.002134907Z,Round 8 / 8,2025-01-02T01:19:48.002134907Z,2,2025-01-02T01:19:48.068225609Z,false,2025-01-02T01:19:48.002134907Z,Chat,2025-01-02T01:19:48.002134907Z
01JGJ9HSS52T8QG031P8ZK9TKF,01JGJ91W6V8C9DH2MJ6H5G14S8,2025-01-02T01:19:48.005292735Z,false,2025-01-02T01:19:48.005292735Z,01JGJ91W71P8SZ6D1PAER2PRBZ,2025-01-02T01:19:48.005292735Z,4,2025-01-02T01:19:48.005292735Z,3,2025-01-02T01:19:48.005292735Z,Round 4 / 8,2025-01-02T01:19:48.005292735Z,2,2025-01-02T01:19:48.068225609Z,false,2025-01-02T01:19:48.005292735Z,Chat,2025-01-02T01:19:48.005292735Z
01JGJ9P19X5MVVW6D8KMK43NN5,01JGJ91VJB96BD050J4248JZJ3,2025-01-02T01:22:06.781567344Z,false,2025-01-02T01:22:06.781567344Z,01JGJ91VJH075JR7FCHZ0ZNBRG,2025-01-02T01:22:06.781567344Z,5,2025-01-02T01:22:06.781567344Z,4,2025-01-02T01:22:06.781567344Z,Round 5 / 8,2025-01-02T01:22:06.781567344Z,2,2025-01-02T01:22:06.86676875Z,false,2025-01-02T01:22:06.781567344Z,Chat,2025-01-02T01:22:06.781567344Z
01JGJ8SNN6YNGVP15AJ4F613NQ,01JGJ7Q38M5BAPANAG3C1DAXJB,2025-01-02T01:06:37.350408129Z,true,2025-01-02T01:09:02.079370795Z,01JGJ7Q38SSSW9T0GHA4JNYXNP,2025-01-02T01:06:37.350408129Z,2,2025-01-02T01:06:37.350408129Z,1,2025-01-02T01:06:37.350408129Z,Round 2 / 8,2025-01-02T01:06:37.350408129Z,2,2025-01-02T01:06:37.521392963Z,true,2025-01-02T01:08:06.033962717Z,Chat,2025-01-02T01:06:37.350408129Z
