id,stageID,stageIDLastChangedAt,playerID,playerIDLastChangedAt,batchID,batchIDLastChangedAt,gameID,gameIDLastChangedAt,roundID,roundIDLastChangedAt,guess,guessLastChangedAt,submit,submitLastChangedAt
01HNDBV8X9BD0TE0290Z9VX25S,01HNDBRZDFPGW1YJGZAAPV13C3,2024-01-30T14:19:54.153610232Z,01HNDBNSKVCKKMC5MMSQCZX4WF,2024-01-30T14:19:54.153610232Z,01HNDB3YN9S8XAXV63J7H20C6N,2024-01-30T14:19:54.153610232Z,01HNDB3YNMX1HKK7Y9CYMWZWXX,2024-01-30T14:19:54.153610232Z,01HNDBRZACH956V2AX9K23GJXK,2024-01-30T14:19:54.153610232Z,10,2024-01-30T14:20:03.747936158Z,true,2024-01-30T14:20:03.691106636Z
01HNDBVA3TRGSW1JCNK66ZPQF2,01HNDBFZEZMBJTPVX4HF2RDGXG,2024-01-30T14:19:55.386514213Z,01HNDBB7TV21JG5MZYX6KNMBHP,2024-01-30T14:19:55.386514213Z,01HNDB3WB30T3HSXFKYVFDZJVJ,2024-01-30T14:19:55.386514213Z,01HNDB3WBW63N14TZR84GFRT86,2024-01-30T14:19:55.386514213Z,01HNDBFZC66CR0DAPGFRRM8C72,2024-01-30T14:19:55.386514213Z,30,2024-01-30T14:20:07.779722197Z,true,2024-01-30T14:20:07.794397655Z
01HNDBVA4BPA8PFKDZP5GHQ496,01HNDBFZEZMBJTPVX4HF2RDGXG,2024-01-30T14:19:55.403518878Z,01HNDBBSTHEXR7JGQ3HQ9KMVE5,2024-01-30T14:19:55.403518878Z,01HNDB3WB30T3HSXFKYVFDZJVJ,2024-01-30T14:19:55.403518878Z,01HNDB3WBW63N14TZR84GFRT86,2024-01-30T14:19:55.403518878Z,01HNDBFZC66CR0DAPGFRRM8C72,2024-01-30T14:19:55.403518878Z,5,2024-01-30T14:20:01.820823185Z,true,2024-01-30T14:20:01.840546057Z
01HNDBVA4WPMMEYJN4R6Z5FTDE,01HNDBFZEZMBJTPVX4HF2RDGXG,2024-01-30T14:19:55.420222053Z,01HNDBBWYS0VTT6GTQT00GCCPT,2024-01-30T14:19:55.420222053Z,01HNDB3WB30T3HSXFKYVFDZJVJ,2024-01-30T14:19:55.420222053Z,01HNDB3WBW63N14TZR84GFRT86,2024-01-30T14:19:55.420222053Z,01HNDBFZC66CR0DAPGFRRM8C72,2024-01-30T14:19:55.420222053Z,75,2024-01-30T14:20:03.223054287Z,true,2024-01-30T14:20:03.248767733Z
01HNDBVA56P8Z55VTPP1SMJZBE,01HNDBFZEZMBJTPVX4HF2RDGXG,2024-01-30T14:19:55.43099361Z,01HNDBBG1ZAHRVJ99AK6GR19QK,2024-01-30T14:19:55.43099361Z,01HNDB3WB30T3HSXFKYVFDZJVJ,2024-01-30T14:19:55.43099361Z,01HNDB3WBW63N14TZR84GFRT86,2024-01-30T14:19:55.43099361Z,01HNDBFZC66CR0DAPGFRRM8C72,2024-01-30T14:19:55.43099361Z,51,2024-01-30T14:20:01.323902931Z,true,2024-01-30T14:20:01.295335403Z
01HNDBVBPJ4H09ZPP148EHKPTP,01HNDBMV00Q027E83HMNJ98QPV,2024-01-30T14:19:57.010498594Z,01HNDBCD019267CET8Y7Y0JF9P,2024-01-30T14:19:57.010498594Z,01HNDB3YN9S8XAXV63J7H20C6N,2024-01-30T14:19:57.010498594Z,01HNDB3YNMX1HKK7Y9CH8TNPRX,2024-01-30T14:19:57.010498594Z,01HNDBMTT4PEZ9BMY86SSQ6YVF,2024-01-30T14:19:57.010498594Z,,,,
01HNDBVBPWCKNJ12SCPMXJK2PA,01HNDBMV00Q027E83HMNJ98QPV,2024-01-30T14:19:57.020070169Z,01HNDBG92VDATT7SWBKPYW2WHG,2024-01-30T14:19:57.020070169Z,01HNDB3YN9S8XAXV63J7H20C6N,2024-01-30T14:19:57.020070169Z,01HNDB3YNMX1HKK7Y9CH8TNPRX,2024-01-30T14:19:57.020070169Z,01HNDBMTT4PEZ9BMY86SSQ6YVF,2024-01-30T14:19:57.020070169Z,,,,
01HNDBVBQ5BVF016917FGQY2BG,01HNDBMV00Q027E83HMNJ98QPV,2024-01-30T14:19:57.029824173Z,01HNDBFVKXETP6XSS0328XSSZX,2024-01-30T14:19:57.029824173Z,01HNDB3YN9S8XAXV63J7H20C6N,2024-01-30T14:19:57.029824173Z,01HNDB3YNMX1HKK7Y9CH8TNPRX,2024-01-30T14:19:57.029824173Z,01HNDBMTT4PEZ9BMY86SSQ6YVF,2024-01-30T14:19:57.029824173Z,,,,
01HNDBVBQFSSHVCP2AV3B3AXB2,01HNDBMV00Q027E83HMNJ98QPV,2024-01-30T14:19:57.039752101Z,01HNDBHSPD837TQ0D3KRR22DPW,2024-01-30T14:19:57.039752101Z,01HNDB3YN9S8XAXV63J7H20C6N,2024-01-30T14:19:57.039752101Z,01HNDB3YNMX1HKK7Y9CH8TNPRX,2024-01-30T14:19:57.039752101Z,01HNDBMTT4PEZ9BMY86SSQ6YVF,2024-01-30T14:19:57.039752101Z,,,,
01HNDBVBQSA6DDKS797SPRNN29,01HNDBSNN1XCQ70S8HF9QNY3X9,2024-01-30T14:19:57.049140499Z,01HNDBJXCE9PT76E8SZTK8QG6W,2024-01-30T14:19:57.049140499Z,01HNDB3YTFQ2CN641FXXKRYXGD,2024-01-30T14:19:57.049140499Z,01HNDB3YTW2H8HS9RNZ9K2NE17,2024-01-30T14:19:57.049140499Z,01HNDBSN859E4GZZCV54B0Y9XV,2024-01-30T14:19:57.049140499Z,62,2024-01-30T14:20:08.430994201Z,true,2024-01-30T14:20:08.668756102Z
01HNDBVBR46XRF4YGPC4S1M9J8,01HNDBSNN1XCQ70S8HF9QNY3X9,2024-01-30T14:19:57.060118174Z,01HNDBMFSCVKGQH7F1QGJRYAH6,2024-01-30T14:19:57.060118174Z,01HNDB3YTFQ2CN641FXXKRYXGD,2024-01-30T14:19:57.060118174Z,01HNDB3YTW2H8HS9RNZ9K2NE17,2024-01-30T14:19:57.060118174Z,01HNDBSN859E4GZZCV54B0Y9XV,2024-01-30T14:19:57.060118174Z,50,2024-01-30T14:20:12.442807582Z,true,2024-01-30T14:20:12.468504542Z
01HNDBVBRDSW4J14XGC3R9RGKH,01HNDBSNN1XCQ70S8HF9QNY3X9,2024-01-30T14:19:57.069622267Z,01HNDBN231CSG6MJKZREWVSR12,2024-01-30T14:19:57.069622267Z,01HNDB3YTFQ2CN641FXXKRYXGD,2024-01-30T14:19:57.069622267Z,01HNDB3YTW2H8HS9RNZ9K2NE17,2024-01-30T14:19:57.069622267Z,01HNDBSN859E4GZZCV54B0Y9XV,2024-01-30T14:19:57.069622267Z,29,2024-01-30T14:20:12.716539253Z,true,2024-01-30T14:20:13.012109379Z
01HNDBVBRRH556JWZCPSB3ZCGW,01HNDBSNN1XCQ70S8HF9QNY3X9,2024-01-30T14:19:57.08051243Z,01HNDBMV7EMZ08W8TMGGQ1WP0G,2024-01-30T14:19:57.08051243Z,01HNDB3YTFQ2CN641FXXKRYXGD,2024-01-30T14:19:57.08051243Z,01HNDB3YTW2H8HS9RNZ9K2NE17,2024-01-30T14:19:57.08051243Z,01HNDBSN859E4GZZCV54B0Y9XV,2024-01-30T14:19:57.08051243Z,60,2024-01-30T14:20:19.473870764Z,true,2024-01-30T14:20:19.652278932Z
01HNDBVDPS4GYDNF6QWNHMRC32,01HNDBTFAK8MP1BXPYBGW5EB3J,2024-01-30T14:19:59.065745091Z,01HNDBK9EW5B2JTCZN1C9BNMN2,2024-01-30T14:19:59.065745091Z,01HNDB5A6AJ09E68SSNGTD4HAC,2024-01-30T14:19:59.065745091Z,01HNDB5A6SGHMW23JHQVGHGA1F,2024-01-30T14:19:59.065745091Z,01HNDBTF0FPAV8HCW2N56P0W9P,2024-01-30T14:19:59.065745091Z,25,2024-01-30T14:20:16.373291755Z,true,2024-01-30T14:20:16.346029966Z
01HNDBVDQ4BG27ZRHV05HPGSAN,01HNDBTFAK8MP1BXPYBGW5EB3J,2024-01-30T14:19:59.076691198Z,01HNDBPFT76NZST0YW18WRBS8G,2024-01-30T14:19:59.076691198Z,01HNDB5A6AJ09E68SSNGTD4HAC,2024-01-30T14:19:59.076691198Z,01HNDB5A6SGHMW23JHQVGHGA1F,2024-01-30T14:19:59.076691198Z,01HNDBTF0FPAV8HCW2N56P0W9P,2024-01-30T14:19:59.076691198Z,50,2024-01-30T14:20:16.234035004Z,true,2024-01-30T14:20:16.24836834Z
01HNDBVDQF50Q1FPGX4H9JV5QE,01HNDBTFAK8MP1BXPYBGW5EB3J,2024-01-30T14:19:59.087257163Z,01HNDBNYN99NYNP00AMQGJVQJY,2024-01-30T14:19:59.087257163Z,01HNDB5A6AJ09E68SSNGTD4HAC,2024-01-30T14:19:59.087257163Z,01HNDB5A6SGHMW23JHQVGHGA1F,2024-01-30T14:19:59.087257163Z,01HNDBTF0FPAV8HCW2N56P0W9P,2024-01-30T14:19:59.087257163Z,25,2024-01-30T14:20:16.304190379Z,true,2024-01-30T14:20:16.287467154Z
01HNDBVDQT4YDBXN08WKTRE8R0,01HNDBTFAK8MP1BXPYBGW5EB3J,2024-01-30T14:19:59.098350858Z,01HNDBP0B204WBQ22DWRPFB9D0,2024-01-30T14:19:59.098350858Z,01HNDB5A6AJ09E68SSNGTD4HAC,2024-01-30T14:19:59.098350858Z,01HNDB5A6SGHMW23JHQVGHGA1F,2024-01-30T14:19:59.098350858Z,01HNDBTF0FPAV8HCW2N56P0W9P,2024-01-30T14:19:59.098350858Z,31,2024-01-30T14:20:14.690532895Z,true,2024-01-30T14:20:14.665391265Z
01HNDBVKY0CZBZ5ZXQKDG39R1S,01HNDBQWCQ7RG17MZ8D4N83SN6,2024-01-30T14:20:05.440122958Z,01HNDBM7T961N64QM751W9TSPE,2024-01-30T14:20:05.440122958Z,01HNDB3YAA8GPV8TCY2YPC4DSG,2024-01-30T14:20:05.440122958Z,01HNDB3YAPCY4QFVSXJ267CX7K,2024-01-30T14:20:05.440122958Z,01HNDBQW7H0TKQQBEVTT2N0FZZ,2024-01-30T14:20:05.440122958Z,,,,
01HNDBVKYD8QNT01AJDQQDH91X,01HNDBQWCQ7RG17MZ8D4N83SN6,2024-01-30T14:20:05.453934221Z,01HNDBJF6GDRHZ1H90WXQTFH4J,2024-01-30T14:20:05.453934221Z,01HNDB3YAA8GPV8TCY2YPC4DSG,2024-01-30T14:20:05.453934221Z,01HNDB3YAPCY4QFVSXJ267CX7K,2024-01-30T14:20:05.453934221Z,01HNDBQW7H0TKQQBEVTT2N0FZZ,2024-01-30T14:20:05.453934221Z,,,,
01HNDBVKZ43JQ63QN3M0R1E8K5,01HNDBQWCQ7RG17MZ8D4N83SN6,2024-01-30T14:20:05.476587967Z,01HNDBJKMGFGJFWK5ZQQHN7TVG,2024-01-30T14:20:05.476587967Z,01HNDB3YAA8GPV8TCY2YPC4DSG,2024-01-30T14:20:05.476587967Z,01HNDB3YAPCY4QFVSXJ267CX7K,2024-01-30T14:20:05.476587967Z,01HNDBQW7H0TKQQBEVTT2N0FZZ,2024-01-30T14:20:05.476587967Z,,,,
01HNDBVKZXH8SYDSRDPT3D3KY0,01HNDBQWCQ7RG17MZ8D4N83SN6,2024-01-30T14:20:05.502015271Z,01HNDBMYV80WFMYA4XQBX2CVMP,2024-01-30T14:20:05.502015271Z,01HNDB3YAA8GPV8TCY2YPC4DSG,2024-01-30T14:20:05.502015271Z,01HNDB3YAPCY4QFVSXJ267CX7K,2024-01-30T14:20:05.502015271Z,01HNDBQW7H0TKQQBEVTT2N0FZZ,2024-01-30T14:20:05.502015271Z,35,2024-01-30T14:20:27.646680674Z,true,2024-01-30T14:20:28.265417041Z
01HNDBVPBFTGW73DWS3J0ZG3Z8,01HNDBJ9GXR8MRCK09W2XAARBC,2024-01-30T14:20:07.919428632Z,01HNDB8DKC7YKQ41FZ9DH396HC,2024-01-30T14:20:07.919428632Z,01HNDB3Y5567ZKBSA8QGT8SQRB,2024-01-30T14:20:07.919428632Z,01HNDB3Y5HJFMF97DC9SHA61FR,2024-01-30T14:20:07.919428632Z,01HNDBJ9EHZVNDZVGV5HAJ6YBM,2024-01-30T14:20:07.919428632Z,25,2024-01-30T14:20:18.216056911Z,true,2024-01-30T14:20:18.229303021Z
01HNDBVPBWXSQHYRWQ5C4EHAX6,01HNDBJ9GXR8MRCK09W2XAARBC,2024-01-30T14:20:07.932841795Z,01HNDBD43NQD1VTEW7CAEAKF64,2024-01-30T14:20:07.932841795Z,01HNDB3Y5567ZKBSA8QGT8SQRB,2024-01-30T14:20:07.932841795Z,01HNDB3Y5HJFMF97DC9SHA61FR,2024-01-30T14:20:07.932841795Z,01HNDBJ9EHZVNDZVGV5HAJ6YBM,2024-01-30T14:20:07.932841795Z,10,2024-01-30T14:20:30.51849888Z,true,2024-01-30T14:20:30.487617804Z
01HNDBVPCG3NQMZ675Z1KX9HYK,01HNDBJ9GXR8MRCK09W2XAARBC,2024-01-30T14:20:07.95213132Z,01HNDBBMJ5MQPXS1WKQM1C9ARZ,2024-01-30T14:20:07.95213132Z,01HNDB3Y5567ZKBSA8QGT8SQRB,2024-01-30T14:20:07.95213132Z,01HNDB3Y5HJFMF97DC9SHA61FR,2024-01-30T14:20:07.95213132Z,01HNDBJ9EHZVNDZVGV5HAJ6YBM,2024-01-30T14:20:07.95213132Z,25,2024-01-30T14:20:14.797513053Z,true,2024-01-30T14:20:14.823649597Z
01HNDBVPD83EY3QN2S3BQZ3YGP,01HNDBJ9GXR8MRCK09W2XAARBC,2024-01-30T14:20:07.977074659Z,01HNDBENSKN9N915TZJKJ9QHS9,2024-01-30T14:20:07.977074659Z,01HNDB3Y5567ZKBSA8QGT8SQRB,2024-01-30T14:20:07.977074659Z,01HNDB3Y5HJFMF97DC9SHA61FR,2024-01-30T14:20:07.977074659Z,01HNDBJ9EHZVNDZVGV5HAJ6YBM,2024-01-30T14:20:07.977074659Z,15,2024-01-30T14:20:11.874723856Z,true,2024-01-30T14:20:11.853748573Z
01HNDBVPJB7XJMP2TEVN5TB854,01HNDBVMZXMJCJJJJCQ9Y535C2,2024-01-30T14:20:08.139926403Z,01HNDBR8M0BHJQHPZTX7KDFXS2,2024-01-30T14:20:08.139926403Z,01HNDB5B7WTJYFDJ3M6W00HH2T,2024-01-30T14:20:08.139926403Z,01HNDB5B886BNVXWEWV3F0K57F,2024-01-30T14:20:08.139926403Z,01HNDBVMASH5J72H090N0ZBBF3,2024-01-30T14:20:08.139926403Z,25,2024-01-30T14:20:28.08409518Z,true,2024-01-30T14:20:28.242031657Z
01HNDBVPJTAEFFTJJFJNS71ABR,01HNDBVMZXMJCJJJJCQ9Y535C2,2024-01-30T14:20:08.154320957Z,01HNDBQXRCBPQ784JN6RSJ0CJ4,2024-01-30T14:20:08.154320957Z,01HNDB5B7WTJYFDJ3M6W00HH2T,2024-01-30T14:20:08.154320957Z,01HNDB5B886BNVXWEWV3F0K57F,2024-01-30T14:20:08.154320957Z,01HNDBVMASH5J72H090N0ZBBF3,2024-01-30T14:20:08.154320957Z,33,2024-01-30T14:20:28.901108931Z,true,2024-01-30T14:20:28.940753852Z
01HNDBVPKGD7MW10GF5JJZF7HN,01HNDBVMZXMJCJJJJCQ9Y535C2,2024-01-30T14:20:08.176970442Z,01HNDBRYY43EH0J18XRQ8AF3WH,2024-01-30T14:20:08.176970442Z,01HNDB5B7WTJYFDJ3M6W00HH2T,2024-01-30T14:20:08.176970442Z,01HNDB5B886BNVXWEWV3F0K57F,2024-01-30T14:20:08.176970442Z,01HNDBVMASH5J72H090N0ZBBF3,2024-01-30T14:20:08.176970442Z,80,2024-01-30T14:20:35.785195125Z,true,2024-01-30T14:20:35.811639921Z
01HNDBVPKZZN8ZAE4A8D7CPMWT,01HNDBVMZXMJCJJJJCQ9Y535C2,2024-01-30T14:20:08.191217128Z,01HNDBS57HZXQ1W02W1FCS7S62,2024-01-30T14:20:08.191217128Z,01HNDB5B7WTJYFDJ3M6W00HH2T,2024-01-30T14:20:08.191217128Z,01HNDB5B886BNVXWEWV3F0K57F,2024-01-30T14:20:08.191217128Z,01HNDBVMASH5J72H090N0ZBBF3,2024-01-30T14:20:08.191217128Z,84,2024-01-30T14:20:38.663681741Z,true,2024-01-30T14:20:38.707758958Z
01HNDBVQD2QMTTCJJH9HKNHDGS,01HNDBPX5K5VKA6VJT032GB894,2024-01-30T14:20:08.994918031Z,01HNDBGMHBJ0NDWNMTJ9DEGBVY,2024-01-30T14:20:08.994918031Z,01HNDB5A6AJ09E68SSNGTD4HAC,2024-01-30T14:20:08.994918031Z,01HNDB5A6RNP5V4NQ3PFM6P99T,2024-01-30T14:20:08.994918031Z,01HNDBPWXJEQHZACARMYXJMKB0,2024-01-30T14:20:08.994918031Z,,,,
01HNDBVQEM5NT94BKQZFYJ6BAN,01HNDBPX5K5VKA6VJT032GB894,2024-01-30T14:20:09.044657786Z,01HNDBHAQHE0B2A25KACRJK2ET,2024-01-30T14:20:09.044657786Z,01HNDB5A6AJ09E68SSNGTD4HAC,2024-01-30T14:20:09.044657786Z,01HNDB5A6RNP5V4NQ3PFM6P99T,2024-01-30T14:20:09.044657786Z,01HNDBPWXJEQHZACARMYXJMKB0,2024-01-30T14:20:09.044657786Z,,,,
01HNDBVQF2T0WT97ZJ5TRS4HK2,01HNDBPX5K5VKA6VJT032GB894,2024-01-30T14:20:09.058334894Z,01HNDBJXHCV0MJ9YPX84Q9A2DK,2024-01-30T14:20:09.058334894Z,01HNDB5A6AJ09E68SSNGTD4HAC,2024-01-30T14:20:09.058334894Z,01HNDB5A6RNP5V4NQ3PFM6P99T,2024-01-30T14:20:09.058334894Z,01HNDBPWXJEQHZACARMYXJMKB0,2024-01-30T14:20:09.058334894Z,,,,
01HNDBVQFG1SN6MVM2HNAEMH4R,01HNDBPX5K5VKA6VJT032GB894,2024-01-30T14:20:09.072751237Z,01HNDBGXHXVYG2NE4ED713P856,2024-01-30T14:20:09.072751237Z,01HNDB5A6AJ09E68SSNGTD4HAC,2024-01-30T14:20:09.072751237Z,01HNDB5A6RNP5V4NQ3PFM6P99T,2024-01-30T14:20:09.072751237Z,01HNDBPWXJEQHZACARMYXJMKB0,2024-01-30T14:20:09.072751237Z,,,,
01HNDBVQGJ52NHJ69B7K11JYKS,01HNDBFZKW5H5BH1MYEF1QGT2H,2024-01-30T14:20:09.106584858Z,01HNDBBG1ZAHRVJ99AK6GR19QK,2024-01-30T14:20:09.106584858Z,01HNDB3WB30T3HSXFKYVFDZJVJ,2024-01-30T14:20:09.106584858Z,01HNDB3WBW63N14TZR84GFRT86,2024-01-30T14:20:09.106584858Z,01HNDBFZC9E2EXF89KA19NV74A,2024-01-30T14:20:09.106584858Z,,,,
01HNDBVQGYXS4SAZPR8QF11048,01HNDBFZKW5H5BH1MYEF1QGT2H,2024-01-30T14:20:09.118814104Z,01HNDBB7TV21JG5MZYX6KNMBHP,2024-01-30T14:20:09.118814104Z,01HNDB3WB30T3HSXFKYVFDZJVJ,2024-01-30T14:20:09.118814104Z,01HNDB3WBW63N14TZR84GFRT86,2024-01-30T14:20:09.118814104Z,01HNDBFZC9E2EXF89KA19NV74A,2024-01-30T14:20:09.118814104Z,,,,
01HNDBVQHN7HB0MPTPH6V2P41H,01HNDBFZKW5H5BH1MYEF1QGT2H,2024-01-30T14:20:09.142001134Z,01HNDBBWYS0VTT6GTQT00GCCPT,2024-01-30T14:20:09.142001134Z,01HNDB3WB30T3HSXFKYVFDZJVJ,2024-01-30T14:20:09.142001134Z,01HNDB3WBW63N14TZR84GFRT86,2024-01-30T14:20:09.142001134Z,01HNDBFZC9E2EXF89KA19NV74A,2024-01-30T14:20:09.142001134Z,,,,
01HNDBVQJ3CAP45NJ7WR3S6P3D,01HNDBFZKW5H5BH1MYEF1QGT2H,2024-01-30T14:20:09.155964489Z,01HNDBBSTHEXR7JGQ3HQ9KMVE5,2024-01-30T14:20:09.155964489Z,01HNDB3WB30T3HSXFKYVFDZJVJ,2024-01-30T14:20:09.155964489Z,01HNDB3WBW63N14TZR84GFRT86,2024-01-30T14:20:09.155964489Z,01HNDBFZC9E2EXF89KA19NV74A,2024-01-30T14:20:09.155964489Z,,,,
01HNDBVQVC0V7AP3TQBPJHV8NY,01HNDBRA0G5YZ0RRC1PT73ESHR,2024-01-30T14:20:09.453015523Z,01HNDBNJMS4VS2GSYHX5B6S2JX,2024-01-30T14:20:09.453015523Z,01HNDB3YG3XEJMGM60GYJ06B6A,2024-01-30T14:20:09.453015523Z,01HNDB3YGG0QGA4BW6QCGMQ33N,2024-01-30T14:20:09.453015523Z,01HNDBR9PGXQBAATWG0P7FHKHF,2024-01-30T14:20:09.453015523Z,40,2024-01-30T14:20:14.390935297Z,true,2024-01-30T14:20:14.411494163Z
01HNDBVQW4NSN1DRXYVY482AF1,01HNDBRA0G5YZ0RRC1PT73ESHR,2024-01-30T14:20:09.476423892Z,01HNDBMTFNH8228CXAF6WT2TPJ,2024-01-30T14:20:09.476423892Z,01HNDB3YG3XEJMGM60GYJ06B6A,2024-01-30T14:20:09.476423892Z,01HNDB3YGG0QGA4BW6QCGMQ33N,2024-01-30T14:20:09.476423892Z,01HNDBR9PGXQBAATWG0P7FHKHF,2024-01-30T14:20:09.476423892Z,54,2024-01-30T14:20:20.330722744Z,true,2024-01-30T14:20:20.344509688Z
01HNDBVQWXND532J436717YMZQ,01HNDBRA0G5YZ0RRC1PT73ESHR,2024-01-30T14:20:09.502031564Z,01HNDBMWHFR5X9EE6EYJ04V179,2024-01-30T14:20:09.502031564Z,01HNDB3YG3XEJMGM60GYJ06B6A,2024-01-30T14:20:09.502031564Z,01HNDB3YGG0QGA4BW6QCGMQ33N,2024-01-30T14:20:09.502031564Z,01HNDBR9PGXQBAATWG0P7FHKHF,2024-01-30T14:20:09.502031564Z,50,2024-01-30T14:20:16.094973676Z,true,2024-01-30T14:20:16.126007686Z
01HNDBVQXFD0X2ZHH6FTXD5YRF,01HNDBRA0G5YZ0RRC1PT73ESHR,2024-01-30T14:20:09.51986779Z,01HNDBM3XV6S65VJSBTDHQKXFN,2024-01-30T14:20:09.51986779Z,01HNDB3YG3XEJMGM60GYJ06B6A,2024-01-30T14:20:09.51986779Z,01HNDB3YGG0QGA4BW6QCGMQ33N,2024-01-30T14:20:09.51986779Z,01HNDBR9PGXQBAATWG0P7FHKHF,2024-01-30T14:20:09.51986779Z,33,2024-01-30T14:20:19.129380835Z,true,2024-01-30T14:20:19.143480335Z
01HNDBVVRZEE7NZHPBW9MGAW90,01HNDBVSDNCGXPS1KHJEMHSC14,2024-01-30T14:20:13.471214881Z,01HNDB95ZKSSXABFQP5ZWQ5KSY,2024-01-30T14:20:13.471214881Z,01HNDB5B7WTJYFDJ3M6W00HH2T,2024-01-30T14:20:13.471214881Z,01HNDB5B87GKY6TZ6FVP830MD8,2024-01-30T14:20:13.471214881Z,01HNDBVRMZ1B9A5VTPW5RK959H,2024-01-30T14:20:13.471214881Z,,,,
01HNDBVVSD9P5J85FZH34PY8H4,01HNDBVSDNCGXPS1KHJEMHSC14,2024-01-30T14:20:13.485876496Z,01HNDBFH5V9K8HAZ7ABNR3DH5R,2024-01-30T14:20:13.485876496Z,01HNDB5B7WTJYFDJ3M6W00HH2T,2024-01-30T14:20:13.485876496Z,01HNDB5B87GKY6TZ6FVP830MD8,2024-01-30T14:20:13.485876496Z,01HNDBVRMZ1B9A5VTPW5RK959H,2024-01-30T14:20:13.485876496Z,,,,
01HNDBVVT87281AJ7N9BNZJN75,01HNDBVSDNCGXPS1KHJEMHSC14,2024-01-30T14:20:13.512589681Z,01HNDBE2XNS715MCPWB124ECJA,2024-01-30T14:20:13.512589681Z,01HNDB5B7WTJYFDJ3M6W00HH2T,2024-01-30T14:20:13.512589681Z,01HNDB5B87GKY6TZ6FVP830MD8,2024-01-30T14:20:13.512589681Z,01HNDBVRMZ1B9A5VTPW5RK959H,2024-01-30T14:20:13.512589681Z,,,,
01HNDBVVTPC49N8NXGHQ0KZQ1S,01HNDBVSDNCGXPS1KHJEMHSC14,2024-01-30T14:20:13.526692459Z,01HNDBGVDQCK3PGAMYF50RR8MN,2024-01-30T14:20:13.526692459Z,01HNDB5B7WTJYFDJ3M6W00HH2T,2024-01-30T14:20:13.526692459Z,01HNDB5B87GKY6TZ6FVP830MD8,2024-01-30T14:20:13.526692459Z,01HNDBVRMZ1B9A5VTPW5RK959H,2024-01-30T14:20:13.526692459Z,,,,
01HNDBVVYWY4CD59YNXDN4FPCC,01HNDBP31E0X55XJN7B5NTF0KS,2024-01-30T14:20:13.660635542Z,01HNDBFQHCNC1XTGNDM3F95FTE,2024-01-30T14:20:13.660635542Z,01HNDB3YTFQ2CN641FXXKRYXGD,2024-01-30T14:20:13.660635542Z,01HNDB3YTVNQJMVF73FJ0MQQNQ,2024-01-30T14:20:13.660635542Z,01HNDBP2V79JG0GWF2WNNH02VR,2024-01-30T14:20:13.660635542Z,37,2024-01-30T14:20:39.580658807Z,true,2024-01-30T14:20:39.598803327Z
01HNDBVVZPBT1AB6FBFZBKKGSA,01HNDBP31E0X55XJN7B5NTF0KS,2024-01-30T14:20:13.686495676Z,01HNDBF1349KYBX385BFQ22W7D,2024-01-30T14:20:13.686495676Z,01HNDB3YTFQ2CN641FXXKRYXGD,2024-01-30T14:20:13.686495676Z,01HNDB3YTVNQJMVF73FJ0MQQNQ,2024-01-30T14:20:13.686495676Z,01HNDBP2V79JG0GWF2WNNH02VR,2024-01-30T14:20:13.686495676Z,0,2024-01-30T14:20:24.785637334Z,true,2024-01-30T14:20:24.800710617Z
01HNDBVW0G6TTTWNG7ANAF410Z,01HNDBP31E0X55XJN7B5NTF0KS,2024-01-30T14:20:13.712436487Z,01HNDBG06TSBE6VPGHKSWPT4EY,2024-01-30T14:20:13.712436487Z,01HNDB3YTFQ2CN641FXXKRYXGD,2024-01-30T14:20:13.712436487Z,01HNDB3YTVNQJMVF73FJ0MQQNQ,2024-01-30T14:20:13.712436487Z,01HNDBP2V79JG0GWF2WNNH02VR,2024-01-30T14:20:13.712436487Z,40,2024-01-30T14:20:29.252876788Z,true,2024-01-30T14:20:29.276224562Z
01HNDBVW1ATJZ8FZRX7D8ERT42,01HNDBP31E0X55XJN7B5NTF0KS,2024-01-30T14:20:13.738818548Z,01HNDBFRV0W5D13VPEN764RBKE,2024-01-30T14:20:13.738818548Z,01HNDB3YTFQ2CN641FXXKRYXGD,2024-01-30T14:20:13.738818548Z,01HNDB3YTVNQJMVF73FJ0MQQNQ,2024-01-30T14:20:13.738818548Z,01HNDBP2V79JG0GWF2WNNH02VR,2024-01-30T14:20:13.738818548Z,0,2024-01-30T14:20:18.887212908Z,true,2024-01-30T14:20:18.907104543Z
01HNDBVWJF37562NXMGXF2DDJK,01HNDBGZV7DBG3T7ZV72TN3JS8,2024-01-30T14:20:14.287984185Z,01HNDB7T8BVMRZQEF8W46KTDBC,2024-01-30T14:20:14.287984185Z,01HNDB3XT775V20QG3EE6AAZMS,2024-01-30T14:20:14.287984185Z,01HNDB3XTRMS2GR15H7G3EFQWY,2024-01-30T14:20:14.287984185Z,01HNDBGZQSBRZMZECKERWNH9XW,2024-01-30T14:20:14.287984185Z,,,,
01HNDBVWK0VDZQ41KNXYXH73KF,01HNDBGZV7DBG3T7ZV72TN3JS8,2024-01-30T14:20:14.304861653Z,01HNDB93RA7FN1VF2492GN6BBW,2024-01-30T14:20:14.304861653Z,01HNDB3XT775V20QG3EE6AAZMS,2024-01-30T14:20:14.304861653Z,01HNDB3XTRMS2GR15H7G3EFQWY,2024-01-30T14:20:14.304861653Z,01HNDBGZQSBRZMZECKERWNH9XW,2024-01-30T14:20:14.304861653Z,,,,
