id,stageID,stageIDLastChangedAt,playerID,playerIDLastChangedAt,batchID,batchIDLastChangedAt,gameID,gameIDLastChangedAt,roundID,roundIDLastChangedAt,guess,guessLastChangedAt,submit,submitLastChangedAt
01HNDBNRS290GPNWAHERB2PVYN,01HNDBMV1SXWWXZ01GQF34E13V,2024-01-30T14:16:53.794639844Z,01HNDBCD019267CET8Y7Y0JF9P,2024-01-30T14:16:53.794639844Z,01HNDB3YN9S8XAXV63J7H20C6N,2024-01-30T14:16:53.794639844Z,01HNDB3YNMX1HKK7Y9CH8TNPRX,2024-01-30T14:16:53.794639844Z,01HNDBMTTT9XM1Y4X1HHFSXFBF,2024-01-30T14:16:53.794639844Z,80,2024-01-30T14:17:18.389435427Z,true,2024-01-30T14:17:18.393322638Z
01HNDBNRS5NDHR4NG11ZVXYTWN,01HNDBMV1SXWWXZ01GQF34E13V,2024-01-30T14:16:53.797796955Z,01HNDBG92VDATT7SWBKPYW2WHG,2024-01-30T14:16:53.797796955Z,01HNDB3YN9S8XAXV63J7H20C6N,2024-01-30T14:16:53.797796955Z,01HNDB3YNMX1HKK7Y9CH8TNPRX,2024-01-30T14:16:53.797796955Z,01HNDBMTTT9XM1Y4X1HHFSXFBF,2024-01-30T14:16:53.797796955Z,20,2024-01-30T14:17:07.887563986Z,true,2024-01-30T14:17:07.892061963Z
01HNDBNRS93QH6KCJZNV1KCG36,01HNDBMV1SXWWXZ01GQF34E13V,2024-01-30T14:16:53.801322697Z,01HNDBHSPD837TQ0D3KRR22DPW,2024-01-30T14:16:53.801322697Z,01HNDB3YN9S8XAXV63J7H20C6N,2024-01-30T14:16:53.801322697Z,01HNDB3YNMX1HKK7Y9CH8TNPRX,2024-01-30T14:16:53.801322697Z,01HNDBMTTT9XM1Y4X1HHFSXFBF,2024-01-30T14:16:53.801322697Z,70,2024-01-30T14:17:11.092995611Z,true,2024-01-30T14:17:11.089029954Z
01HNDBNYK6Q17WAE7429RG9QDJ,01HNDBK9WTH16B1SNXR2Z7CZM7,2024-01-30T14:16:59.750827894Z,01HNDBFYR4Q7MYWPK871SG19VG,2024-01-30T14:16:59.750827894Z,01HNDB3YAA8GPV8TCY2YPC4DSG,2024-01-30T14:16:59.750827894Z,01HNDB3YANKKRNDPCBT2V4525A,2024-01-30T14:16:59.750827894Z,01HNDBK9RFG9QSQ9K2VC59JA0B,2024-01-30T14:16:59.750827894Z,,,,
01HNDBNYKA77MJX7AY9FMDT649,01HNDBK9WTH16B1SNXR2Z7CZM7,2024-01-30T14:16:59.75480268Z,01HNDBAGPXVHDD8Q8DD9QWREKX,2024-01-30T14:16:59.75480268Z,01HNDB3YAA8GPV8TCY2YPC4DSG,2024-01-30T14:16:59.75480268Z,01HNDB3YANKKRNDPCBT2V4525A,2024-01-30T14:16:59.75480268Z,01HNDBK9RFG9QSQ9K2VC59JA0B,2024-01-30T14:16:59.75480268Z,,,,
01HNDBNYKHCH4PEV43VYM1EV83,01HNDBK9WTH16B1SNXR2Z7CZM7,2024-01-30T14:16:59.761664005Z,01HNDBH1M5RF2PHCF6A4NC45AY,2024-01-30T14:16:59.761664005Z,01HNDB3YAA8GPV8TCY2YPC4DSG,2024-01-30T14:16:59.761664005Z,01HNDB3YANKKRNDPCBT2V4525A,2024-01-30T14:16:59.761664005Z,01HNDBK9RFG9QSQ9K2VC59JA0B,2024-01-30T14:16:59.761664005Z,,,,
01HNDBNYKNJ7M2CBFW5GC7375A,01HNDBK9WTH16B1SNXR2Z7CZM7,2024-01-30T14:16:59.76530876Z,01HNDBFQ2NSDNG91PTXRCWABTX,2024-01-30T14:16:59.76530876Z,01HNDB3YAA8GPV8TCY2YPC4DSG,2024-01-30T14:16:59.76530876Z,01HNDB3YANKKRNDPCBT2V4525A,2024-01-30T14:16:59.76530876Z,01HNDBK9RFG9QSQ9K2VC59JA0B,2024-01-30T14:16:59.76530876Z,,,,
01HNDBNZNZC1BG1Z1TC2WDKKYF,01HNDBJ9HFM683M5RATEJ7F29W,2024-01-30T14:17:00.863518897Z,01HNDBBMJ5MQPXS1WKQM1C9ARZ,2024-01-30T14:17:00.863518897Z,01HNDB3Y5567ZKBSA8QGT8SQRB,2024-01-30T14:17:00.863518897Z,01HNDB3Y5HJFMF97DC9SHA61FR,2024-01-30T14:17:00.863518897Z,01HNDBJ9DXKXHS2ZZ3X9JPW4X3,2024-01-30T14:17:00.863518897Z,,,,
01HNDBNZP6MPZHEAE9J6HSZPRH,01HNDBJ9HFM683M5RATEJ7F29W,2024-01-30T14:17:00.870853576Z,01HNDB8DKC7YKQ41FZ9DH396HC,2024-01-30T14:17:00.870853576Z,01HNDB3Y5567ZKBSA8QGT8SQRB,2024-01-30T14:17:00.870853576Z,01HNDB3Y5HJFMF97DC9SHA61FR,2024-01-30T14:17:00.870853576Z,01HNDBJ9DXKXHS2ZZ3X9JPW4X3,2024-01-30T14:17:00.870853576Z,,,,
01HNDBNZPAQWXWQFYTETZ90HXY,01HNDBJ9HFM683M5RATEJ7F29W,2024-01-30T14:17:00.874932796Z,01HNDBENSKN9N915TZJKJ9QHS9,2024-01-30T14:17:00.874932796Z,01HNDB3Y5567ZKBSA8QGT8SQRB,2024-01-30T14:17:00.874932796Z,01HNDB3Y5HJFMF97DC9SHA61FR,2024-01-30T14:17:00.874932796Z,01HNDBJ9DXKXHS2ZZ3X9JPW4X3,2024-01-30T14:17:00.874932796Z,,,,
01HNDBNZPHVNJ89KEPHKT0Y14Z,01HNDBJ9HFM683M5RATEJ7F29W,2024-01-30T14:17:00.881797931Z,01HNDBD43NQD1VTEW7CAEAKF64,2024-01-30T14:17:00.881797931Z,01HNDB3Y5567ZKBSA8QGT8SQRB,2024-01-30T14:17:00.881797931Z,01HNDB3Y5HJFMF97DC9SHA61FR,2024-01-30T14:17:00.881797931Z,01HNDBJ9DXKXHS2ZZ3X9JPW4X3,2024-01-30T14:17:00.881797931Z,,,,
01HNDBP29W7MA3S2VCABNDGB3R,01HNDBM6WM55YBB0G6Z59CC1G8,2024-01-30T14:17:03.548973865Z,01HNDBCJ6GRCGEGK2EJ79V35P4,2024-01-30T14:17:03.548973865Z,01HNDB3YG3XEJMGM60GYJ06B6A,2024-01-30T14:17:03.548973865Z,01HNDB3YGFB8FF1TK5AXM5CHHA,2024-01-30T14:17:03.548973865Z,01HNDBM6SMWQ9PJ9XP82P4DN9R,2024-01-30T14:17:03.548973865Z,,,,
01HNDBP2A2V6EAFCNEA0AYPXE6,01HNDBM6WM55YBB0G6Z59CC1G8,2024-01-30T14:17:03.554362819Z,01HNDBEEEAF8V4SJH5CHGEXJBT,2024-01-30T14:17:03.554362819Z,01HNDB3YG3XEJMGM60GYJ06B6A,2024-01-30T14:17:03.554362819Z,01HNDB3YGFB8FF1TK5AXM5CHHA,2024-01-30T14:17:03.554362819Z,01HNDBM6SMWQ9PJ9XP82P4DN9R,2024-01-30T14:17:03.554362819Z,,,,
01HNDBP2A6VBQ26RJN21K5GFHH,01HNDBM6WM55YBB0G6Z59CC1G8,2024-01-30T14:17:03.558163968Z,01HNDBEP3WFCX7R6WHMFHDRYSM,2024-01-30T14:17:03.558163968Z,01HNDB3YG3XEJMGM60GYJ06B6A,2024-01-30T14:17:03.558163968Z,01HNDB3YGFB8FF1TK5AXM5CHHA,2024-01-30T14:17:03.558163968Z,01HNDBM6SMWQ9PJ9XP82P4DN9R,2024-01-30T14:17:03.558163968Z,,,,
01HNDBP2AAM94BQ6KF8Y77701J,01HNDBM6WM55YBB0G6Z59CC1G8,2024-01-30T14:17:03.562309177Z,01HNDBEQK83YZFEJPEBNH852TR,2024-01-30T14:17:03.562309177Z,01HNDB3YG3XEJMGM60GYJ06B6A,2024-01-30T14:17:03.562309177Z,01HNDB3YGFB8FF1TK5AXM5CHHA,2024-01-30T14:17:03.562309177Z,01HNDBM6SMWQ9PJ9XP82P4DN9R,2024-01-30T14:17:03.562309177Z,,,,
01HNDBP3M34T3KQ5AB9GWRE0DE,01HNDBP307K43JMFAW234JMSK2,2024-01-30T14:17:04.899505421Z,01HNDBFQHCNC1XTGNDM3F95FTE,2024-01-30T14:17:04.899505421Z,01HNDB3YTFQ2CN641FXXKRYXGD,2024-01-30T14:17:04.899505421Z,01HNDB3YTVNQJMVF73FJ0MQQNQ,2024-01-30T14:17:04.899505421Z,01HNDBP2TT86FS9PZYACH9ECMZ,2024-01-30T14:17:04.899505421Z,,,,
01HNDBP3M7EX5RW1NT8CVM34MM,01HNDBP307K43JMFAW234JMSK2,2024-01-30T14:17:04.903825793Z,01HNDBFRV0W5D13VPEN764RBKE,2024-01-30T14:17:04.903825793Z,01HNDB3YTFQ2CN641FXXKRYXGD,2024-01-30T14:17:04.903825793Z,01HNDB3YTVNQJMVF73FJ0MQQNQ,2024-01-30T14:17:04.903825793Z,01HNDBP2TT86FS9PZYACH9ECMZ,2024-01-30T14:17:04.903825793Z,,,,
01HNDBP3MENWTHGFWQKNQTM7PM,01HNDBP307K43JMFAW234JMSK2,2024-01-30T14:17:04.910482268Z,01HNDBG06TSBE6VPGHKSWPT4EY,2024-01-30T14:17:04.910482268Z,01HNDB3YTFQ2CN641FXXKRYXGD,2024-01-30T14:17:04.910482268Z,01HNDB3YTVNQJMVF73FJ0MQQNQ,2024-01-30T14:17:04.910482268Z,01HNDBP2TT86FS9PZYACH9ECMZ,2024-01-30T14:17:04.910482268Z,,,,
01HNDBP3MJXR39W5W7XZW9JRSK,01HNDBP307K43JMFAW234JMSK2,2024-01-30T14:17:04.914704857Z,01HNDBF1349KYBX385BFQ22W7D,2024-01-30T14:17:04.914704857Z,01HNDB3YTFQ2CN641FXXKRYXGD,2024-01-30T14:17:04.914704857Z,01HNDB3YTVNQJMVF73FJ0MQQNQ,2024-01-30T14:17:04.914704857Z,01HNDBP2TT86FS9PZYACH9ECMZ,2024-01-30T14:17:04.914704857Z,,,,
01HNDBP9H5T5J4F52V31JEZSAV,01HNDBGZTPB22ZQ91DSVFGP4KJ,2024-01-30T14:17:10.949640624Z,01HNDB93RA7FN1VF2492GN6BBW,2024-01-30T14:17:10.949640624Z,01HNDB3XT775V20QG3EE6AAZMS,2024-01-30T14:17:10.949640624Z,01HNDB3XTRMS2GR15H7G3EFQWY,2024-01-30T14:17:10.949640624Z,01HNDBGZQNAHFTV134P11N9QR2,2024-01-30T14:17:10.949640624Z,,,,
01HNDBP9H9FB6VC5HEKSFQVHB4,01HNDBGZTPB22ZQ91DSVFGP4KJ,2024-01-30T14:17:10.953471525Z,01HNDB7T8BVMRZQEF8W46KTDBC,2024-01-30T14:17:10.953471525Z,01HNDB3XT775V20QG3EE6AAZMS,2024-01-30T14:17:10.953471525Z,01HNDB3XTRMS2GR15H7G3EFQWY,2024-01-30T14:17:10.953471525Z,01HNDBGZQNAHFTV134P11N9QR2,2024-01-30T14:17:10.953471525Z,,,,
01HNDBP9HD816FY35Z2F81TF3M,01HNDBGZTPB22ZQ91DSVFGP4KJ,2024-01-30T14:17:10.957125028Z,01HNDBAQPHNEHQ3R6YPFPTC7FF,2024-01-30T14:17:10.957125028Z,01HNDB3XT775V20QG3EE6AAZMS,2024-01-30T14:17:10.957125028Z,01HNDB3XTRMS2GR15H7G3EFQWY,2024-01-30T14:17:10.957125028Z,01HNDBGZQNAHFTV134P11N9QR2,2024-01-30T14:17:10.957125028Z,,,,
01HNDBP9HGS4E2XE26Q1WS47HD,01HNDBGZTPB22ZQ91DSVFGP4KJ,2024-01-30T14:17:10.960701714Z,01HNDBBME8F3NXXY2M7B4SV0DT,2024-01-30T14:17:10.960701714Z,01HNDB3XT775V20QG3EE6AAZMS,2024-01-30T14:17:10.960701714Z,01HNDB3XTRMS2GR15H7G3EFQWY,2024-01-30T14:17:10.960701714Z,01HNDBGZQNAHFTV134P11N9QR2,2024-01-30T14:17:10.960701714Z,,,,
01HNDBPDPXBX259R44FF2KPH74,01HNDBFZM097NQTBT8A45VCEV4,2024-01-30T14:17:15.22943528Z,01HNDBB7TV21JG5MZYX6KNMBHP,2024-01-30T14:17:15.22943528Z,01HNDB3WB30T3HSXFKYVFDZJVJ,2024-01-30T14:17:15.22943528Z,01HNDB3WBW63N14TZR84GFRT86,2024-01-30T14:17:15.22943528Z,01HNDBFZC4N20JMMF5753Q98ZZ,2024-01-30T14:17:15.22943528Z,30,2024-01-30T14:17:23.785602791Z,true,2024-01-30T14:17:23.794730284Z
01HNDBPDQ1PJXZQAZS9AMDVHJK,01HNDBFZM097NQTBT8A45VCEV4,2024-01-30T14:17:15.234006314Z,01HNDBBWYS0VTT6GTQT00GCCPT,2024-01-30T14:17:15.234006314Z,01HNDB3WB30T3HSXFKYVFDZJVJ,2024-01-30T14:17:15.234006314Z,01HNDB3WBW63N14TZR84GFRT86,2024-01-30T14:17:15.234006314Z,01HNDBFZC4N20JMMF5753Q98ZZ,2024-01-30T14:17:15.234006314Z,0,2024-01-30T14:17:18.039868119Z,true,2024-01-30T14:17:18.044530533Z
01HNDBPDQ5HECHR8QHNF6YPSFH,01HNDBFZM097NQTBT8A45VCEV4,2024-01-30T14:17:15.237513295Z,01HNDBBSTHEXR7JGQ3HQ9KMVE5,2024-01-30T14:17:15.237513295Z,01HNDB3WB30T3HSXFKYVFDZJVJ,2024-01-30T14:17:15.237513295Z,01HNDB3WBW63N14TZR84GFRT86,2024-01-30T14:17:15.237513295Z,01HNDBFZC4N20JMMF5753Q98ZZ,2024-01-30T14:17:15.237513295Z,6,2024-01-30T14:17:20.158070047Z,true,2024-01-30T14:17:20.16191684Z
01HNDBPDQ9G5RQ90A4SCRCXPES,01HNDBFZM097NQTBT8A45VCEV4,2024-01-30T14:17:15.24202845Z,01HNDBBG1ZAHRVJ99AK6GR19QK,2024-01-30T14:17:15.24202845Z,01HNDB3WB30T3HSXFKYVFDZJVJ,2024-01-30T14:17:15.24202845Z,01HNDB3WBW63N14TZR84GFRT86,2024-01-30T14:17:15.24202845Z,01HNDBFZC4N20JMMF5753Q98ZZ,2024-01-30T14:17:15.24202845Z,,,,
01HNDBPGXXW63HN0DD9KJP2KG6,01HNDBMTX836FE0S34J2KC4XY8,2024-01-30T14:17:18.525319799Z,01HNDBCD019267CET8Y7Y0JF9P,2024-01-30T14:17:18.525319799Z,01HNDB3YN9S8XAXV63J7H20C6N,2024-01-30T14:17:18.525319799Z,01HNDB3YNMX1HKK7Y9CH8TNPRX,2024-01-30T14:17:18.525319799Z,01HNDBMTSQFWQSM0B0R9QWQDE7,2024-01-30T14:17:18.525319799Z,,,,
01HNDBPGY0X8VZ9K4VTXJD5FHP,01HNDBMTX836FE0S34J2KC4XY8,2024-01-30T14:17:18.529062812Z,01HNDBHSPD837TQ0D3KRR22DPW,2024-01-30T14:17:18.529062812Z,01HNDB3YN9S8XAXV63J7H20C6N,2024-01-30T14:17:18.529062812Z,01HNDB3YNMX1HKK7Y9CH8TNPRX,2024-01-30T14:17:18.529062812Z,01HNDBMTSQFWQSM0B0R9QWQDE7,2024-01-30T14:17:18.529062812Z,,,,
01HNDBPGY8WVNNSF96HZVCPXH2,01HNDBMTX836FE0S34J2KC4XY8,2024-01-30T14:17:18.536727661Z,01HNDBG92VDATT7SWBKPYW2WHG,2024-01-30T14:17:18.536727661Z,01HNDB3YN9S8XAXV63J7H20C6N,2024-01-30T14:17:18.536727661Z,01HNDB3YNMX1HKK7Y9CH8TNPRX,2024-01-30T14:17:18.536727661Z,01HNDBMTSQFWQSM0B0R9QWQDE7,2024-01-30T14:17:18.536727661Z,,,,
01HNDBPGYC04H1ZDRA5HW4HA0F,01HNDBMTX836FE0S34J2KC4XY8,2024-01-30T14:17:18.540437867Z,01HNDBFVKXETP6XSS0328XSSZX,2024-01-30T14:17:18.540437867Z,01HNDB3YN9S8XAXV63J7H20C6N,2024-01-30T14:17:18.540437867Z,01HNDB3YNMX1HKK7Y9CH8TNPRX,2024-01-30T14:17:18.540437867Z,01HNDBMTSQFWQSM0B0R9QWQDE7,2024-01-30T14:17:18.540437867Z,,,,
01HNDBPVZE5AAEMK19APGZVRM1,01HNDBK9Y5S1GD5SMF0Q6GJ6AQ,2024-01-30T14:17:29.838609655Z,01HNDBAGPXVHDD8Q8DD9QWREKX,2024-01-30T14:17:29.838609655Z,01HNDB3YAA8GPV8TCY2YPC4DSG,2024-01-30T14:17:29.838609655Z,01HNDB3YANKKRNDPCBT2V4525A,2024-01-30T14:17:29.838609655Z,01HNDBK9RFG9QSQ9K2VC59JA0B,2024-01-30T14:17:29.838609655Z,100,2024-01-30T14:17:33.098544477Z,true,2024-01-30T14:17:33.10580073Z
01HNDBPVZJZR76ZKQA98PT6D59,01HNDBK9Y5S1GD5SMF0Q6GJ6AQ,2024-01-30T14:17:29.842831737Z,01HNDBFYR4Q7MYWPK871SG19VG,2024-01-30T14:17:29.842831737Z,01HNDB3YAA8GPV8TCY2YPC4DSG,2024-01-30T14:17:29.842831737Z,01HNDB3YANKKRNDPCBT2V4525A,2024-01-30T14:17:29.842831737Z,01HNDBK9RFG9QSQ9K2VC59JA0B,2024-01-30T14:17:29.842831737Z,55,2024-01-30T14:17:40.905630197Z,true,2024-01-30T14:17:40.910186341Z
01HNDBPVZTK1KTPNVPRQAJFPC6,01HNDBK9Y5S1GD5SMF0Q6GJ6AQ,2024-01-30T14:17:29.850929433Z,01HNDBH1M5RF2PHCF6A4NC45AY,2024-01-30T14:17:29.850929433Z,01HNDB3YAA8GPV8TCY2YPC4DSG,2024-01-30T14:17:29.850929433Z,01HNDB3YANKKRNDPCBT2V4525A,2024-01-30T14:17:29.850929433Z,01HNDBK9RFG9QSQ9K2VC59JA0B,2024-01-30T14:17:29.850929433Z,20,2024-01-30T14:17:36.071380537Z,true,2024-01-30T14:17:36.076245212Z
01HNDBPVZZZXCECDR2R5TKRQ1P,01HNDBK9Y5S1GD5SMF0Q6GJ6AQ,2024-01-30T14:17:29.855394604Z,01HNDBFQ2NSDNG91PTXRCWABTX,2024-01-30T14:17:29.855394604Z,01HNDB3YAA8GPV8TCY2YPC4DSG,2024-01-30T14:17:29.855394604Z,01HNDB3YANKKRNDPCBT2V4525A,2024-01-30T14:17:29.855394604Z,01HNDBK9RFG9QSQ9K2VC59JA0B,2024-01-30T14:17:29.855394604Z,40,2024-01-30T14:17:35.181214648Z,true,2024-01-30T14:17:35.176033132Z
01HNDBPXK2EJYHPC5YW95XP4SR,01HNDBJ9HHNNRKY2MMEZP6FJSP,2024-01-30T14:17:31.490944831Z,01HNDB8DKC7YKQ41FZ9DH396HC,2024-01-30T14:17:31.490944831Z,01HNDB3Y5567ZKBSA8QGT8SQRB,2024-01-30T14:17:31.490944831Z,01HNDB3Y5HJFMF97DC9SHA61FR,2024-01-30T14:17:31.490944831Z,01HNDBJ9DXKXHS2ZZ3X9JPW4X3,2024-01-30T14:17:31.490944831Z,33,2024-01-30T14:17:36.57269519Z,true,2024-01-30T14:17:36.581618982Z
01HNDBPXKBCVV9PFM3EB8G4FRS,01HNDBJ9HHNNRKY2MMEZP6FJSP,2024-01-30T14:17:31.49918499Z,01HNDBD43NQD1VTEW7CAEAKF64,2024-01-30T14:17:31.49918499Z,01HNDB3Y5567ZKBSA8QGT8SQRB,2024-01-30T14:17:31.49918499Z,01HNDB3Y5HJFMF97DC9SHA61FR,2024-01-30T14:17:31.49918499Z,01HNDBJ9DXKXHS2ZZ3X9JPW4X3,2024-01-30T14:17:31.49918499Z,30,2024-01-30T14:17:48.949482052Z,true,2024-01-30T14:17:48.95430724Z
01HNDBPXKK5T2580CSN8NMM837,01HNDBJ9HHNNRKY2MMEZP6FJSP,2024-01-30T14:17:31.507136621Z,01HNDBENSKN9N915TZJKJ9QHS9,2024-01-30T14:17:31.507136621Z,01HNDB3Y5567ZKBSA8QGT8SQRB,2024-01-30T14:17:31.507136621Z,01HNDB3Y5HJFMF97DC9SHA61FR,2024-01-30T14:17:31.507136621Z,01HNDBJ9DXKXHS2ZZ3X9JPW4X3,2024-01-30T14:17:31.507136621Z,12,2024-01-30T14:17:40.355517627Z,true,2024-01-30T14:17:40.364842104Z
01HNDBPXKQ5M2F6ZTHNEXRV28V,01HNDBJ9HHNNRKY2MMEZP6FJSP,2024-01-30T14:17:31.511350623Z,01HNDBBMJ5MQPXS1WKQM1C9ARZ,2024-01-30T14:17:31.511350623Z,01HNDB3Y5567ZKBSA8QGT8SQRB,2024-01-30T14:17:31.511350623Z,01HNDB3Y5HJFMF97DC9SHA61FR,2024-01-30T14:17:31.511350623Z,01HNDBJ9DXKXHS2ZZ3X9JPW4X3,2024-01-30T14:17:31.511350623Z,25,2024-01-30T14:17:51.455522984Z,true,2024-01-30T14:17:51.461449209Z
01HNDBPXKVN7B099BMSGS13CH3,01HNDBPX41TNYGT0NE0HSDTHX0,2024-01-30T14:17:31.515201275Z,01HNDBGMHBJ0NDWNMTJ9DEGBVY,2024-01-30T14:17:31.515201275Z,01HNDB5A6AJ09E68SSNGTD4HAC,2024-01-30T14:17:31.515201275Z,01HNDB5A6RNP5V4NQ3PFM6P99T,2024-01-30T14:17:31.515201275Z,01HNDBPWX4C4XA0Y4H5SYTK1NT,2024-01-30T14:17:31.515201275Z,,,,
01HNDBPXKZD5SYT2J11XVEW9PB,01HNDBPX41TNYGT0NE0HSDTHX0,2024-01-30T14:17:31.51991596Z,01HNDBHAQHE0B2A25KACRJK2ET,2024-01-30T14:17:31.51991596Z,01HNDB5A6AJ09E68SSNGTD4HAC,2024-01-30T14:17:31.51991596Z,01HNDB5A6RNP5V4NQ3PFM6P99T,2024-01-30T14:17:31.51991596Z,01HNDBPWX4C4XA0Y4H5SYTK1NT,2024-01-30T14:17:31.51991596Z,,,,
01HNDBPXM8M7GQ74ZGGWR6NKTZ,01HNDBPX41TNYGT0NE0HSDTHX0,2024-01-30T14:17:31.528791033Z,01HNDBGXHXVYG2NE4ED713P856,2024-01-30T14:17:31.528791033Z,01HNDB5A6AJ09E68SSNGTD4HAC,2024-01-30T14:17:31.528791033Z,01HNDB5A6RNP5V4NQ3PFM6P99T,2024-01-30T14:17:31.528791033Z,01HNDBPWX4C4XA0Y4H5SYTK1NT,2024-01-30T14:17:31.528791033Z,,,,
01HNDBPXMDAMPJK8HNPKGVY7EJ,01HNDBPX41TNYGT0NE0HSDTHX0,2024-01-30T14:17:31.533320654Z,01HNDBJXHCV0MJ9YPX84Q9A2DK,2024-01-30T14:17:31.533320654Z,01HNDB5A6AJ09E68SSNGTD4HAC,2024-01-30T14:17:31.533320654Z,01HNDB5A6RNP5V4NQ3PFM6P99T,2024-01-30T14:17:31.533320654Z,01HNDBPWX4C4XA0Y4H5SYTK1NT,2024-01-30T14:17:31.533320654Z,,,,
01HNDBPZNWR0A6K6FKGFBMNY55,01HNDBM6WPYFE44HF2Q5QZVBJF,2024-01-30T14:17:33.628688247Z,01HNDBCJ6GRCGEGK2EJ79V35P4,2024-01-30T14:17:33.628688247Z,01HNDB3YG3XEJMGM60GYJ06B6A,2024-01-30T14:17:33.628688247Z,01HNDB3YGFB8FF1TK5AXM5CHHA,2024-01-30T14:17:33.628688247Z,01HNDBM6SMWQ9PJ9XP82P4DN9R,2024-01-30T14:17:33.628688247Z,20,2024-01-30T14:18:03.737021062Z,true,2024-01-30T14:18:03.729796409Z
01HNDBPZP1RWWXTCAB02R0J6CD,01HNDBM6WPYFE44HF2Q5QZVBJF,2024-01-30T14:17:33.633698156Z,01HNDBEP3WFCX7R6WHMFHDRYSM,2024-01-30T14:17:33.633698156Z,01HNDB3YG3XEJMGM60GYJ06B6A,2024-01-30T14:17:33.633698156Z,01HNDB3YGFB8FF1TK5AXM5CHHA,2024-01-30T14:17:33.633698156Z,01HNDBM6SMWQ9PJ9XP82P4DN9R,2024-01-30T14:17:33.633698156Z,70,2024-01-30T14:17:47.149426236Z,true,2024-01-30T14:17:47.158909426Z
01HNDBPZP7KRPEQ4BJ7S4AD270,01HNDBM6WPYFE44HF2Q5QZVBJF,2024-01-30T14:17:33.639441276Z,01HNDBEQK83YZFEJPEBNH852TR,2024-01-30T14:17:33.639441276Z,01HNDB3YG3XEJMGM60GYJ06B6A,2024-01-30T14:17:33.639441276Z,01HNDB3YGFB8FF1TK5AXM5CHHA,2024-01-30T14:17:33.639441276Z,01HNDBM6SMWQ9PJ9XP82P4DN9R,2024-01-30T14:17:33.639441276Z,20,2024-01-30T14:17:47.969395303Z,true,2024-01-30T14:17:47.974061436Z
01HNDBPZPEAJ515F4SZFJEB5C4,01HNDBM6WPYFE44HF2Q5QZVBJF,2024-01-30T14:17:33.647032665Z,01HNDBEEEAF8V4SJH5CHGEXJBT,2024-01-30T14:17:33.647032665Z,01HNDB3YG3XEJMGM60GYJ06B6A,2024-01-30T14:17:33.647032665Z,01HNDB3YGFB8FF1TK5AXM5CHHA,2024-01-30T14:17:33.647032665Z,01HNDBM6SMWQ9PJ9XP82P4DN9R,2024-01-30T14:17:33.647032665Z,63,2024-01-30T14:18:03.424346126Z,true,2024-01-30T14:18:03.430356475Z
01HNDBQ10VVZ8BD96P0NSHQ701,01HNDBP30C41HZ5NRB9EXTX0RM,2024-01-30T14:17:35.00317019Z,01HNDBF1349KYBX385BFQ22W7D,2024-01-30T14:17:35.00317019Z,01HNDB3YTFQ2CN641FXXKRYXGD,2024-01-30T14:17:35.00317019Z,01HNDB3YTVNQJMVF73FJ0MQQNQ,2024-01-30T14:17:35.00317019Z,01HNDBP2TT86FS9PZYACH9ECMZ,2024-01-30T14:17:35.00317019Z,0,2024-01-30T14:17:45.287488829Z,true,2024-01-30T14:17:45.300682062Z
01HNDBQ10ZSM78X9ET922HA5SV,01HNDBP30C41HZ5NRB9EXTX0RM,2024-01-30T14:17:35.00779232Z,01HNDBFQHCNC1XTGNDM3F95FTE,2024-01-30T14:17:35.00779232Z,01HNDB3YTFQ2CN641FXXKRYXGD,2024-01-30T14:17:35.00779232Z,01HNDB3YTVNQJMVF73FJ0MQQNQ,2024-01-30T14:17:35.00779232Z,01HNDBP2TT86FS9PZYACH9ECMZ,2024-01-30T14:17:35.00779232Z,42,2024-01-30T14:18:01.202543774Z,true,2024-01-30T14:18:01.218768886Z
01HNDBQ1165QDWXFG7KMB8680Q,01HNDBP30C41HZ5NRB9EXTX0RM,2024-01-30T14:17:35.014977624Z,01HNDBG06TSBE6VPGHKSWPT4EY,2024-01-30T14:17:35.014977624Z,01HNDB3YTFQ2CN641FXXKRYXGD,2024-01-30T14:17:35.014977624Z,01HNDB3YTVNQJMVF73FJ0MQQNQ,2024-01-30T14:17:35.014977624Z,01HNDBP2TT86FS9PZYACH9ECMZ,2024-01-30T14:17:35.014977624Z,40,2024-01-30T14:17:53.917383203Z,true,2024-01-30T14:17:53.922258668Z
01HNDBQ11C0MP8D125WBZ5PXMH,01HNDBP30C41HZ5NRB9EXTX0RM,2024-01-30T14:17:35.020419332Z,01HNDBFRV0W5D13VPEN764RBKE,2024-01-30T14:17:35.020419332Z,01HNDB3YTFQ2CN641FXXKRYXGD,2024-01-30T14:17:35.020419332Z,01HNDB3YTVNQJMVF73FJ0MQQNQ,2024-01-30T14:17:35.020419332Z,01HNDBP2TT86FS9PZYACH9ECMZ,2024-01-30T14:17:35.020419332Z,0,2024-01-30T14:17:42.089704172Z,true,2024-01-30T14:17:42.09489516Z
01HNDBQ6YK0P2VHBR9SP0Z568J,01HNDBKA0QV0JT1XX1FRAAEV58,2024-01-30T14:17:41.075897064Z,01HNDBAGPXVHDD8Q8DD9QWREKX,2024-01-30T14:17:41.075897064Z,01HNDB3YAA8GPV8TCY2YPC4DSG,2024-01-30T14:17:41.075897064Z,01HNDB3YANKKRNDPCBT2V4525A,2024-01-30T14:17:41.075897064Z,01HNDBK9RJN4H637G8PPDYADSW,2024-01-30T14:17:41.075897064Z,,,,
