id,chat,chatLastChangedAt,groupID,groupIDLastChangedAt,stageID,stageIDLastChangedAt,ended,endedLastChangedAt,roundIndex,roundIndexLastChangedAt,status,statusLastChangedAt,endedReason,endedReasonLastChangedAt,start,startLastChangedAt,messages,messagesLastChangedAt,treatment,treatmentLastChangedAt,treatmentName,treatmentNameLastChangedAt,batchID,batchIDLastChangedAt
01HWDP39MDQ4EJ18DDSHEFDB0S,"{""text"":""5 squirrels 1 rabbit"",""likes"":{},""time"":1714152196074,""round"":5,""recipient"":""01HWDPFSB24HBGGCPWC4Z908SA"",""sender"":{""id"":""01HWDPGN7MDBHRD24V3VKPFTWY"",""name"":""player 4""}}",2024-04-26T17:23:09.784744064Z,01HWDP39N0JDMC0F2THKY3EXY2,2024-04-26T17:08:55.589888317Z,,2024-04-26T17:28:47.479604275Z,true,2024-04-26T17:28:47.479604275Z,11,2024-04-26T17:19:32.871502101Z,ended,2024-04-26T17:28:47.503512435Z,end of game,2024-04-26T17:28:47.503512435Z,true,2024-04-26T17:19:32.77059899Z,"[{""text"":""5 squirrels 1 rabbit"",""likes"":{},""time"":1714151995847,""round"":1,""recipient"":""01HWDPE8AYQPY2SM83HVFFP96X"",""sender"":{""id"":""01HWDPGN7MDBHRD24V3VKPFTWY"",""name"":""player 4""}},{""text"":""2 squirrels 1 rabbit"",""likes"":{},""time"":1714151978538,""round"":1,""recipient"":""01HWDPGN7MDBHRD24V3VKPFTWY"",""sender"":{""id"":""01HWDPE8AYQPY2SM83HVFFP96X"",""name"":""player 2""}},{""text"":""I see two rabbits and 4 squirrels"",""likes"":{},""time"":1714151992856,""round"":1,""recipient"":""01HWDP9V69T71HA415X8044TBK"",""sender"":{""id"":""01HWDPFSB24HBGGCPWC4Z908SA"",""name"":""player 3""}},{""text"":""i see 3 squirrels and 2 rabbits"",""likes"":{},""time"":1714152001898,""round"":1,""recipient"":""01HWDPFSB24HBGGCPWC4Z908SA"",""sender"":{""id"":""01HWDP9V69T71HA415X8044TBK"",""name"":""player 1""}},{""text"":""2 rabbits, 4 squirrels"",""likes"":{},""time"":1714152045226,""round"":2,""recipient"":""01HWDPE8AYQPY2SM83HVFFP96X"",""sender"":{""id"":""01HWDPFSB24HBGGCPWC4Z908SA"",""name"":""player 3""}},{""text"":""2 squirrels 1 rabbit"",""likes"":{},""time"":1714152034423,""round"":2,""recipient"":""01HWDP9V69T71HA415X8044TBK"",""sender"":{""id"":""01HWDPE8AYQPY2SM83HVFFP96X"",""name"":""player 2""}},{""text"":""i see 3 squirrels and 2 rabbits"",""likes"":{},""time"":1714152047443,""round"":2,""recipient"":""01HWDPGN7MDBHRD24V3VKPFTWY"",""sender"":{""id"":""01HWDP9V69T71HA415X8044TBK"",""name"":""player 1""}},{""text"":""5 squirrels 1 rabbit"",""likes"":{},""time"":1714152054876,""round"":2,""recipient"":""01HWDPFSB24HBGGCPWC4Z908SA"",""sender"":{""id"":""01HWDPGN7MDBHRD24V3VKPFTWY"",""name"":""player 4""}},{""text"":""3 squirrels 2 rabbits"",""likes"":{},""time"":1714152096418,""round"":3,""recipient"":""01HWDPE8AYQPY2SM83HVFFP96X"",""sender"":{""id"":""01HWDP9V69T71HA415X8044TBK"",""name"":""player 1""}},{""text"":""2 squirels 1 rabbit"",""likes"":{},""time"":1714152088035,""round"":3,""recipient"":""01HWDPFSB24HBGGCPWC4Z908SA"",""sender"":{""id"":""01HWDPE8AYQPY2SM83HVFFP96X"",""name"":""player 2""}},{""text"":""2 rabbits, 4 squirrels"",""likes"":{},""time"":1714152101687,""round"":3,""recipient"":""01HWDPGN7MDBHRD24V3VKPFTWY"",""sender"":{""id"":""01HWDPFSB24HBGGCPWC4Z908SA"",""name"":""player 3""}},{""text"":""5 squirrels 1 rabbit"",""likes"":{},""time"":1714152108726,""round"":3,""recipient"":""01HWDP9V69T71HA415X8044TBK"",""sender"":{""id"":""01HWDPGN7MDBHRD24V3VKPFTWY"",""name"":""player 4""}},{""text"":""3 squirrels 2 rabbits"",""likes"":{},""time"":1714152141135,""round"":4,""recipient"":""01HWDPFSB24HBGGCPWC4Z908SA"",""sender"":{""id"":""01HWDP9V69T71HA415X8044TBK"",""name"":""player 1""}},{""text"":""2 rabbits again, 4 squirrels, again"",""likes"":{},""time"":1714152143683,""round"":4,""recipient"":""01HWDP9V69T71HA415X8044TBK"",""sender"":{""id"":""01HWDPFSB24HBGGCPWC4Z908SA"",""name"":""player 3""}},{""text"":""5 squirrels 1 rabbit"",""likes"":{},""time"":1714152152577,""round"":4,""recipient"":""01HWDPE8AYQPY2SM83HVFFP96X"",""sender"":{""id"":""01HWDPGN7MDBHRD24V3VKPFTWY"",""name"":""player 4""}},{""text"":""2 sqerils 1 rabbit"",""likes"":{},""time"":1714152137313,""round"":4,""recipient"":""01HWDPGN7MDBHRD24V3VKPFTWY"",""sender"":{""id"":""01HWDPE8AYQPY2SM83HVFFP96X"",""name"":""player 2""}},{""text"":""3 squirrels 2 rabbits"",""likes"":{},""time"":1714152183139,""round"":5,""recipient"":""01HWDPGN7MDBHRD24V3VKPFTWY"",""sender"":{""id"":""01HWDP9V69T71HA415X8044TBK"",""name"":""player 1""}},{""text"":""2 rabbits 4 squirrels"",""likes"":{},""time"":1714152185414,""round"":5,""recipient"":""01HWDPE8AYQPY2SM83HVFFP96X"",""sender"":{""id"":""01HWDPFSB24HBGGCPWC4Z908SA"",""name"":""player 3""}},{""text"":""2 squirrels 1 rabbit"",""likes"":{},""time"":1714152175802,""round"":5,""recipient"":""01HWDP9V69T71HA415X8044TBK"",""sender"":{""id"":""01HWDPE8AYQPY2SM83HVFFP96X"",""name"":""player 2""}},{""text"":""5 squirrels 1 rabbit"",""likes"":{},""time"":1714152196074,""round"":5,""recipient"":""01HWDPFSB24HBGGCPWC4Z908SA"",""sender"":{""id"":""01HWDPGN7MDBHRD24V3VKPFTWY"",""name"":""player 4""}},{""text"":""what is going on? I keep getting the same amounts..."",""likes"":{},""time"":1714152202550,""round"":5,""recipient"":""01HWDPE8AYQPY2SM83HVFFP96X"",""sender"":{""id"":""01HWDPFSB24HBGGCPWC4Z908SA"",""name"":""player 3""}},{""text"":""2 rabbits, 4 squirrels"",""likes"":{},""time"":1714152230340,""round"":6,""recipient"":""01HWDPGN7MDBHRD24V3VKPFTWY"",""sender"":{""id"":""01HWDPFSB24HBGGCPWC4Z908SA"",""name"":""player 3""}},{""text"":""3 squirrels 2 rabbits"",""likes"":{},""time"":1714152229655,""round"":6,""recipient"":""01HWDPE8AYQPY2SM83HVFFP96X"",""sender"":{""id"":""01HWDP9V69T71HA415X8044TBK"",""name"":""player 1""}},{""text"":""2 squirrels 1 rabbit"",""likes"":{},""time"":1714152219800,""round"":6,""recipient"":""01HWDPFSB24HBGGCPWC4Z908SA"",""sender"":{""id"":""01HWDPE8AYQPY2SM83HVFFP96X"",""name"":""player 2""}},{""text"":""5 squirels 1 rabbit"",""likes"":{},""time"":1714152244943,""round"":6,""recipient"":""01HWDP9V69T71HA415X8044TBK"",""sender"":{""id"":""01HWDPGN7MDBHRD24V3VKPFTWY"",""name"":""player 4""}},{""text"":""3 squirrels 2 rabbits"",""likes"":{},""time"":1714152276652,""round"":7,""recipient"":""01HWDPFSB24HBGGCPWC4Z908SA"",""sender"":{""id"":""01HWDP9V69T71HA415X8044TBK"",""name"":""player 1""}},{""text"":""5 squirrels 1 rabbit"",""likes"":{},""time"":1714152286481,""round"":7,""recipient"":""01HWDPE8AYQPY2SM83HVFFP96X"",""sender"":{""id"":""01HWDPGN7MDBHRD24V3VKPFTWY"",""name"":""player 4""}},{""text"":""2 rabbits, 4 squirrels"",""likes"":{},""time"":1714152283790,""round"":7,""recipient"":""01HWDP9V69T71HA415X8044TBK"",""sender"":{""id"":""01HWDPFSB24HBGGCPWC4Z908SA"",""name"":""player 3""}},{""text"":""2 squirrels 1 rabbit"",""likes"":{},""time"":1714152273324,""round"":7,""recipient"":""01HWDPGN7MDBHRD24V3VKPFTWY"",""sender"":{""id"":""01HWDPE8AYQPY2SM83HVFFP96X"",""name"":""player 2""}},{""text"":""2 squirrels 1 rabbit"",""likes"":{},""time"":1714152307650,""round"":8,""recipient"":""01HWDP9V69T71HA415X8044TBK"",""sender"":{""id"":""01HWDPE8AYQPY2SM83HVFFP96X"",""name"":""player 2""}},{""text"":""3 squirrels 2 rabbits"",""likes"":{},""time"":1714152322238,""round"":8,""recipient"":""01HWDPGN7MDBHRD24V3VKPFTWY"",""sender"":{""id"":""01HWDP9V69T71HA415X8044TBK"",""name"":""player 1""}},{""text"":""5 squirrels 1 rabbit"",""likes"":{},""time"":1714152331425,""round"":8,""recipient"":""01HWDPFSB24HBGGCPWC4Z908SA"",""sender"":{""id"":""01HWDPGN7MDBHRD24V3VKPFTWY"",""name"":""player 4""}},{""text"":""2 rabbits, 4 squirrels"",""likes"":{},""time"":1714152327115,""round"":8,""recipient"":""01HWDPE8AYQPY2SM83HVFFP96X"",""sender"":{""id"":""01HWDPFSB24HBGGCPWC4Z908SA"",""name"":""player 3""}},{""text"":""2 squirrels 1 rabbit"",""likes"":{},""time"":1714152352525,""round"":9,""recipient"":""01HWDPFSB24HBGGCPWC4Z908SA"",""sender"":{""id"":""01HWDPE8AYQPY2SM83HVFFP96X"",""name"":""player 2""}},{""text"":""3 squirrels 2 rabbits"",""likes"":{},""time"":1714152365571,""round"":9,""recipient"":""01HWDPE8AYQPY2SM83HVFFP96X"",""sender"":{""id"":""01HWDP9V69T71HA415X8044TBK"",""name"":""player 1""}},{""text"":""2 rabbits and 4 squirrels"",""likes"":{},""time"":1714152366853,""round"":9,""recipient"":""01HWDPGN7MDBHRD24V3VKPFTWY"",""sender"":{""id"":""01HWDPFSB24HBGGCPWC4Z908SA"",""name"":""player 3""}},{""text"":""5 squirrels 1 rabbit"",""likes"":{},""time"":1714152376144,""round"":9,""recipient"":""01HWDP9V69T71HA415X8044TBK"",""sender"":{""id"":""01HWDPGN7MDBHRD24V3VKPFTWY"",""name"":""player 4""}},{""text"":""3 squirrels 2 rabbits"",""likes"":{},""time"":1714152407531,""round"":10,""recipient"":""01HWDPFSB24HBGGCPWC4Z908SA"",""sender"":{""id"":""01HWDP9V69T71HA415X8044TBK"",""name"":""player 1""}},{""text"":""2 squirrels 1 rabbit"",""likes"":{},""time"":1714152396518,""round"":10,""recipient"":""01HWDPGN7MDBHRD24V3VKPFTWY"",""sender"":{""id"":""01HWDPE8AYQPY2SM83HVFFP96X"",""name"":""player 2""}},{""text"":""2 rabbits and 4 squirrels"",""likes"":{},""time"":1714152409103,""round"":10,""recipient"":""01HWDP9V69T71HA415X8044TBK"",""sender"":{""id"":""01HWDPFSB24HBGGCPWC4Z908SA"",""name"":""player 3""}},{""text"":""5 squirrsls 1 rabbit"",""likes"":{},""time"":1714152422465,""round"":10,""recipient"":""01HWDPE8AYQPY2SM83HVFFP96X"",""sender"":{""id"":""01HWDPGN7MDBHRD24V3VKPFTWY"",""name"":""player 4""}},{""text"":""3 squirrels 2 rabbits"",""likes"":{},""time"":1714152450319,""round"":11,""recipient"":""01HWDPGN7MDBHRD24V3VKPFTWY"",""sender"":{""id"":""01HWDP9V69T71HA415X8044TBK"",""name"":""player 1""}},{""text"":""2 rabbits, 4 squirrels"",""likes"":{},""time"":1714152451136,""round"":11,""recipient"":""01HWDPE8AYQPY2SM83HVFFP96X"",""sender"":{""id"":""01HWDPFSB24HBGGCPWC4Z908SA"",""name"":""player 3""}},{""text"":""2 squirrels 1 rabbit"",""likes"":{},""time"":1714152439851,""round"":11,""recipient"":""01HWDP9V69T71HA415X8044TBK"",""sender"":{""id"":""01HWDPE8AYQPY2SM83HVFFP96X"",""name"":""player 2""}},{""text"":""5 squirrels 1 rabbit"",""likes"":{},""time"":1714152460388,""round"":11,""recipient"":""01HWDPFSB24HBGGCPWC4Z908SA"",""sender"":{""id"":""01HWDPGN7MDBHRD24V3VKPFTWY"",""name"":""player 4""}},{""text"":""2 squirrels 1 rabbit"",""likes"":{},""time"":1714152478492,""round"":12,""recipient"":""01HWDPFSB24HBGGCPWC4Z908SA"",""sender"":{""id"":""01HWDPE8AYQPY2SM83HVFFP96X"",""name"":""player 2""}},{""text"":""2 rabbits 4 squirrels"",""likes"":{},""time"":1714152491498,""round"":12,""recipient"":""01HWDPGN7MDBHRD24V3VKPFTWY"",""sender"":{""id"":""01HWDPFSB24HBGGCPWC4Z908SA"",""name"":""player 3""}},{""text"":""3 squirrels 2 rabbits"",""likes"":{},""time"":1714152491778,""round"":12,""recipient"":""01HWDPE8AYQPY2SM83HVFFP96X"",""sender"":{""id"":""01HWDP9V69T71HA415X8044TBK"",""name"":""player 1""}},{""text"":""5 squirrels 1 rabbit"",""likes"":{},""time"":1714152513419,""round"":12,""recipient"":""01HWDP9V69T71HA415X8044TBK"",""sender"":{""id"":""01HWDPGN7MDBHRD24V3VKPFTWY"",""name"":""player 4""}}]",2024-04-26T17:28:27.14779383Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-26T17:08:55.565138842Z,rerun-interactive-0.3,2024-04-26T17:08:55.565138842Z,01HWDP39KSCCM7MPGXPHST1Z9T,2024-04-26T17:08:55.565138842Z
01HWDP3DTG6NCKJ6WWN5MS9JFY,"{""text"":""i squirrel one rabbit"",""likes"":{},""time"":1714152602138,""round"":8,""recipient"":""01HWDPJTZD33DHCRYYMJNAF1WW"",""sender"":{""id"":""01HWDPMJXT0DSFHR062ZN357Q1"",""name"":""player 2""}}",2024-04-26T17:30:02.222510074Z,01HWDP3DTSA6VFPM1ZNW3YXKXW,2024-04-26T17:08:59.869016817Z,,2024-04-26T17:33:51.043670999Z,true,2024-04-26T17:33:51.043670999Z,11,2024-04-26T17:23:06.522816079Z,ended,2024-04-26T17:33:51.063104811Z,end of game,2024-04-26T17:33:51.063104811Z,true,2024-04-26T17:23:06.435788254Z,"[{""text"":""2 chipmunks"",""likes"":{},""time"":1714152196782,""round"":1,""recipient"":""01HWDPMJXT0DSFHR062ZN357Q1"",""sender"":{""id"":""01HWDPSGQWRP9NBEQ3DQX4ZZWW"",""name"":""player 4""}},{""text"":""6 squirrels 3 rabbits"",""likes"":{},""time"":1714152198700,""round"":1,""recipient"":""01HWDPJTZD33DHCRYYMJNAF1WW"",""sender"":{""id"":""01HWDPRJVW83N44JFVSA3J5HTY"",""name"":""player 3""}},{""text"":""there are 5 squirrels and 2 rabbits"",""likes"":{},""time"":1714152201350,""round"":1,""recipient"":""01HWDPRJVW83N44JFVSA3J5HTY"",""sender"":{""id"":""01HWDPJTZD33DHCRYYMJNAF1WW"",""name"":""player 1""}},{""text"":""out my window I can see one rabbit and one squirrel"",""likes"":{},""time"":1714152216254,""round"":1,""recipient"":""01HWDPSGQWRP9NBEQ3DQX4ZZWW"",""sender"":{""id"":""01HWDPMJXT0DSFHR062ZN357Q1"",""name"":""player 2""}},{""text"":""6 squirrels 3 rabbits"",""likes"":{},""time"":1714152254892,""round"":2,""recipient"":""01HWDPMJXT0DSFHR062ZN357Q1"",""sender"":{""id"":""01HWDPRJVW83N44JFVSA3J5HTY"",""name"":""player 3""}},{""text"":""5 squirrels, 2 rabbits"",""likes"":{},""time"":1714152253451,""round"":2,""recipient"":""01HWDPSGQWRP9NBEQ3DQX4ZZWW"",""sender"":{""id"":""01HWDPJTZD33DHCRYYMJNAF1WW"",""name"":""player 1""}},{""text"":""2 squirrels"",""likes"":{},""time"":1714152266416,""round"":2,""recipient"":""01HWDPRJVW83N44JFVSA3J5HTY"",""sender"":{""id"":""01HWDPSGQWRP9NBEQ3DQX4ZZWW"",""name"":""player 4""}},{""text"":""I can still only see one squirrel and one rabbit"",""likes"":{},""time"":1714152271160,""round"":2,""recipient"":""01HWDPJTZD33DHCRYYMJNAF1WW"",""sender"":{""id"":""01HWDPMJXT0DSFHR062ZN357Q1"",""name"":""player 2""}},{""text"":""how many rabbitd"",""likes"":{},""time"":1714152276082,""round"":2,""recipient"":""01HWDPMJXT0DSFHR062ZN357Q1"",""sender"":{""id"":""01HWDPRJVW83N44JFVSA3J5HTY"",""name"":""player 3""}},{""text"":""5 squirrels, 2 rabbits"",""likes"":{},""time"":1714152304682,""round"":3,""recipient"":""01HWDPMJXT0DSFHR062ZN357Q1"",""sender"":{""id"":""01HWDPJTZD33DHCRYYMJNAF1WW"",""name"":""player 1""}},{""text"":""6 squirrels 3 rabbits"",""likes"":{},""time"":1714152317531,""round"":3,""recipient"":""01HWDPSGQWRP9NBEQ3DQX4ZZWW"",""sender"":{""id"":""01HWDPRJVW83N44JFVSA3J5HTY"",""name"":""player 3""}},{""text"":""oh I only have one of each"",""likes"":{},""time"":1714152323936,""round"":3,""recipient"":""01HWDPRJVW83N44JFVSA3J5HTY"",""sender"":{""id"":""01HWDPMJXT0DSFHR062ZN357Q1"",""name"":""player 2""}},{""text"":""2 squirrels"",""likes"":{},""time"":1714152331279,""round"":3,""recipient"":""01HWDPJTZD33DHCRYYMJNAF1WW"",""sender"":{""id"":""01HWDPSGQWRP9NBEQ3DQX4ZZWW"",""name"":""player 4""}},{""text"":""2 squirrels"",""likes"":{},""time"":1714152366798,""round"":4,""recipient"":""01HWDPMJXT0DSFHR062ZN357Q1"",""sender"":{""id"":""01HWDPSGQWRP9NBEQ3DQX4ZZWW"",""name"":""player 4""}},{""text"":""5 squirrels, 2 rabbits"",""likes"":{},""time"":1714152365157,""round"":4,""recipient"":""01HWDPRJVW83N44JFVSA3J5HTY"",""sender"":{""id"":""01HWDPJTZD33DHCRYYMJNAF1WW"",""name"":""player 1""}},{""text"":""6 squirrels 3 rabbits"",""likes"":{},""time"":1714152375455,""round"":4,""recipient"":""01HWDPJTZD33DHCRYYMJNAF1WW"",""sender"":{""id"":""01HWDPRJVW83N44JFVSA3J5HTY"",""name"":""player 3""}},{""text"":""2 squirrels"",""likes"":{},""time"":1714152428337,""round"":5,""recipient"":""01HWDPRJVW83N44JFVSA3J5HTY"",""sender"":{""id"":""01HWDPSGQWRP9NBEQ3DQX4ZZWW"",""name"":""player 4""}},{""text"":""5 squirrels, 2 rabbits"",""likes"":{},""time"":1714152425521,""round"":5,""recipient"":""01HWDPSGQWRP9NBEQ3DQX4ZZWW"",""sender"":{""id"":""01HWDPJTZD33DHCRYYMJNAF1WW"",""name"":""player 1""}},{""text"":""6 squirrels 3 rabbits"",""likes"":{},""time"":1714152429793,""round"":5,""recipient"":""01HWDPMJXT0DSFHR062ZN357Q1"",""sender"":{""id"":""01HWDPRJVW83N44JFVSA3J5HTY"",""name"":""player 3""}},{""text"":""only one of each here"",""likes"":{},""time"":1714152449373,""round"":5,""recipient"":""01HWDPJTZD33DHCRYYMJNAF1WW"",""sender"":{""id"":""01HWDPMJXT0DSFHR062ZN357Q1"",""name"":""player 2""}},{""text"":""2 squirrels"",""likes"":{},""time"":1714152486360,""round"":6,""recipient"":""01HWDPJTZD33DHCRYYMJNAF1WW"",""sender"":{""id"":""01HWDPSGQWRP9NBEQ3DQX4ZZWW"",""name"":""player 4""}},{""text"":""5 squirrels, 2 rabbits"",""likes"":{},""time"":1714152483735,""round"":6,""recipient"":""01HWDPMJXT0DSFHR062ZN357Q1"",""sender"":{""id"":""01HWDPJTZD33DHCRYYMJNAF1WW"",""name"":""player 1""}},{""text"":""6 squirrels 3 rabbits"",""likes"":{},""time"":1714152490011,""round"":6,""recipient"":""01HWDPSGQWRP9NBEQ3DQX4ZZWW"",""sender"":{""id"":""01HWDPRJVW83N44JFVSA3J5HTY"",""name"":""player 3""}},{""text"":""one of each for me"",""likes"":{},""time"":1714152495637,""round"":6,""recipient"":""01HWDPRJVW83N44JFVSA3J5HTY"",""sender"":{""id"":""01HWDPMJXT0DSFHR062ZN357Q1"",""name"":""player 2""}},{""text"":""6 squirrels 3 rabbits"",""likes"":{},""time"":1714152538818,""round"":7,""recipient"":""01HWDPJTZD33DHCRYYMJNAF1WW"",""sender"":{""id"":""01HWDPRJVW83N44JFVSA3J5HTY"",""name"":""player 3""}},{""text"":""2 squirrels"",""likes"":{},""time"":1714152541731,""round"":7,""recipient"":""01HWDPMJXT0DSFHR062ZN357Q1"",""sender"":{""id"":""01HWDPSGQWRP9NBEQ3DQX4ZZWW"",""name"":""player 4""}},{""text"":""5 squirrels, 2 rabbits"",""likes"":{},""time"":1714152538094,""round"":7,""recipient"":""01HWDPRJVW83N44JFVSA3J5HTY"",""sender"":{""id"":""01HWDPJTZD33DHCRYYMJNAF1WW"",""name"":""player 1""}},{""text"":""one squirrel one rabbit"",""likes"":{},""time"":1714152551270,""round"":7,""recipient"":""01HWDPSGQWRP9NBEQ3DQX4ZZWW"",""sender"":{""id"":""01HWDPMJXT0DSFHR062ZN357Q1"",""name"":""player 2""}},{""text"":""2 squirrels"",""likes"":{},""time"":1714152591492,""round"":8,""recipient"":""01HWDPRJVW83N44JFVSA3J5HTY"",""sender"":{""id"":""01HWDPSGQWRP9NBEQ3DQX4ZZWW"",""name"":""player 4""}},{""text"":""6 squirrels 3 rabbits"",""likes"":{},""time"":1714152592685,""round"":8,""recipient"":""01HWDPMJXT0DSFHR062ZN357Q1"",""sender"":{""id"":""01HWDPRJVW83N44JFVSA3J5HTY"",""name"":""player 3""}},{""text"":""how many rabbits"",""likes"":{},""time"":1714152598405,""round"":8,""recipient"":""01HWDPMJXT0DSFHR062ZN357Q1"",""sender"":{""id"":""01HWDPRJVW83N44JFVSA3J5HTY"",""name"":""player 3""}},{""text"":""5 squirrels, 2 rabbits"",""likes"":{},""time"":1714152595122,""round"":8,""recipient"":""01HWDPSGQWRP9NBEQ3DQX4ZZWW"",""sender"":{""id"":""01HWDPJTZD33DHCRYYMJNAF1WW"",""name"":""player 1""}},{""text"":""i squirrel one rabbit"",""likes"":{},""time"":1714152602138,""round"":8,""recipient"":""01HWDPJTZD33DHCRYYMJNAF1WW"",""sender"":{""id"":""01HWDPMJXT0DSFHR062ZN357Q1"",""name"":""player 2""}},{""text"":""2 squirrels"",""likes"":{},""time"":1714152645821,""round"":9,""recipient"":""01HWDPJTZD33DHCRYYMJNAF1WW"",""sender"":{""id"":""01HWDPSGQWRP9NBEQ3DQX4ZZWW"",""name"":""player 4""}},{""text"":""5 squirrels, 2 rabbits"",""likes"":{},""time"":1714152643436,""round"":9,""recipient"":""01HWDPMJXT0DSFHR062ZN357Q1"",""sender"":{""id"":""01HWDPJTZD33DHCRYYMJNAF1WW"",""name"":""player 1""}},{""text"":""6 squirrels 3 rabbits"",""likes"":{},""time"":1714152653595,""round"":9,""recipient"":""01HWDPSGQWRP9NBEQ3DQX4ZZWW"",""sender"":{""id"":""01HWDPRJVW83N44JFVSA3J5HTY"",""name"":""player 3""}},{""text"":""one rabbit one squirrel"",""likes"":{},""time"":1714152656317,""round"":9,""recipient"":""01HWDPRJVW83N44JFVSA3J5HTY"",""sender"":{""id"":""01HWDPMJXT0DSFHR062ZN357Q1"",""name"":""player 2""}},{""text"":""2 squirrels"",""likes"":{},""time"":1714152698435,""round"":10,""recipient"":""01HWDPMJXT0DSFHR062ZN357Q1"",""sender"":{""id"":""01HWDPSGQWRP9NBEQ3DQX4ZZWW"",""name"":""player 4""}},{""text"":""5 squirrels, 2 rabbits"",""likes"":{},""time"":1714152701329,""round"":10,""recipient"":""01HWDPRJVW83N44JFVSA3J5HTY"",""sender"":{""id"":""01HWDPJTZD33DHCRYYMJNAF1WW"",""name"":""player 1""}},{""text"":""1 rabbit one squirrel"",""likes"":{},""time"":1714152706188,""round"":10,""recipient"":""01HWDPSGQWRP9NBEQ3DQX4ZZWW"",""sender"":{""id"":""01HWDPMJXT0DSFHR062ZN357Q1"",""name"":""player 2""}},{""text"":""6 squirrels 3 rabbits"",""likes"":{},""time"":1714152709823,""round"":10,""recipient"":""01HWDPJTZD33DHCRYYMJNAF1WW"",""sender"":{""id"":""01HWDPRJVW83N44JFVSA3J5HTY"",""name"":""player 3""}},{""text"":""6 squirrels 3 rabbits"",""likes"":{},""time"":1714152743440,""round"":11,""recipient"":""01HWDPMJXT0DSFHR062ZN357Q1"",""sender"":{""id"":""01HWDPRJVW83N44JFVSA3J5HTY"",""name"":""player 3""}},{""text"":""2 squirrels"",""likes"":{},""time"":1714152745667,""round"":11,""recipient"":""01HWDPRJVW83N44JFVSA3J5HTY"",""sender"":{""id"":""01HWDPSGQWRP9NBEQ3DQX4ZZWW"",""name"":""player 4""}},{""text"":""5 squirrels, 2 rabbits"",""likes"":{},""time"":1714152742206,""round"":11,""recipient"":""01HWDPSGQWRP9NBEQ3DQX4ZZWW"",""sender"":{""id"":""01HWDPJTZD33DHCRYYMJNAF1WW"",""name"":""player 1""}},{""text"":""1 squirrel one rabbit"",""likes"":{},""time"":1714152758955,""round"":11,""recipient"":""01HWDPJTZD33DHCRYYMJNAF1WW"",""sender"":{""id"":""01HWDPMJXT0DSFHR062ZN357Q1"",""name"":""player 2""}},{""text"":""2 squirrels"",""likes"":{},""time"":1714152786031,""round"":12,""recipient"":""01HWDPJTZD33DHCRYYMJNAF1WW"",""sender"":{""id"":""01HWDPSGQWRP9NBEQ3DQX4ZZWW"",""name"":""player 4""}},{""text"":""5 squirrels, 2 rabbits"",""likes"":{},""time"":1714152784213,""round"":12,""recipient"":""01HWDPMJXT0DSFHR062ZN357Q1"",""sender"":{""id"":""01HWDPJTZD33DHCRYYMJNAF1WW"",""name"":""player 1""}},{""text"":""6 squirrels 3 rabbits"",""likes"":{},""time"":1714152790369,""round"":12,""recipient"":""01HWDPSGQWRP9NBEQ3DQX4ZZWW"",""sender"":{""id"":""01HWDPRJVW83N44JFVSA3J5HTY"",""name"":""player 3""}},{""text"":""one of each"",""likes"":{},""time"":1714152793780,""round"":12,""recipient"":""01HWDPRJVW83N44JFVSA3J5HTY"",""sender"":{""id"":""01HWDPMJXT0DSFHR062ZN357Q1"",""name"":""player 2""}}]",2024-04-26T17:33:13.876903467Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-26T17:08:59.856208606Z,rerun-interactive-0.3,2024-04-26T17:08:59.856208606Z,01HWDP3DT4YXBP3DYDVGM7VJGR,2024-04-26T17:08:59.856208606Z
