id,stageIndex,stageIndexLastChangedAt,name,nameLastChangedAt,task,taskLastChangedAt,index,indexLastChangedAt,batchID,batchIDLastChangedAt,start,startLastChangedAt,ended,endedLastChangedAt,idx,idxLastChangedAt,gameID,gameIDLastChangedAt
01HWDRM3DKR1PD79JVSKW8QMV3,2,2024-04-26T17:53:04.289267631Z,Round 6 / 12,2024-04-26T17:53:03.412051747Z,Chat,2024-04-26T17:53:03.412051747Z,5,2024-04-26T17:53:03.412051747Z,01HWDP6FZ8WEF3339XNVV9SQ0E,2024-04-26T17:53:03.412051747Z,true,2024-04-26T17:58:04.914874455Z,true,2024-04-26T17:59:04.495647431Z,6,2024-04-26T17:53:03.412051747Z,01HWDP6FZGX1A489Z2J6FDVCVQ,2024-04-26T17:53:03.412051747Z
01HWDRM3E1EQEM6TKPVNHAX3KR,2,2024-04-26T17:53:04.289267631Z,Round 7 / 12,2024-04-26T17:53:03.425466906Z,Chat,2024-04-26T17:53:03.425466906Z,6,2024-04-26T17:53:03.425466906Z,01HWDP6FZ8WEF3339XNVV9SQ0E,2024-04-26T17:53:03.425466906Z,true,2024-04-26T17:59:04.544856029Z,true,2024-04-26T18:00:03.624385989Z,7,2024-04-26T17:53:03.425466906Z,01HWDP6FZGX1A489Z2J6FDVCVQ,2024-04-26T17:53:03.425466906Z
01HWDRM3EN7A92HC1QY2A44A99,2,2024-04-26T17:53:04.289267631Z,Round 5 / 12,2024-04-26T17:53:03.446371458Z,Chat,2024-04-26T17:53:03.446371458Z,4,2024-04-26T17:53:03.446371458Z,01HWDP6FZ8WEF3339XNVV9SQ0E,2024-04-26T17:53:03.446371458Z,true,2024-04-26T17:57:07.873543467Z,true,2024-04-26T17:58:04.847503429Z,5,2024-04-26T17:53:03.446371458Z,01HWDP6FZGX1A489Z2J6FDVCVQ,2024-04-26T17:53:03.446371458Z
01HWDRM3FMXGNPHDP29DMRYJ52,2,2024-04-26T17:53:04.289267631Z,Round 3 / 12,2024-04-26T17:53:03.476478693Z,Chat,2024-04-26T17:53:03.476478693Z,2,2024-04-26T17:53:03.476478693Z,01HWDP6FZ8WEF3339XNVV9SQ0E,2024-04-26T17:53:03.476478693Z,true,2024-04-26T17:55:03.114101691Z,true,2024-04-26T17:56:06.46417125Z,3,2024-04-26T17:53:03.476478693Z,01HWDP6FZGX1A489Z2J6FDVCVQ,2024-04-26T17:53:03.476478693Z
01HWDRM3G6T8K9N7YCC28NRER3,2,2024-04-26T17:53:04.379867613Z,Round 4 / 12,2024-04-26T17:53:03.494278266Z,Chat,2024-04-26T17:53:03.494278266Z,3,2024-04-26T17:53:03.494278266Z,01HWDP6FZ8WEF3339XNVV9SQ0E,2024-04-26T17:53:03.494278266Z,true,2024-04-26T17:56:06.57152672Z,true,2024-04-26T17:57:07.829834911Z,4,2024-04-26T17:53:03.494278266Z,01HWDP6FZGX1A489Z2J6FDVCVQ,2024-04-26T17:53:03.494278266Z
01HWDRM3GH3YS4MYHGGQAYBXQT,2,2024-04-26T17:53:04.108322871Z,Round 10 / 12,2024-04-26T17:53:03.505267388Z,Chat,2024-04-26T17:53:03.505267388Z,9,2024-04-26T17:53:03.505267388Z,01HWDP6FZ8WEF3339XNVV9SQ0E,2024-04-26T17:53:03.505267388Z,true,2024-04-26T18:01:52.66534691Z,true,2024-04-26T18:02:48.35558011Z,10,2024-04-26T17:53:03.505267388Z,01HWDP6FZGX1A489Z2J6FDVCVQ,2024-04-26T17:53:03.505267388Z
01HWDRM3GZ3BX4AKFDK3A1CNZ7,2,2024-04-26T17:53:04.439774516Z,Round 12 / 12,2024-04-26T17:53:03.519479133Z,Chat,2024-04-26T17:53:03.519479133Z,11,2024-04-26T17:53:03.519479133Z,01HWDP6FZ8WEF3339XNVV9SQ0E,2024-04-26T17:53:03.519479133Z,true,2024-04-26T18:03:39.815141158Z,true,2024-04-26T18:04:30.786847318Z,12,2024-04-26T17:53:03.519479133Z,01HWDP6FZGX1A489Z2J6FDVCVQ,2024-04-26T17:53:03.519479133Z
01HWDRM3HSQS3HPPTNGCVFM0RZ,2,2024-04-26T17:53:04.527665915Z,Round 11 / 12,2024-04-26T17:53:03.546004571Z,Chat,2024-04-26T17:53:03.546004571Z,10,2024-04-26T17:53:03.546004571Z,01HWDP6FZ8WEF3339XNVV9SQ0E,2024-04-26T17:53:03.546004571Z,true,2024-04-26T18:02:48.419567315Z,true,2024-04-26T18:03:39.695261338Z,11,2024-04-26T17:53:03.546004571Z,01HWDP6FZGX1A489Z2J6FDVCVQ,2024-04-26T17:53:03.546004571Z
01HWDRM3J5D6DPFE47TXZX5ADX,2,2024-04-26T17:53:04.527665915Z,Round 9 / 12,2024-04-26T17:53:03.55711277Z,Chat,2024-04-26T17:53:03.55711277Z,8,2024-04-26T17:53:03.55711277Z,01HWDP6FZ8WEF3339XNVV9SQ0E,2024-04-26T17:53:03.55711277Z,true,2024-04-26T18:00:51.621140096Z,true,2024-04-26T18:01:52.609795134Z,9,2024-04-26T17:53:03.55711277Z,01HWDP6FZGX1A489Z2J6FDVCVQ,2024-04-26T17:53:03.55711277Z
01HWDRM3PYDXT71PFA0DY31CD6,2,2024-04-26T17:53:04.879095769Z,Round 2 / 12,2024-04-26T17:53:03.711003126Z,Chat,2024-04-26T17:53:03.711003126Z,1,2024-04-26T17:53:03.711003126Z,01HWDP6FZ8WEF3339XNVV9SQ0E,2024-04-26T17:53:03.711003126Z,true,2024-04-26T17:54:06.683541794Z,true,2024-04-26T17:55:03.06369073Z,2,2024-04-26T17:53:03.711003126Z,01HWDP6FZGX1A489Z2J6FDVCVQ,2024-04-26T17:53:03.711003126Z
01HWDRPGS4VYY1P4REBGE5D9C7,1,2024-04-26T17:54:23.367010544Z,Round 1 / 12,2024-04-26T17:54:22.628537935Z,Chat,2024-04-26T17:54:22.628537935Z,0,2024-04-26T17:54:22.628537935Z,01HWDP3W7VQ6D1P01B7E1JV1DS,2024-04-26T17:54:22.628537935Z,true,2024-04-26T17:54:24.11583736Z,true,2024-04-26T17:54:55.66668356Z,1,2024-04-26T17:54:22.628537935Z,01HWDP3W860XBWVMP6YAPYYN3W,2024-04-26T17:54:22.628537935Z
01HWDRPGSNX64VAR2FVKBS498K,1,2024-04-26T17:54:23.430920568Z,Round 2 / 12,2024-04-26T17:54:22.645158999Z,Chat,2024-04-26T17:54:22.645158999Z,1,2024-04-26T17:54:22.645158999Z,01HWDP3W7VQ6D1P01B7E1JV1DS,2024-04-26T17:54:22.645158999Z,true,2024-04-26T17:54:55.746295424Z,true,2024-04-26T17:55:26.235304191Z,2,2024-04-26T17:54:22.645158999Z,01HWDP3W860XBWVMP6YAPYYN3W,2024-04-26T17:54:22.645158999Z
01HWDRPGT174GSYVB4HT1R6VKR,1,2024-04-26T17:54:23.558130803Z,Round 7 / 12,2024-04-26T17:54:22.658614168Z,Chat,2024-04-26T17:54:22.658614168Z,6,2024-04-26T17:54:22.658614168Z,01HWDP3W7VQ6D1P01B7E1JV1DS,2024-04-26T17:54:22.658614168Z,true,2024-04-26T17:56:43.236280922Z,true,2024-04-26T17:56:54.720380763Z,7,2024-04-26T17:54:22.658614168Z,01HWDP3W860XBWVMP6YAPYYN3W,2024-04-26T17:54:22.658614168Z
01HWDRPGTHSTC2FEKX9YZNQF2J,1,2024-04-26T17:54:23.65154972Z,Round 5 / 12,2024-04-26T17:54:22.673742951Z,Chat,2024-04-26T17:54:22.673742951Z,4,2024-04-26T17:54:22.673742951Z,01HWDP3W7VQ6D1P01B7E1JV1DS,2024-04-26T17:54:22.673742951Z,true,2024-04-26T17:56:10.342218938Z,true,2024-04-26T17:56:29.616921221Z,5,2024-04-26T17:54:22.673742951Z,01HWDP3W860XBWVMP6YAPYYN3W,2024-04-26T17:54:22.673742951Z
01HWDRPGTW5CCWMW260WWXN7Q0,1,2024-04-26T17:54:23.558130803Z,Round 8 / 12,2024-04-26T17:54:22.684974991Z,Chat,2024-04-26T17:54:22.684974991Z,7,2024-04-26T17:54:22.684974991Z,01HWDP3W7VQ6D1P01B7E1JV1DS,2024-04-26T17:54:22.684974991Z,true,2024-04-26T17:56:54.854573565Z,true,2024-04-26T17:57:25.488937746Z,8,2024-04-26T17:54:22.684974991Z,01HWDP3W860XBWVMP6YAPYYN3W,2024-04-26T17:54:22.684974991Z
01HWDRPGV9C9FGPQX4585YF9HN,1,2024-04-26T17:54:23.65154972Z,Round 3 / 12,2024-04-26T17:54:22.697346459Z,Chat,2024-04-26T17:54:22.697346459Z,2,2024-04-26T17:54:22.697346459Z,01HWDP3W7VQ6D1P01B7E1JV1DS,2024-04-26T17:54:22.697346459Z,true,2024-04-26T17:55:26.282877899Z,true,2024-04-26T17:55:53.389138344Z,3,2024-04-26T17:54:22.697346459Z,01HWDP3W860XBWVMP6YAPYYN3W,2024-04-26T17:54:22.697346459Z
01HWDRPGVP8KDX51J393TW2ZFE,1,2024-04-26T17:54:23.710747768Z,Round 9 / 12,2024-04-26T17:54:22.710356382Z,Chat,2024-04-26T17:54:22.710356382Z,8,2024-04-26T17:54:22.710356382Z,01HWDP3W7VQ6D1P01B7E1JV1DS,2024-04-26T17:54:22.710356382Z,true,2024-04-26T17:57:25.544523417Z,true,2024-04-26T17:57:35.372842363Z,9,2024-04-26T17:54:22.710356382Z,01HWDP3W860XBWVMP6YAPYYN3W,2024-04-26T17:54:22.710356382Z
01HWDRPGW41VSRP5V0YSF7J2F5,1,2024-04-26T17:54:23.760476571Z,Round 6 / 12,2024-04-26T17:54:22.724860606Z,Chat,2024-04-26T17:54:22.724860606Z,5,2024-04-26T17:54:22.724860606Z,01HWDP3W7VQ6D1P01B7E1JV1DS,2024-04-26T17:54:22.724860606Z,true,2024-04-26T17:56:29.741426069Z,true,2024-04-26T17:56:43.189508183Z,6,2024-04-26T17:54:22.724860606Z,01HWDP3W860XBWVMP6YAPYYN3W,2024-04-26T17:54:22.724860606Z
01HWDRPGWH448R66ACMZ9WT48C,1,2024-04-26T17:54:23.812680833Z,Round 10 / 12,2024-04-26T17:54:22.737339529Z,Chat,2024-04-26T17:54:22.737339529Z,9,2024-04-26T17:54:22.737339529Z,01HWDP3W7VQ6D1P01B7E1JV1DS,2024-04-26T17:54:22.737339529Z,true,2024-04-26T17:57:35.431252364Z,true,2024-04-26T17:57:51.507056718Z,10,2024-04-26T17:54:22.737339529Z,01HWDP3W860XBWVMP6YAPYYN3W,2024-04-26T17:54:22.737339529Z
01HWDRPGXD1JAP15D0D87XK67N,1,2024-04-26T17:54:23.851701183Z,Round 11 / 12,2024-04-26T17:54:22.765188424Z,Chat,2024-04-26T17:54:22.765188424Z,10,2024-04-26T17:54:22.765188424Z,01HWDP3W7VQ6D1P01B7E1JV1DS,2024-04-26T17:54:22.765188424Z,true,2024-04-26T17:57:51.555606265Z,true,2024-04-26T17:58:06.748883041Z,11,2024-04-26T17:54:22.765188424Z,01HWDP3W860XBWVMP6YAPYYN3W,2024-04-26T17:54:22.765188424Z
01HWDRPGYA3ABWZJA9RKTRXF0J,1,2024-04-26T17:54:23.898918777Z,Round 4 / 12,2024-04-26T17:54:22.794255526Z,Chat,2024-04-26T17:54:22.794255526Z,3,2024-04-26T17:54:22.794255526Z,01HWDP3W7VQ6D1P01B7E1JV1DS,2024-04-26T17:54:22.794255526Z,true,2024-04-26T17:55:53.439509256Z,true,2024-04-26T17:56:10.291787814Z,4,2024-04-26T17:54:22.794255526Z,01HWDP3W860XBWVMP6YAPYYN3W,2024-04-26T17:54:22.794255526Z
01HWDRPGZ3NB12TPA9F5M54XBX,1,2024-04-26T17:54:23.981085666Z,Round 12 / 12,2024-04-26T17:54:22.819957857Z,Chat,2024-04-26T17:54:22.819957857Z,11,2024-04-26T17:54:22.819957857Z,01HWDP3W7VQ6D1P01B7E1JV1DS,2024-04-26T17:54:22.819957857Z,true,2024-04-26T17:58:06.807570504Z,true,2024-04-26T17:58:30.211693604Z,12,2024-04-26T17:54:22.819957857Z,01HWDP3W860XBWVMP6YAPYYN3W,2024-04-26T17:54:22.819957857Z
01HWDRRHFBBVBEM8BJXBTP7JVN,1,2024-04-26T17:55:30.121008588Z,Round 2 / 12,2024-04-26T17:55:28.876019644Z,Chat,2024-04-26T17:55:28.876019644Z,1,2024-04-26T17:55:28.876019644Z,01HWDP3Q7FXE47D3D82CPXVR5K,2024-04-26T17:55:28.876019644Z,true,2024-04-26T17:56:01.491644152Z,true,2024-04-26T17:56:28.805944855Z,2,2024-04-26T17:55:28.876019644Z,01HWDP3Q7Y9A8RJSXVN90VGEHX,2024-04-26T17:55:28.876019644Z
01HWDRRHFZW567EVBX0280RN4X,1,2024-04-26T17:55:29.769377347Z,Round 1 / 12,2024-04-26T17:55:28.89549456Z,Chat,2024-04-26T17:55:28.89549456Z,0,2024-04-26T17:55:28.89549456Z,01HWDP3Q7FXE47D3D82CPXVR5K,2024-04-26T17:55:28.89549456Z,true,2024-04-26T17:55:30.286163735Z,true,2024-04-26T17:56:01.410484347Z,1,2024-04-26T17:55:28.89549456Z,01HWDP3Q7Y9A8RJSXVN90VGEHX,2024-04-26T17:55:28.89549456Z
01HWDRRHGDV2J5NZH8DCV1V3QS,1,2024-04-26T17:55:29.909540975Z,Round 3 / 12,2024-04-26T17:55:28.909872471Z,Chat,2024-04-26T17:55:28.909872471Z,2,2024-04-26T17:55:28.909872471Z,01HWDP3Q7FXE47D3D82CPXVR5K,2024-04-26T17:55:28.909872471Z,true,2024-04-26T17:56:28.875106941Z,true,2024-04-26T17:56:47.561717173Z,3,2024-04-26T17:55:28.909872471Z,01HWDP3Q7Y9A8RJSXVN90VGEHX,2024-04-26T17:55:28.909872471Z
01HWDRRHGW83HKFED9CQGMZJFR,1,2024-04-26T17:55:29.82867701Z,Round 4 / 12,2024-04-26T17:55:28.92418681Z,Chat,2024-04-26T17:55:28.92418681Z,3,2024-04-26T17:55:28.92418681Z,01HWDP3Q7FXE47D3D82CPXVR5K,2024-04-26T17:55:28.92418681Z,true,2024-04-26T17:56:47.611484307Z,true,2024-04-26T17:57:16.835737505Z,4,2024-04-26T17:55:28.92418681Z,01HWDP3Q7Y9A8RJSXVN90VGEHX,2024-04-26T17:55:28.92418681Z
01HWDRRHH91CBMM8XNYWYESTHE,1,2024-04-26T17:55:29.769377347Z,Round 10 / 12,2024-04-26T17:55:28.937609163Z,Chat,2024-04-26T17:55:28.937609163Z,9,2024-04-26T17:55:28.937609163Z,01HWDP3Q7FXE47D3D82CPXVR5K,2024-04-26T17:55:28.937609163Z,true,2024-04-26T17:58:37.983532472Z,true,2024-04-26T17:58:53.489804462Z,10,2024-04-26T17:55:28.937609163Z,01HWDP3Q7Y9A8RJSXVN90VGEHX,2024-04-26T17:55:28.937609163Z
01HWDRRHHSZS30S8TD8G1JNHD8,1,2024-04-26T17:55:29.966510054Z,Round 6 / 12,2024-04-26T17:55:28.95378308Z,Chat,2024-04-26T17:55:28.95378308Z,5,2024-04-26T17:55:28.95378308Z,01HWDP3Q7FXE47D3D82CPXVR5K,2024-04-26T17:55:28.95378308Z,true,2024-04-26T17:57:39.819604362Z,true,2024-04-26T17:57:53.590511555Z,6,2024-04-26T17:55:28.95378308Z,01HWDP3Q7Y9A8RJSXVN90VGEHX,2024-04-26T17:55:28.95378308Z
01HWDRRHJCZVG7BYMDMAAEPWNH,1,2024-04-26T17:55:29.874326918Z,Round 7 / 12,2024-04-26T17:55:28.972220042Z,Chat,2024-04-26T17:55:28.972220042Z,6,2024-04-26T17:55:28.972220042Z,01HWDP3Q7FXE47D3D82CPXVR5K,2024-04-26T17:55:28.972220042Z,true,2024-04-26T17:57:53.65174405Z,true,2024-04-26T17:58:09.568942063Z,7,2024-04-26T17:55:28.972220042Z,01HWDP3Q7Y9A8RJSXVN90VGEHX,2024-04-26T17:55:28.972220042Z
01HWDRRHJV7YSW7PCEGSNDF972,1,2024-04-26T17:55:29.874326918Z,Round 8 / 12,2024-04-26T17:55:28.987847729Z,Chat,2024-04-26T17:55:28.987847729Z,7,2024-04-26T17:55:28.987847729Z,01HWDP3Q7FXE47D3D82CPXVR5K,2024-04-26T17:55:28.987847729Z,true,2024-04-26T17:58:09.647057509Z,true,2024-04-26T17:58:20.732862202Z,8,2024-04-26T17:55:28.987847729Z,01HWDP3Q7Y9A8RJSXVN90VGEHX,2024-04-26T17:55:28.987847729Z
01HWDRRHKAATK8S2JBB3NFGD6X,1,2024-04-26T17:55:30.08022668Z,Round 9 / 12,2024-04-26T17:55:29.002265686Z,Chat,2024-04-26T17:55:29.002265686Z,8,2024-04-26T17:55:29.002265686Z,01HWDP3Q7FXE47D3D82CPXVR5K,2024-04-26T17:55:29.002265686Z,true,2024-04-26T17:58:20.78273504Z,true,2024-04-26T17:58:37.838797663Z,9,2024-04-26T17:55:29.002265686Z,01HWDP3Q7Y9A8RJSXVN90VGEHX,2024-04-26T17:55:29.002265686Z
01HWDRRHKW1RW99TC0AGW3DJH1,1,2024-04-26T17:55:30.08022668Z,Round 11 / 12,2024-04-26T17:55:29.020484303Z,Chat,2024-04-26T17:55:29.020484303Z,10,2024-04-26T17:55:29.020484303Z,01HWDP3Q7FXE47D3D82CPXVR5K,2024-04-26T17:55:29.020484303Z,true,2024-04-26T17:58:53.555643846Z,true,2024-04-26T17:59:08.574404149Z,11,2024-04-26T17:55:29.020484303Z,01HWDP3Q7Y9A8RJSXVN90VGEHX,2024-04-26T17:55:29.020484303Z
01HWDRRHMCTGEST2FR4HFDGRGS,1,2024-04-26T17:55:30.025783005Z,Round 12 / 12,2024-04-26T17:55:29.036420227Z,Chat,2024-04-26T17:55:29.036420227Z,11,2024-04-26T17:55:29.036420227Z,01HWDP3Q7FXE47D3D82CPXVR5K,2024-04-26T17:55:29.036420227Z,true,2024-04-26T17:59:08.659602739Z,true,2024-04-26T17:59:23.763573104Z,12,2024-04-26T17:55:29.036420227Z,01HWDP3Q7Y9A8RJSXVN90VGEHX,2024-04-26T17:55:29.036420227Z
01HWDRRHP63AR4RTKBP9RYQF97,1,2024-04-26T17:55:30.205205372Z,Round 5 / 12,2024-04-26T17:55:29.094953131Z,Chat,2024-04-26T17:55:29.094953131Z,4,2024-04-26T17:55:29.094953131Z,01HWDP3Q7FXE47D3D82CPXVR5K,2024-04-26T17:55:29.094953131Z,true,2024-04-26T17:57:16.905615892Z,true,2024-04-26T17:57:39.717771833Z,5,2024-04-26T17:55:29.094953131Z,01HWDP3Q7Y9A8RJSXVN90VGEHX,2024-04-26T17:55:29.094953131Z
01HWDRSJ9FQBJCNGKFN794G8J8,1,2024-04-26T17:56:03.831927325Z,Round 3 / 12,2024-04-26T17:56:02.479741994Z,Chat,2024-04-26T17:56:02.479741994Z,2,2024-04-26T17:56:02.479741994Z,01HWDP3TTKJEHS8D5KH363J23P,2024-04-26T17:56:02.479741994Z,true,2024-04-26T17:57:03.552263536Z,true,2024-04-26T17:57:34.031979064Z,3,2024-04-26T17:56:02.479741994Z,01HWDP3TTY70AJ1HRSJS4M2BZE,2024-04-26T17:56:02.479741994Z
01HWDRSJAPSRA378WZDGHRF0PX,1,2024-04-26T17:56:03.831927325Z,Round 2 / 12,2024-04-26T17:56:02.518968386Z,Chat,2024-04-26T17:56:02.518968386Z,1,2024-04-26T17:56:02.518968386Z,01HWDP3TTKJEHS8D5KH363J23P,2024-04-26T17:56:02.518968386Z,true,2024-04-26T17:56:37.098800264Z,true,2024-04-26T17:57:03.499660963Z,2,2024-04-26T17:56:02.518968386Z,01HWDP3TTY70AJ1HRSJS4M2BZE,2024-04-26T17:56:02.518968386Z
01HWDRSJCTDV08PZNVK3VWA4QQ,1,2024-04-26T17:56:03.87203837Z,Round 1 / 12,2024-04-26T17:56:02.586644985Z,Chat,2024-04-26T17:56:02.586644985Z,0,2024-04-26T17:56:02.586644985Z,01HWDP3TTKJEHS8D5KH363J23P,2024-04-26T17:56:02.586644985Z,true,2024-04-26T17:56:04.973290864Z,true,2024-04-26T17:56:37.039399175Z,1,2024-04-26T17:56:02.586644985Z,01HWDP3TTY70AJ1HRSJS4M2BZE,2024-04-26T17:56:02.586644985Z
01HWDRSJDGC5725C7QDH3KVBWC,1,2024-04-26T17:56:04.049275624Z,Round 4 / 12,2024-04-26T17:56:02.608747006Z,Chat,2024-04-26T17:56:02.608747006Z,3,2024-04-26T17:56:02.608747006Z,01HWDP3TTKJEHS8D5KH363J23P,2024-04-26T17:56:02.608747006Z,true,2024-04-26T17:57:34.093729858Z,true,2024-04-26T17:57:50.368354222Z,4,2024-04-26T17:56:02.608747006Z,01HWDP3TTY70AJ1HRSJS4M2BZE,2024-04-26T17:56:02.608747006Z
01HWDRSJEE5PSAR4MPBBWXCG28,1,2024-04-26T17:56:04.049275624Z,Round 7 / 12,2024-04-26T17:56:02.638194679Z,Chat,2024-04-26T17:56:02.638194679Z,6,2024-04-26T17:56:02.638194679Z,01HWDP3TTKJEHS8D5KH363J23P,2024-04-26T17:56:02.638194679Z,true,2024-04-26T17:58:26.270854699Z,true,2024-04-26T17:58:45.290041795Z,7,2024-04-26T17:56:02.638194679Z,01HWDP3TTY70AJ1HRSJS4M2BZE,2024-04-26T17:56:02.638194679Z
01HWDRSJFE5MMEFPREVHARWA8Y,1,2024-04-26T17:56:04.137287972Z,Round 6 / 12,2024-04-26T17:56:02.670798775Z,Chat,2024-04-26T17:56:02.670798775Z,5,2024-04-26T17:56:02.670798775Z,01HWDP3TTKJEHS8D5KH363J23P,2024-04-26T17:56:02.670798775Z,true,2024-04-26T17:58:10.121395928Z,true,2024-04-26T17:58:26.173045688Z,6,2024-04-26T17:56:02.670798775Z,01HWDP3TTY70AJ1HRSJS4M2BZE,2024-04-26T17:56:02.670798775Z
01HWDRSJGF0Q4ZC432P1D21XE8,1,2024-04-26T17:56:04.180813442Z,Round 8 / 12,2024-04-26T17:56:02.703292001Z,Chat,2024-04-26T17:56:02.703292001Z,7,2024-04-26T17:56:02.703292001Z,01HWDP3TTKJEHS8D5KH363J23P,2024-04-26T17:56:02.703292001Z,true,2024-04-26T17:58:45.370552678Z,true,2024-04-26T17:58:59.077641148Z,8,2024-04-26T17:56:02.703292001Z,01HWDP3TTY70AJ1HRSJS4M2BZE,2024-04-26T17:56:02.703292001Z
01HWDRSJHJKC73QRH2D58PNQ4V,1,2024-04-26T17:56:04.271019604Z,Round 5 / 12,2024-04-26T17:56:02.738251517Z,Chat,2024-04-26T17:56:02.738251517Z,4,2024-04-26T17:56:02.738251517Z,01HWDP3TTKJEHS8D5KH363J23P,2024-04-26T17:56:02.738251517Z,true,2024-04-26T17:57:50.427252779Z,true,2024-04-26T17:58:10.028955339Z,5,2024-04-26T17:56:02.738251517Z,01HWDP3TTY70AJ1HRSJS4M2BZE,2024-04-26T17:56:02.738251517Z
01HWDRSJJN02Z249CCWTY5T4F9,1,2024-04-26T17:56:04.393038596Z,Round 9 / 12,2024-04-26T17:56:02.773507398Z,Chat,2024-04-26T17:56:02.773507398Z,8,2024-04-26T17:56:02.773507398Z,01HWDP3TTKJEHS8D5KH363J23P,2024-04-26T17:56:02.773507398Z,true,2024-04-26T17:58:59.138268279Z,true,2024-04-26T17:59:14.385475541Z,9,2024-04-26T17:56:02.773507398Z,01HWDP3TTY70AJ1HRSJS4M2BZE,2024-04-26T17:56:02.773507398Z
01HWDRSJKH2SB95SVE5H8PEZ5H,1,2024-04-26T17:56:04.445754426Z,Round 10 / 12,2024-04-26T17:56:02.801259766Z,Chat,2024-04-26T17:56:02.801259766Z,9,2024-04-26T17:56:02.801259766Z,01HWDP3TTKJEHS8D5KH363J23P,2024-04-26T17:56:02.801259766Z,true,2024-04-26T17:59:14.538090217Z,true,2024-04-26T17:59:28.215672706Z,10,2024-04-26T17:56:02.801259766Z,01HWDP3TTY70AJ1HRSJS4M2BZE,2024-04-26T17:56:02.801259766Z
01HWDRSJMH0ZFNEVSX8W5FNXX8,1,2024-04-26T17:56:04.532703132Z,Round 12 / 12,2024-04-26T17:56:02.833385312Z,Chat,2024-04-26T17:56:02.833385312Z,11,2024-04-26T17:56:02.833385312Z,01HWDP3TTKJEHS8D5KH363J23P,2024-04-26T17:56:02.833385312Z,true,2024-04-26T17:59:40.083317019Z,true,2024-04-26T17:59:56.625451391Z,12,2024-04-26T17:56:02.833385312Z,01HWDP3TTY70AJ1HRSJS4M2BZE,2024-04-26T17:56:02.833385312Z
01HWDRSJPNAEVY4R113KCSS26S,1,2024-04-26T17:56:04.677146407Z,Round 11 / 12,2024-04-26T17:56:02.901393952Z,Chat,2024-04-26T17:56:02.901393952Z,10,2024-04-26T17:56:02.901393952Z,01HWDP3TTKJEHS8D5KH363J23P,2024-04-26T17:56:02.901393952Z,true,2024-04-26T17:59:28.275554876Z,true,2024-04-26T17:59:39.997716491Z,11,2024-04-26T17:56:02.901393952Z,01HWDP3TTY70AJ1HRSJS4M2BZE,2024-04-26T17:56:02.901393952Z
01HWDS0FGZBTKG32X727HKFB7X,1,2024-04-26T17:59:49.90590308Z,Round 1 / 12,2024-04-26T17:59:49.023715005Z,Chat,2024-04-26T17:59:49.023715005Z,0,2024-04-26T17:59:49.023715005Z,01HWDRPKQCAA8Z3P36EHYYMHNM,2024-04-26T17:59:49.023715005Z,true,2024-04-26T17:59:50.101123789Z,true,2024-04-26T18:00:22.060874137Z,1,2024-04-26T17:59:49.023715005Z,01HWDRPKRNAYFSFDZM9JEMMVCE,2024-04-26T17:59:49.023715005Z
01HWDS0FHMEZ7THXRQ0N5PNFGZ,1,2024-04-26T17:59:49.927299291Z,Round 2 / 12,2024-04-26T17:59:49.044196747Z,Chat,2024-04-26T17:59:49.044196747Z,1,2024-04-26T17:59:49.044196747Z,01HWDRPKQCAA8Z3P36EHYYMHNM,2024-04-26T17:59:49.044196747Z,true,2024-04-26T18:00:22.135152919Z,true,2024-04-26T18:00:52.639422497Z,2,2024-04-26T17:59:49.044196747Z,01HWDRPKRNAYFSFDZM9JEMMVCE,2024-04-26T17:59:49.044196747Z
01HWDS0FJ7CPEG7V9ZMVYZZJZK,1,2024-04-26T17:59:50.181228464Z,Round 3 / 12,2024-04-26T17:59:49.06332653Z,Chat,2024-04-26T17:59:49.06332653Z,2,2024-04-26T17:59:49.06332653Z,01HWDRPKQCAA8Z3P36EHYYMHNM,2024-04-26T17:59:49.06332653Z,true,2024-04-26T18:00:52.693804326Z,true,2024-04-26T18:01:20.251668789Z,3,2024-04-26T17:59:49.06332653Z,01HWDRPKRNAYFSFDZM9JEMMVCE,2024-04-26T17:59:49.06332653Z
01HWDS0FJSVGH4Q1DK64GC6R90,1,2024-04-26T17:59:50.151818607Z,Round 6 / 12,2024-04-26T17:59:49.086843644Z,Chat,2024-04-26T17:59:49.086843644Z,5,2024-04-26T17:59:49.086843644Z,01HWDRPKQCAA8Z3P36EHYYMHNM,2024-04-26T17:59:49.086843644Z,true,2024-04-26T18:02:08.100041608Z,true,2024-04-26T18:02:35.347186877Z,6,2024-04-26T17:59:49.086843644Z,01HWDRPKRNAYFSFDZM9JEMMVCE,2024-04-26T17:59:49.086843644Z
01HWDS0FKGWNWD7G3WSKN92NVG,1,2024-04-26T17:59:50.223973086Z,Round 4 / 12,2024-04-26T17:59:49.104189975Z,Chat,2024-04-26T17:59:49.104189975Z,3,2024-04-26T17:59:49.104189975Z,01HWDRPKQCAA8Z3P36EHYYMHNM,2024-04-26T17:59:49.104189975Z,true,2024-04-26T18:01:20.333007772Z,true,2024-04-26T18:01:45.580076392Z,4,2024-04-26T17:59:49.104189975Z,01HWDRPKRNAYFSFDZM9JEMMVCE,2024-04-26T17:59:49.104189975Z
