id,batchID,batchIDLastChangedAt,duration,durationLastChangedAt,ended,endedLastChangedAt,endedReason,endedReasonLastChangedAt,gameID,gameIDLastChangedAt,index,indexLastChangedAt,initialized,initializedLastChangedAt,name,nameLastChangedAt,roundID,roundIDLastChangedAt,start,startLastChangedAt,started,startedLastChangedAt,status,statusLastChangedAt,timerID,timerIDLastChangedAt
01JGM78V1P83DQFRK9ATN37D9B,01JGM6MDENP00S2TZDYFG3Q9GA,2025-01-02T19:18:26.102458742Z,30,2025-01-02T19:18:26.102458742Z,true,2025-01-02T19:23:40.854253998Z,,,01JGM6MDF200HDZWGGV63EHTB9,2025-01-02T19:18:26.102458742Z,0,2025-01-02T19:18:26.102458742Z,true,2025-01-02T19:23:10.843693827Z,send,2025-01-02T19:18:26.102458742Z,01JGM78TX4PFTD84GAGQG5QD81,2025-01-02T19:18:26.102458742Z,true,2025-01-02T19:23:10.822777458Z,true,2025-01-02T19:23:10.850289618Z,,,01JGM78TYN2R1YY9P9TSS9BJ13,2025-01-02T19:18:26.102458742Z
01JGM7EDRGYQAB9TNEHKX65XPW,01JGM6NYSBF85FHQ997YVSFPY6,2025-01-02T19:21:29.104815686Z,30,2025-01-02T19:21:29.104815686Z,true,2025-01-02T19:27:00.972425218Z,,,01JGM6NYSGW6A9G62R01ZBGDVX,2025-01-02T19:21:29.104815686Z,0,2025-01-02T19:21:29.104815686Z,true,2025-01-02T19:26:30.961360515Z,send,2025-01-02T19:21:29.104815686Z,01JGM7EDNDCSH8RDGVFN68ZMWH,2025-01-02T19:21:29.104815686Z,true,2025-01-02T19:26:30.945239952Z,true,2025-01-02T19:26:30.970943565Z,,,01JGM7EDPE5HNCGMKEWEZ7ER67,2025-01-02T19:21:29.104815686Z
01JGM7JD2TBFGHGYZXMF4S4G5Q,01JGM6NY2H7VBD7XS51Z7YW5K4,2025-01-02T19:23:39.482389021Z,30,2025-01-02T19:23:39.482389021Z,true,2025-01-02T19:30:19.161292268Z,,,01JGM6NY2QN3MMXEZRSW0T72Q8,2025-01-02T19:23:39.482389021Z,0,2025-01-02T19:23:39.482389021Z,true,2025-01-02T19:29:49.148340786Z,send,2025-01-02T19:23:39.482389021Z,01JGM7JCZGV3V4T0NJ653992M9,2025-01-02T19:23:39.482389021Z,true,2025-01-02T19:29:49.129543Z,true,2025-01-02T19:29:49.162205118Z,,,01JGM7JD154RAVBSZS4G3KX74N,2025-01-02T19:23:39.482389021Z
01JGM85YEGGMJB4G2TR5F6SQ9E,01JGM6NVG737NZ30A6J5ZDJ2VQ,2025-01-02T19:34:19.856665007Z,30,2025-01-02T19:34:19.856665007Z,true,2025-01-02T19:39:56.52772549Z,,,01JGM6NVGD4780ZVT7W564K46M,2025-01-02T19:34:19.856665007Z,0,2025-01-02T19:34:19.856665007Z,true,2025-01-02T19:39:26.513951593Z,send,2025-01-02T19:34:19.856665007Z,01JGM85YBDK3S9T8AV7WWXP37X,2025-01-02T19:34:19.856665007Z,true,2025-01-02T19:39:26.493142917Z,true,2025-01-02T19:39:26.525206959Z,,,01JGM85YCXTE1ZJPBQ970073R3,2025-01-02T19:34:19.856665007Z
01JGM85YEKSADQSS5Q3J0QY9GX,01JGM6NVG737NZ30A6J5ZDJ2VQ,2025-01-02T19:34:19.859051956Z,30,2025-01-02T19:34:19.859051956Z,true,2025-01-02T19:40:21.765626141Z,,,01JGM6NVGD4780ZVT7W564K46M,2025-01-02T19:34:19.859051956Z,1,2025-01-02T19:34:19.859051956Z,true,2025-01-02T19:39:56.559264189Z,observe,2025-01-02T19:34:19.859051956Z,01JGM85YBDK3S9T8AV7WWXP37X,2025-01-02T19:34:19.859051956Z,true,2025-01-02T19:39:56.537005155Z,true,2025-01-02T19:39:56.567704751Z,,,01JGM85YDQJDKY1X06XKEAN6VZ,2025-01-02T19:34:19.859051956Z
01JGM8G9B668PJRS98JM6C7M1N,01JGM6NTQFNFHWC9X4VZTAKNPN,2025-01-02T19:39:58.694297555Z,30,2025-01-02T19:39:58.694297555Z,true,2025-01-02T19:44:56.310225245Z,,,01JGM6NTQNYN88WZJ9YQFR7S4D,2025-01-02T19:39:58.694297555Z,0,2025-01-02T19:39:58.694297555Z,true,2025-01-02T19:44:26.298083011Z,send,2025-01-02T19:39:58.694297555Z,01JGM8G99A5YMVXZPFWNFSW5CD,2025-01-02T19:39:58.694297555Z,true,2025-01-02T19:44:26.27573554Z,true,2025-01-02T19:44:26.310285532Z,,,01JGM8G9A2X58E41JVT5XHX5X4,2025-01-02T19:39:58.694297555Z
01JGM8G9BPRJ8Y938G6EZ7E3P2,01JGM6NTQFNFHWC9X4VZTAKNPN,2025-01-02T19:39:58.710154414Z,30,2025-01-02T19:39:58.710154414Z,true,2025-01-02T19:43:26.055531892Z,,,01JGM6NTQNYN88WZJ9YQFR7S4D,2025-01-02T19:39:58.710154414Z,1,2025-01-02T19:39:58.710154414Z,true,2025-01-02T19:42:56.038319056Z,observe,2025-01-02T19:39:58.710154414Z,01JGM8G98J4E67TY64RJ637SFC,2025-01-02T19:39:58.710154414Z,true,2025-01-02T19:42:56.013873264Z,true,2025-01-02T19:42:56.053385816Z,,,01JGM8G9B2NAZ90PGGM1VJ5QW9,2025-01-02T19:39:58.710154414Z
01JGM7JD2GN4DZRSERJQ0ZXZPS,01JGM6NY2H7VBD7XS51Z7YW5K4,2025-01-02T19:23:39.472924641Z,30,2025-01-02T19:23:39.472924641Z,true,2025-01-02T19:29:49.085947322Z,,,01JGM6NY2QN3MMXEZRSW0T72Q8,2025-01-02T19:23:39.472924641Z,1,2025-01-02T19:23:39.472924641Z,true,2025-01-02T19:29:20.327376574Z,observe,2025-01-02T19:23:39.472924641Z,01JGM7JCZK3KFKYRY44R2QBCJG,2025-01-02T19:23:39.472924641Z,true,2025-01-02T19:29:20.309961747Z,true,2025-01-02T19:29:20.340257098Z,,,01JGM7JD1ZR3RAG15QE2EV6KBK,2025-01-02T19:23:39.472924641Z
01JGM8112N27HY7Y6E1D2DT4JV,01JGM6NWE866MNRHP8N9RWE5E5,2025-01-02T19:31:38.709963611Z,30,2025-01-02T19:31:38.709963611Z,false,2025-01-02T19:31:38.709963611Z,,,01JGM6NWEERKCVA4K0MKXA3SYF,2025-01-02T19:31:38.709963611Z,0,2025-01-02T19:31:38.709963611Z,,,send,2025-01-02T19:31:38.709963611Z,01JGM8110ENH2CTQERDZN2AZHR,2025-01-02T19:31:38.709963611Z,false,2025-01-02T19:31:38.709963611Z,,,,,01JGM8111G8WDB38P762S4XYTE,2025-01-02T19:31:38.709963611Z
01JGM8113RW1EZRVGNPFBRBCKA,01JGM6NWE866MNRHP8N9RWE5E5,2025-01-02T19:31:38.744589267Z,30,2025-01-02T19:31:38.744589267Z,false,2025-01-02T19:31:38.744589267Z,,,01JGM6NWEERKCVA4K0MKXA3SYF,2025-01-02T19:31:38.744589267Z,0,2025-01-02T19:31:38.744589267Z,,,send,2025-01-02T19:31:38.744589267Z,01JGM8110CB8JH52G6CESV04AC,2025-01-02T19:31:38.744589267Z,false,2025-01-02T19:31:38.744589267Z,,,,,01JGM8111KKQAV18AJED0DE0XJ,2025-01-02T19:31:38.744589267Z
