id,config,configLastChangedAt,endedReason,endedReasonLastChangedAt,initialized,initializedLastChangedAt,lobbyConfig,lobbyConfigLastChangedAt,status,statusLastChangedAt
01JGQN6N6ZD0N87MWSG78C1ZJT,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""SR_interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""SquirrelsRabbits""}},""count"":1}]}}",2025-01-04T03:19:37.951267358Z,all games finished,2025-01-04T03:39:51.221935687Z,true,2025-01-04T03:19:37.958188687Z,"{""name"":""this"",""kind"":""shared"",""duration"":900000000000,""strategy"":""fail""}",2025-01-04T03:19:37.951267358Z,ended,2025-01-04T03:39:51.221935687Z
01JGQN6NSNFC0AA3615DT146GN,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""SR_interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""SquirrelsRabbits""}},""count"":1}]}}",2025-01-04T03:19:38.549610983Z,all games finished,2025-01-04T03:35:27.172042296Z,true,2025-01-04T03:19:38.557379714Z,"{""name"":""this"",""kind"":""shared"",""duration"":900000000000,""strategy"":""fail""}",2025-01-04T03:19:38.549610983Z,ended,2025-01-04T03:35:27.172042296Z
01JGQN6Q06JA1XZ710BERNRPEQ,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""SR_interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""SquirrelsRabbits""}},""count"":1}]}}",2025-01-04T03:19:39.782652255Z,,,true,2025-01-04T03:19:39.789714526Z,"{""name"":""this"",""kind"":""shared"",""duration"":900000000000,""strategy"":""fail""}",2025-01-04T03:19:39.782652255Z,terminated,2025-01-04T03:29:58.106100703Z
01JGQN6E4C2CS4TK2X8C2X7854,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""SR_interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""SquirrelsRabbits""}},""count"":1}]}}",2025-01-04T03:19:30.700520952Z,all games finished,2025-01-04T04:16:32.917020753Z,true,2025-01-04T03:19:30.710176759Z,"{""name"":""this"",""kind"":""shared"",""duration"":900000000000,""strategy"":""fail""}",2025-01-04T03:19:30.700520952Z,ended,2025-01-04T04:16:32.917020753Z
01JGQN6FQPPX57374XCDH9XACY,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""SR_interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""SquirrelsRabbits""}},""count"":1}]}}",2025-01-04T03:19:32.342696767Z,all games finished,2025-01-04T04:12:13.404747218Z,true,2025-01-04T03:19:32.350798949Z,"{""name"":""this"",""kind"":""shared"",""duration"":900000000000,""strategy"":""fail""}",2025-01-04T03:19:32.342696767Z,ended,2025-01-04T04:12:13.404747218Z
01JGQN6GJNGCAHXWA9BHTVKTHV,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""SR_interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""SquirrelsRabbits""}},""count"":1}]}}",2025-01-04T03:19:33.205977083Z,all games finished,2025-01-04T04:09:24.745674964Z,true,2025-01-04T03:19:33.217862685Z,"{""name"":""this"",""kind"":""shared"",""duration"":900000000000,""strategy"":""fail""}",2025-01-04T03:19:33.205977083Z,ended,2025-01-04T04:09:24.745674964Z
01JGQN6H4SJHBA63J3Q3XNJ08Z,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""SR_interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""SquirrelsRabbits""}},""count"":1}]}}",2025-01-04T03:19:33.78567101Z,all games finished,2025-01-04T04:03:35.377567751Z,true,2025-01-04T03:19:33.793678543Z,"{""name"":""this"",""kind"":""shared"",""duration"":900000000000,""strategy"":""fail""}",2025-01-04T03:19:33.78567101Z,ended,2025-01-04T04:03:35.377567751Z
01JGQN6HRJWW1KWVV2ENHHH4YQ,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""SR_interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""SquirrelsRabbits""}},""count"":1}]}}",2025-01-04T03:19:34.418276557Z,all games finished,2025-01-04T04:00:40.317373591Z,true,2025-01-04T03:19:34.42889075Z,"{""name"":""this"",""kind"":""shared"",""duration"":900000000000,""strategy"":""fail""}",2025-01-04T03:19:34.418276557Z,ended,2025-01-04T04:00:40.317373591Z
01JGQN6JCW5XFTXS88HCKCF1B3,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""SR_interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""SquirrelsRabbits""}},""count"":1}]}}",2025-01-04T03:19:35.068778943Z,all games finished,2025-01-04T03:58:47.958814067Z,true,2025-01-04T03:19:35.076923094Z,"{""name"":""this"",""kind"":""shared"",""duration"":900000000000,""strategy"":""fail""}",2025-01-04T03:19:35.068778943Z,ended,2025-01-04T03:58:47.958814067Z
01JGQQYW271NX7B7Z6BKN0YGBN,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""SR_interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""SquirrelsRabbits""}},""count"":1}]}}",2025-01-04T04:07:48.551489837Z,,,true,2025-01-04T04:07:48.568657454Z,"{""name"":""this"",""kind"":""shared"",""duration"":900000000000,""strategy"":""fail""}",2025-01-04T04:07:48.551489837Z,terminated,2025-01-04T04:12:04.582253554Z
01JGQN69J2ZZ2YBGSQRJSFP8Z1,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""SR_interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""SquirrelsRabbits""}},""count"":1}]}}",2025-01-04T03:19:26.018883105Z,,,true,2025-01-04T03:19:26.043164577Z,"{""name"":""this"",""kind"":""shared"",""duration"":900000000000,""strategy"":""fail""}",2025-01-04T03:19:26.018883105Z,terminated,2025-01-04T04:26:21.366591021Z
