id,batchID,batchIDLastChangedAt,gameID,gameIDLastChangedAt,roundID,roundIDLastChangedAt,playerID,playerIDLastChangedAt
01HWBAF7BAG4YFZ3K8H11REVRT,01HWB9SVREZ53JJBCFE6H2KTE8,2024-04-25T19:07:14.666112458Z,01HWB9SVS4SMWJV23JC4ZSHMT9,2024-04-25T19:07:14.666112458Z,01HWBAF6N6FZAN5DNNYN7ND6XQ,2024-04-25T19:07:14.666112458Z,01HWBA3A7V3YT5FS2XTCCE1P1T,2024-04-25T19:07:14.666112458Z
01HWBAF7BGHP5MHXYMFHN12P83,01HWB9SVREZ53JJBCFE6H2KTE8,2024-04-25T19:07:14.672167434Z,01HWB9SVS4SMWJV23JC4ZSHMT9,2024-04-25T19:07:14.672167434Z,01HWBAF6N6FZAN5DNNYN7ND6XQ,2024-04-25T19:07:14.672167434Z,01HWBAAK6WPSQEHZQW9D1MKCCV,2024-04-25T19:07:14.672167434Z
01HWBAF7BMZXC4BPS84K0HA4BV,01HWB9SVREZ53JJBCFE6H2KTE8,2024-04-25T19:07:14.676536494Z,01HWB9SVS4SMWJV23JC4ZSHMT9,2024-04-25T19:07:14.676536494Z,01HWBAF6N6FZAN5DNNYN7ND6XQ,2024-04-25T19:07:14.676536494Z,01HWBACYHBBN6M2RNFT6RVDYME,2024-04-25T19:07:14.676536494Z
01HWBAGKZ9HF9R5NZXAA4FH33Y,01HWB9SVREZ53JJBCFE6H2KTE8,2024-04-25T19:08:00.361226026Z,01HWB9SVS4SMWJV23JC4ZSHMT9,2024-04-25T19:08:00.361226026Z,01HWBAF6N8MVYAQ1298112DKNA,2024-04-25T19:08:00.361226026Z,01HWBA3A7V3YT5FS2XTCCE1P1T,2024-04-25T19:08:00.361226026Z
01HWBAGKZE16RH9RKXRN5XZR5R,01HWB9SVREZ53JJBCFE6H2KTE8,2024-04-25T19:08:00.366517125Z,01HWB9SVS4SMWJV23JC4ZSHMT9,2024-04-25T19:08:00.366517125Z,01HWBAF6N8MVYAQ1298112DKNA,2024-04-25T19:08:00.366517125Z,01HWBAAK6WPSQEHZQW9D1MKCCV,2024-04-25T19:08:00.366517125Z
01HWBAGKZK1CBF4D1M5QQJV0T2,01HWB9SVREZ53JJBCFE6H2KTE8,2024-04-25T19:08:00.371417915Z,01HWB9SVS4SMWJV23JC4ZSHMT9,2024-04-25T19:08:00.371417915Z,01HWBAF6N8MVYAQ1298112DKNA,2024-04-25T19:08:00.371417915Z,01HWBACYHBBN6M2RNFT6RVDYME,2024-04-25T19:08:00.371417915Z
01HWBAHP1MVQ6BZ3YDA4DTH3JE,01HWB9SVREZ53JJBCFE6H2KTE8,2024-04-25T19:08:35.252175414Z,01HWB9SVS34WVVX651QBHPKKY0,2024-04-25T19:08:35.252175414Z,01HWBAHNC7JK7N6CVQT5ND51Z8,2024-04-25T19:08:35.252175414Z,01HWBA5MRGQX7FHN61Y2K8FH83,2024-04-25T19:08:35.252175414Z
01HWBAHP1RGC21WE1P013H8PDP,01HWB9SVREZ53JJBCFE6H2KTE8,2024-04-25T19:08:35.256750181Z,01HWB9SVS34WVVX651QBHPKKY0,2024-04-25T19:08:35.256750181Z,01HWBAHNC7JK7N6CVQT5ND51Z8,2024-04-25T19:08:35.256750181Z,01HWBA7WEFDBN020M266RQ5D9B,2024-04-25T19:08:35.256750181Z
01HWBAHP1XPDSHG0AKJKPHYQ1E,01HWB9SVREZ53JJBCFE6H2KTE8,2024-04-25T19:08:35.261907661Z,01HWB9SVS34WVVX651QBHPKKY0,2024-04-25T19:08:35.261907661Z,01HWBAHNC7JK7N6CVQT5ND51Z8,2024-04-25T19:08:35.261907661Z,01HWBA972AJ49NS7ZD8BF4DTCH,2024-04-25T19:08:35.261907661Z
01HWBAHP22PSA3R7K4BBJ8Y3V8,01HWB9SVREZ53JJBCFE6H2KTE8,2024-04-25T19:08:35.266536111Z,01HWB9SVS34WVVX651QBHPKKY0,2024-04-25T19:08:35.266536111Z,01HWBAHNC7JK7N6CVQT5ND51Z8,2024-04-25T19:08:35.266536111Z,01HWBABKET37DZYJ7E3NHVVX2G,2024-04-25T19:08:35.266536111Z
