id,chat,chatLastChangedAt,endedReason,endedReasonLastChangedAt,status,statusLastChangedAt,lobbyTimerID,lobbyTimerIDLastChangedAt,groupID,groupIDLastChangedAt,stageID,stageIDLastChangedAt,messages,messagesLastChangedAt,roundIndex,roundIndexLastChangedAt,start,startLastChangedAt,batchID,batchIDLastChangedAt,treatment,treatmentLastChangedAt,treatmentName,treatmentNameLastChangedAt,ended,endedLastChangedAt
01HW65NTQAEFPDQM85F3KF8DKE,"{""text"":""I think the population is 58% rabbits"",""likes"":{},""time"":1713900551293,""round"":7,""recipient"":""01HW66HB1DF9Q7QSWX9ZTK3TKP"",""sender"":{""id"":""01HW66P01JA1T3HXTJWM1G4W06"",""name"":""player 4""}}",2024-04-23T19:29:10.34358714Z,end of game,2024-04-23T19:30:21.924180934Z,ended,2024-04-23T19:30:21.924180934Z,01HW66NKPDAEH9AZD653YZPAY7,2024-04-23T19:24:37.459079029Z,01HW65NTQS41771XXKAPWW8S1M,2024-04-23T19:07:16.093546783Z,,2024-04-23T19:30:21.914330444Z,"[{""text"":""I think the population is 100% rabbits"",""likes"":{},""time"":1713900402795,""round"":1,""recipient"":""01HW66HB1DF9Q7QSWX9ZTK3TKP"",""sender"":{""id"":""01HW66P01JA1T3HXTJWM1G4W06"",""name"":""player 4""}},{""text"":""I think the population is 50% rabbits"",""likes"":{},""time"":1713900417823,""round"":1,""recipient"":""01HW66P01JA1T3HXTJWM1G4W06"",""sender"":{""id"":""01HW66HB1DF9Q7QSWX9ZTK3TKP"",""name"":""player 2""}},{""text"":""I think the population is 96% rabbits"",""likes"":{},""time"":1713900414136,""round"":1,""recipient"":""01HW66EKJSHK1TDTA8J6QYSN48"",""sender"":{""id"":""01HW66KZZ28TB65M259NA81579"",""name"":""player 3""}},{""text"":""I think the population is 78% rabbits"",""likes"":{},""time"":1713900435733,""round"":2,""recipient"":""01HW66KZZ28TB65M259NA81579"",""sender"":{""id"":""01HW66P01JA1T3HXTJWM1G4W06"",""name"":""player 4""}},{""text"":""I think the population is 27% rabbits"",""likes"":{},""time"":1713900436532,""round"":2,""recipient"":""01HW66HB1DF9Q7QSWX9ZTK3TKP"",""sender"":{""id"":""01HW66KZZ28TB65M259NA81579"",""name"":""player 3""}},{""text"":""I think the population is 75% rabbits"",""likes"":{},""time"":1713900463892,""round"":3,""recipient"":""01HW66EKJSHK1TDTA8J6QYSN48"",""sender"":{""id"":""01HW66P01JA1T3HXTJWM1G4W06"",""name"":""player 4""}},{""text"":""I think the population is 27% rabbits"",""likes"":{},""time"":1713900466117,""round"":3,""recipient"":""01HW66P01JA1T3HXTJWM1G4W06"",""sender"":{""id"":""01HW66KZZ28TB65M259NA81579"",""name"":""player 3""}},{""text"":""I think the population is 50% rabbits"",""likes"":{},""time"":1713900478600,""round"":3,""recipient"":""01HW66KZZ28TB65M259NA81579"",""sender"":{""id"":""01HW66HB1DF9Q7QSWX9ZTK3TKP"",""name"":""player 2""}},{""text"":""I think the population is 57% rabbits"",""likes"":{},""time"":1713900498434,""round"":4,""recipient"":""01HW66HB1DF9Q7QSWX9ZTK3TKP"",""sender"":{""id"":""01HW66P01JA1T3HXTJWM1G4W06"",""name"":""player 4""}},{""text"":""I think the population is 33% rabbits"",""likes"":{},""time"":1713900496987,""round"":4,""recipient"":""01HW66EKJSHK1TDTA8J6QYSN48"",""sender"":{""id"":""01HW66KZZ28TB65M259NA81579"",""name"":""player 3""}},{""text"":""I think the population is 49% rabbits"",""likes"":{},""time"":1713900509604,""round"":4,""recipient"":""01HW66P01JA1T3HXTJWM1G4W06"",""sender"":{""id"":""01HW66HB1DF9Q7QSWX9ZTK3TKP"",""name"":""player 2""}},{""text"":""I think the population is 63% rabbits"",""likes"":{},""time"":1713900521667,""round"":5,""recipient"":""01HW66KZZ28TB65M259NA81579"",""sender"":{""id"":""01HW66P01JA1T3HXTJWM1G4W06"",""name"":""player 4""}},{""text"":""I think the population is 50% rabbits"",""likes"":{},""time"":1713900525112,""round"":5,""recipient"":""01HW66EKJSHK1TDTA8J6QYSN48"",""sender"":{""id"":""01HW66HB1DF9Q7QSWX9ZTK3TKP"",""name"":""player 2""}},{""text"":""I think the population is 62% rabbits"",""likes"":{},""time"":1713900525361,""round"":5,""recipient"":""01HW66HB1DF9Q7QSWX9ZTK3TKP"",""sender"":{""id"":""01HW66KZZ28TB65M259NA81579"",""name"":""player 3""}},{""text"":""I think the population is 57% rabbits"",""likes"":{},""time"":1713900535614,""round"":6,""recipient"":""01HW66EKJSHK1TDTA8J6QYSN48"",""sender"":{""id"":""01HW66P01JA1T3HXTJWM1G4W06"",""name"":""player 4""}},{""text"":""I think the population is 62% rabbits"",""likes"":{},""time"":1713900539857,""round"":6,""recipient"":""01HW66KZZ28TB65M259NA81579"",""sender"":{""id"":""01HW66HB1DF9Q7QSWX9ZTK3TKP"",""name"":""player 2""}},{""text"":""I think the population is 32% rabbits"",""likes"":{},""time"":1713900539509,""round"":6,""recipient"":""01HW66P01JA1T3HXTJWM1G4W06"",""sender"":{""id"":""01HW66KZZ28TB65M259NA81579"",""name"":""player 3""}},{""text"":""I think the population is 58% rabbits"",""likes"":{},""time"":1713900551293,""round"":7,""recipient"":""01HW66HB1DF9Q7QSWX9ZTK3TKP"",""sender"":{""id"":""01HW66P01JA1T3HXTJWM1G4W06"",""name"":""player 4""}},{""text"":""I think the population is 68% rabbits"",""likes"":{},""time"":1713900556678,""round"":7,""recipient"":""01HW66P01JA1T3HXTJWM1G4W06"",""sender"":{""id"":""01HW66HB1DF9Q7QSWX9ZTK3TKP"",""name"":""player 2""}},{""text"":""I think the population is 25% rabbits"",""likes"":{},""time"":1713900555101,""round"":7,""recipient"":""01HW66EKJSHK1TDTA8J6QYSN48"",""sender"":{""id"":""01HW66KZZ28TB65M259NA81579"",""name"":""player 3""}},{""text"":""I think the population is 69% rabbits"",""likes"":{},""time"":1713900567399,""round"":8,""recipient"":""01HW66KZZ28TB65M259NA81579"",""sender"":{""id"":""01HW66P01JA1T3HXTJWM1G4W06"",""name"":""player 4""}},{""text"":""I think the population is 62% rabbits"",""likes"":{},""time"":1713900567594,""round"":8,""recipient"":""01HW66EKJSHK1TDTA8J6QYSN48"",""sender"":{""id"":""01HW66HB1DF9Q7QSWX9ZTK3TKP"",""name"":""player 2""}},{""text"":""I think the population is 71% rabbits"",""likes"":{},""time"":1713900569772,""round"":8,""recipient"":""01HW66HB1DF9Q7QSWX9ZTK3TKP"",""sender"":{""id"":""01HW66KZZ28TB65M259NA81579"",""name"":""player 3""}},{""text"":""I think the population is 68% rabbits"",""likes"":{},""time"":1713900582965,""round"":9,""recipient"":""01HW66KZZ28TB65M259NA81579"",""sender"":{""id"":""01HW66HB1DF9Q7QSWX9ZTK3TKP"",""name"":""player 2""}},{""text"":""I think the population is 73% rabbits"",""likes"":{},""time"":1713900581691,""round"":9,""recipient"":""01HW66P01JA1T3HXTJWM1G4W06"",""sender"":{""id"":""01HW66KZZ28TB65M259NA81579"",""name"":""player 3""}},{""text"":""I think the population is 70% rabbits"",""likes"":{},""time"":1713900588630,""round"":9,""recipient"":""01HW66EKJSHK1TDTA8J6QYSN48"",""sender"":{""id"":""01HW66P01JA1T3HXTJWM1G4W06"",""name"":""player 4""}},{""text"":""I think the population is 73% rabbits"",""likes"":{},""time"":1713900595499,""round"":10,""recipient"":""01HW66HB1DF9Q7QSWX9ZTK3TKP"",""sender"":{""id"":""01HW66P01JA1T3HXTJWM1G4W06"",""name"":""player 4""}},{""text"":""I think the population is 68% rabbits"",""likes"":{},""time"":1713900596165,""round"":10,""recipient"":""01HW66P01JA1T3HXTJWM1G4W06"",""sender"":{""id"":""01HW66HB1DF9Q7QSWX9ZTK3TKP"",""name"":""player 2""}},{""text"":""I think the population is 25% rabbits"",""likes"":{},""time"":1713900594749,""round"":10,""recipient"":""01HW66EKJSHK1TDTA8J6QYSN48"",""sender"":{""id"":""01HW66KZZ28TB65M259NA81579"",""name"":""player 3""}},{""text"":""I think the population is 72% rabbits"",""likes"":{},""time"":1713900606006,""round"":11,""recipient"":""01HW66EKJSHK1TDTA8J6QYSN48"",""sender"":{""id"":""01HW66HB1DF9Q7QSWX9ZTK3TKP"",""name"":""player 2""}},{""text"":""I think the population is 70% rabbits"",""likes"":{},""time"":1713900609039,""round"":11,""recipient"":""01HW66KZZ28TB65M259NA81579"",""sender"":{""id"":""01HW66P01JA1T3HXTJWM1G4W06"",""name"":""player 4""}},{""text"":""I think the population is 25% rabbits"",""likes"":{},""time"":1713900605424,""round"":11,""recipient"":""01HW66HB1DF9Q7QSWX9ZTK3TKP"",""sender"":{""id"":""01HW66KZZ28TB65M259NA81579"",""name"":""player 3""}},{""text"":""I think the population is 66% rabbits"",""likes"":{},""time"":1713900616130,""round"":12,""recipient"":""01HW66EKJSHK1TDTA8J6QYSN48"",""sender"":{""id"":""01HW66P01JA1T3HXTJWM1G4W06"",""name"":""player 4""}},{""text"":""I think the population is 66% rabbits"",""likes"":{},""time"":1713900618038,""round"":12,""recipient"":""01HW66EKJSHK1TDTA8J6QYSN48"",""sender"":{""id"":""01HW66P01JA1T3HXTJWM1G4W06"",""name"":""player 4""}},{""text"":""I think the population is 62% rabbits"",""likes"":{},""time"":1713900619881,""round"":12,""recipient"":""01HW66KZZ28TB65M259NA81579"",""sender"":{""id"":""01HW66HB1DF9Q7QSWX9ZTK3TKP"",""name"":""player 2""}},{""text"":""I think the population is 39% rabbits"",""likes"":{},""time"":1713900618425,""round"":12,""recipient"":""01HW66P01JA1T3HXTJWM1G4W06"",""sender"":{""id"":""01HW66KZZ28TB65M259NA81579"",""name"":""player 3""}}]",2024-04-23T19:30:21.88081854Z,11,2024-04-23T19:26:30.703188079Z,true,2024-04-23T19:26:30.582523971Z,01HW65NTPRBDWA01CY3WJM1NSS,2024-04-23T19:07:16.074225704Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-23T19:07:16.074225704Z,rerun-slider- 0.7,2024-04-23T19:07:16.074225704Z,true,2024-04-23T19:30:21.914330444Z
01HW65R841PPFPG2G8HDNP87FZ,"{""text"":""I think the population is 98% rabbits"",""likes"":{},""time"":1713904631141,""round"":11,""recipient"":""01HW6AA6DRM3FQT9GS2YBZGC53"",""sender"":{""id"":""01HW6AAEDA3F7ZV0Y1PG3APPFR"",""name"":""player 3""}}",2024-04-23T20:37:11.870586359Z,end of game,2024-04-23T20:37:28.930441715Z,ended,2024-04-23T20:37:28.930441715Z,01HW6AD4H8823VBA3T12FZEYZQ,2024-04-23T20:29:54.095404698Z,01HW65R84GK1829FMHQQRQGMZT,2024-04-23T19:08:35.34810597Z,,2024-04-23T20:37:28.825750761Z,"[{""text"":""I think the population is 49% rabbits"",""likes"":{},""time"":1713904384243,""round"":1,""recipient"":""01HW6ADC4S1CZKSA1F9N8XC3P9"",""sender"":{""id"":""01HW6AA6DRM3FQT9GS2YBZGC53"",""name"":""player 2""}},{""text"":""I think the population is 38% rabbits"",""likes"":{},""time"":1713904391750,""round"":1,""recipient"":""01HW6AA6DRM3FQT9GS2YBZGC53"",""sender"":{""id"":""01HW6ADC4S1CZKSA1F9N8XC3P9"",""name"":""player 4""}},{""text"":""I think the population is 49% rabbits"",""likes"":{},""time"":1713904392320,""round"":1,""recipient"":""01HW6ADC4S1CZKSA1F9N8XC3P9"",""sender"":{""id"":""01HW6AA6DRM3FQT9GS2YBZGC53"",""name"":""player 2""}},{""text"":""I think the population is 53% rabbits"",""likes"":{},""time"":1713904395079,""round"":1,""recipient"":""01HW6A8YHSRKAPENVRHV529656"",""sender"":{""id"":""01HW6AAEDA3F7ZV0Y1PG3APPFR"",""name"":""player 3""}},{""text"":""I think the population is 38% rabbits"",""likes"":{},""time"":1713904401054,""round"":1,""recipient"":""01HW6AA6DRM3FQT9GS2YBZGC53"",""sender"":{""id"":""01HW6ADC4S1CZKSA1F9N8XC3P9"",""name"":""player 4""}},{""text"":""I think the population is 52% rabbits"",""likes"":{},""time"":1713904410296,""round"":2,""recipient"":""01HW6AA6DRM3FQT9GS2YBZGC53"",""sender"":{""id"":""01HW6AAEDA3F7ZV0Y1PG3APPFR"",""name"":""player 3""}},{""text"":""I think the population is 41% rabbits"",""likes"":{},""time"":1713904417863,""round"":2,""recipient"":""01HW6AAEDA3F7ZV0Y1PG3APPFR"",""sender"":{""id"":""01HW6ADC4S1CZKSA1F9N8XC3P9"",""name"":""player 4""}},{""text"":""I think the population is 67% rabbits"",""likes"":{},""time"":1713904420553,""round"":2,""recipient"":""01HW6A8YHSRKAPENVRHV529656"",""sender"":{""id"":""01HW6AA6DRM3FQT9GS2YBZGC53"",""name"":""player 2""}},{""text"":""I think the population is 57% rabbits"",""likes"":{},""time"":1713904445618,""round"":3,""recipient"":""01HW6AAEDA3F7ZV0Y1PG3APPFR"",""sender"":{""id"":""01HW6AA6DRM3FQT9GS2YBZGC53"",""name"":""player 2""}},{""text"":""I think the population is 45% rabbits"",""likes"":{},""time"":1713904443964,""round"":3,""recipient"":""01HW6ADC4S1CZKSA1F9N8XC3P9"",""sender"":{""id"":""01HW6AAEDA3F7ZV0Y1PG3APPFR"",""name"":""player 3""}},{""text"":""I think the population is 45% rabbits"",""likes"":{},""time"":1713904448144,""round"":3,""recipient"":""01HW6ADC4S1CZKSA1F9N8XC3P9"",""sender"":{""id"":""01HW6AAEDA3F7ZV0Y1PG3APPFR"",""name"":""player 3""}},{""text"":""I think the population is 45% rabbits"",""likes"":{},""time"":1713904449162,""round"":3,""recipient"":""01HW6ADC4S1CZKSA1F9N8XC3P9"",""sender"":{""id"":""01HW6AAEDA3F7ZV0Y1PG3APPFR"",""name"":""player 3""}},{""text"":""I think the population is 45% rabbits"",""likes"":{},""time"":1713904449481,""round"":3,""recipient"":""01HW6ADC4S1CZKSA1F9N8XC3P9"",""sender"":{""id"":""01HW6AAEDA3F7ZV0Y1PG3APPFR"",""name"":""player 3""}},{""text"":""I think the population is 42% rabbits"",""likes"":{},""time"":1713904454034,""round"":3,""recipient"":""01HW6A8YHSRKAPENVRHV529656"",""sender"":{""id"":""01HW6ADC4S1CZKSA1F9N8XC3P9"",""name"":""player 4""}},{""text"":""I think the population is 31% rabbits"",""likes"":{},""time"":1713904453800,""round"":3,""recipient"":""01HW6AA6DRM3FQT9GS2YBZGC53"",""sender"":{""id"":""01HW6A8YHSRKAPENVRHV529656"",""name"":""player 1""}},{""text"":""I think the population is 100% rabbits"",""likes"":{},""time"":1713904460505,""round"":4,""recipient"":""01HW6A8YHSRKAPENVRHV529656"",""sender"":{""id"":""01HW6AAEDA3F7ZV0Y1PG3APPFR"",""name"":""player 3""}},{""text"":""I think the population is 64% rabbits"",""likes"":{},""time"":1713904468341,""round"":4,""recipient"":""01HW6ADC4S1CZKSA1F9N8XC3P9"",""sender"":{""id"":""01HW6AA6DRM3FQT9GS2YBZGC53"",""name"":""player 2""}},{""text"":""I think the population is 47% rabbits"",""likes"":{},""time"":1713904471479,""round"":4,""recipient"":""01HW6AA6DRM3FQT9GS2YBZGC53"",""sender"":{""id"":""01HW6ADC4S1CZKSA1F9N8XC3P9"",""name"":""player 4""}},{""text"":""I think the population is 26% rabbits"",""likes"":{},""time"":1713904482289,""round"":4,""recipient"":""01HW6AAEDA3F7ZV0Y1PG3APPFR"",""sender"":{""id"":""01HW6A8YHSRKAPENVRHV529656"",""name"":""player 1""}},{""text"":""I think the population is 61% rabbits"",""likes"":{},""time"":1713904492027,""round"":5,""recipient"":""01HW6A8YHSRKAPENVRHV529656"",""sender"":{""id"":""01HW6AA6DRM3FQT9GS2YBZGC53"",""name"":""player 2""}},{""text"":""I think the population is 100% rabbits"",""likes"":{},""time"":1713904494205,""round"":5,""recipient"":""01HW6AA6DRM3FQT9GS2YBZGC53"",""sender"":{""id"":""01HW6AAEDA3F7ZV0Y1PG3APPFR"",""name"":""player 3""}},{""text"":""I think the population is 43% rabbits"",""likes"":{},""time"":1713904498780,""round"":5,""recipient"":""01HW6AAEDA3F7ZV0Y1PG3APPFR"",""sender"":{""id"":""01HW6ADC4S1CZKSA1F9N8XC3P9"",""name"":""player 4""}},{""text"":""I think the population is 19% rabbits"",""likes"":{},""time"":1713904513321,""round"":5,""recipient"":""01HW6ADC4S1CZKSA1F9N8XC3P9"",""sender"":{""id"":""01HW6A8YHSRKAPENVRHV529656"",""name"":""player 1""}},{""text"":""I think the population is 62% rabbits"",""likes"":{},""time"":1713904525020,""round"":6,""recipient"":""01HW6AAEDA3F7ZV0Y1PG3APPFR"",""sender"":{""id"":""01HW6AA6DRM3FQT9GS2YBZGC53"",""name"":""player 2""}},{""text"":""I think the population is 100% rabbits"",""likes"":{},""time"":1713904526519,""round"":6,""recipient"":""01HW6ADC4S1CZKSA1F9N8XC3P9"",""sender"":{""id"":""01HW6AAEDA3F7ZV0Y1PG3APPFR"",""name"":""player 3""}},{""text"":""I think the population is 100% rabbits"",""likes"":{},""time"":1713904525289,""round"":6,""recipient"":""01HW6ADC4S1CZKSA1F9N8XC3P9"",""sender"":{""id"":""01HW6AAEDA3F7ZV0Y1PG3APPFR"",""name"":""player 3""}},{""text"":""I think the population is 100% rabbits"",""likes"":{},""time"":1713904523426,""round"":6,""recipient"":""01HW6ADC4S1CZKSA1F9N8XC3P9"",""sender"":{""id"":""01HW6AAEDA3F7ZV0Y1PG3APPFR"",""name"":""player 3""}},{""text"":""I think the population is 42% rabbits"",""likes"":{},""time"":1713904531219,""round"":6,""recipient"":""01HW6A8YHSRKAPENVRHV529656"",""sender"":{""id"":""01HW6ADC4S1CZKSA1F9N8XC3P9"",""name"":""player 4""}},{""text"":""I think the population is 23% rabbits"",""likes"":{},""time"":1713904533629,""round"":6,""recipient"":""01HW6AA6DRM3FQT9GS2YBZGC53"",""sender"":{""id"":""01HW6A8YHSRKAPENVRHV529656"",""name"":""player 1""}},{""text"":""I think the population is 100% rabbits"",""likes"":{},""time"":1713904542734,""round"":7,""recipient"":""01HW6A8YHSRKAPENVRHV529656"",""sender"":{""id"":""01HW6AAEDA3F7ZV0Y1PG3APPFR"",""name"":""player 3""}},{""text"":""I think the population is 31% rabbits"",""likes"":{},""time"":1713904546474,""round"":7,""recipient"":""01HW6AAEDA3F7ZV0Y1PG3APPFR"",""sender"":{""id"":""01HW6A8YHSRKAPENVRHV529656"",""name"":""player 1""}},{""text"":""I think the population is 46% rabbits"",""likes"":{},""time"":1713904549950,""round"":7,""recipient"":""01HW6AA6DRM3FQT9GS2YBZGC53"",""sender"":{""id"":""01HW6ADC4S1CZKSA1F9N8XC3P9"",""name"":""player 4""}},{""text"":""I think the population is 39% rabbits"",""likes"":{},""time"":1713904552122,""round"":7,""recipient"":""01HW6ADC4S1CZKSA1F9N8XC3P9"",""sender"":{""id"":""01HW6AA6DRM3FQT9GS2YBZGC53"",""name"":""player 2""}},{""text"":""I think the population is 40% rabbits"",""likes"":{},""time"":1713904565660,""round"":8,""recipient"":""01HW6AAEDA3F7ZV0Y1PG3APPFR"",""sender"":{""id"":""01HW6ADC4S1CZKSA1F9N8XC3P9"",""name"":""player 4""}},{""text"":""I think the population is 46% rabbits"",""likes"":{},""time"":1713904572098,""round"":8,""recipient"":""01HW6A8YHSRKAPENVRHV529656"",""sender"":{""id"":""01HW6AA6DRM3FQT9GS2YBZGC53"",""name"":""player 2""}},{""text"":""I think the population is 100% rabbits"",""likes"":{},""time"":1713904573055,""round"":8,""recipient"":""01HW6AA6DRM3FQT9GS2YBZGC53"",""sender"":{""id"":""01HW6AAEDA3F7ZV0Y1PG3APPFR"",""name"":""player 3""}},{""text"":""I think the population is 100% rabbits"",""likes"":{},""time"":1713904573627,""round"":8,""recipient"":""01HW6AA6DRM3FQT9GS2YBZGC53"",""sender"":{""id"":""01HW6AAEDA3F7ZV0Y1PG3APPFR"",""name"":""player 3""}},{""text"":""I think the population is 100% rabbits"",""likes"":{},""time"":1713904575148,""round"":8,""recipient"":""01HW6AA6DRM3FQT9GS2YBZGC53"",""sender"":{""id"":""01HW6AAEDA3F7ZV0Y1PG3APPFR"",""name"":""player 3""}},{""text"":""I think the population is 26% rabbits"",""likes"":{},""time"":1713904576066,""round"":8,""recipient"":""01HW6ADC4S1CZKSA1F9N8XC3P9"",""sender"":{""id"":""01HW6A8YHSRKAPENVRHV529656"",""name"":""player 1""}},{""text"":""I think the population is 26% rabbits"",""likes"":{},""time"":1713904576465,""round"":8,""recipient"":""01HW6ADC4S1CZKSA1F9N8XC3P9"",""sender"":{""id"":""01HW6A8YHSRKAPENVRHV529656"",""name"":""player 1""}},{""text"":""I think the population is 41% rabbits"",""likes"":{},""time"":1713904587367,""round"":9,""recipient"":""01HW6AAEDA3F7ZV0Y1PG3APPFR"",""sender"":{""id"":""01HW6AA6DRM3FQT9GS2YBZGC53"",""name"":""player 2""}},{""text"":""I think the population is 47% rabbits"",""likes"":{},""time"":1713904588079,""round"":9,""recipient"":""01HW6A8YHSRKAPENVRHV529656"",""sender"":{""id"":""01HW6ADC4S1CZKSA1F9N8XC3P9"",""name"":""player 4""}},{""text"":""I think the population is 97% rabbits"",""likes"":{},""time"":1713904594965,""round"":9,""recipient"":""01HW6ADC4S1CZKSA1F9N8XC3P9"",""sender"":{""id"":""01HW6AAEDA3F7ZV0Y1PG3APPFR"",""name"":""player 3""}},{""text"":""I think the population is 32% rabbits"",""likes"":{},""time"":1713904606312,""round"":9,""recipient"":""01HW6AA6DRM3FQT9GS2YBZGC53"",""sender"":{""id"":""01HW6A8YHSRKAPENVRHV529656"",""name"":""player 1""}},{""text"":""I think the population is 32% rabbits"",""likes"":{},""time"":1713904606519,""round"":9,""recipient"":""01HW6AA6DRM3FQT9GS2YBZGC53"",""sender"":{""id"":""01HW6A8YHSRKAPENVRHV529656"",""name"":""player 1""}},{""text"":""I think the population is 34% rabbits"",""likes"":{},""time"":1713904616803,""round"":10,""recipient"":""01HW6ADC4S1CZKSA1F9N8XC3P9"",""sender"":{""id"":""01HW6AA6DRM3FQT9GS2YBZGC53"",""name"":""player 2""}},{""text"":""I think the population is 100% rabbits"",""likes"":{},""time"":1713904614974,""round"":10,""recipient"":""01HW6A8YHSRKAPENVRHV529656"",""sender"":{""id"":""01HW6AAEDA3F7ZV0Y1PG3APPFR"",""name"":""player 3""}},{""text"":""I think the population is 44% rabbits"",""likes"":{},""time"":1713904617387,""round"":10,""recipient"":""01HW6AA6DRM3FQT9GS2YBZGC53"",""sender"":{""id"":""01HW6ADC4S1CZKSA1F9N8XC3P9"",""name"":""player 4""}},{""text"":""I think the population is 33% rabbits"",""likes"":{},""time"":1713904617865,""round"":10,""recipient"":""01HW6AAEDA3F7ZV0Y1PG3APPFR"",""sender"":{""id"":""01HW6A8YHSRKAPENVRHV529656"",""name"":""player 1""}},{""text"":""I think the population is 36% rabbits"",""likes"":{},""time"":1713904626438,""round"":11,""recipient"":""01HW6A8YHSRKAPENVRHV529656"",""sender"":{""id"":""01HW6AA6DRM3FQT9GS2YBZGC53"",""name"":""player 2""}},{""text"":""I think the population is 98% rabbits"",""likes"":{},""time"":1713904631141,""round"":11,""recipient"":""01HW6AA6DRM3FQT9GS2YBZGC53"",""sender"":{""id"":""01HW6AAEDA3F7ZV0Y1PG3APPFR"",""name"":""player 3""}},{""text"":""I think the population is 30% rabbits"",""likes"":{},""time"":1713904631877,""round"":11,""recipient"":""01HW6ADC4S1CZKSA1F9N8XC3P9"",""sender"":{""id"":""01HW6A8YHSRKAPENVRHV529656"",""name"":""player 1""}},{""text"":""I think the population is 44% rabbits"",""likes"":{},""time"":1713904634022,""round"":11,""recipient"":""01HW6AAEDA3F7ZV0Y1PG3APPFR"",""sender"":{""id"":""01HW6ADC4S1CZKSA1F9N8XC3P9"",""name"":""player 4""}},{""text"":""I think the population is 32% rabbits"",""likes"":{},""time"":1713904640874,""round"":12,""recipient"":""01HW6AAEDA3F7ZV0Y1PG3APPFR"",""sender"":{""id"":""01HW6AA6DRM3FQT9GS2YBZGC53"",""name"":""player 2""}},{""text"":""I think the population is 98% rabbits"",""likes"":{},""time"":1713904638845,""round"":12,""recipient"":""01HW6ADC4S1CZKSA1F9N8XC3P9"",""sender"":{""id"":""01HW6AAEDA3F7ZV0Y1PG3APPFR"",""name"":""player 3""}},{""text"":""I think the population is 26% rabbits"",""likes"":{},""time"":1713904639944,""round"":12,""recipient"":""01HW6AA6DRM3FQT9GS2YBZGC53"",""sender"":{""id"":""01HW6A8YHSRKAPENVRHV529656"",""name"":""player 1""}},{""text"":""I think the population is 43% rabbits"",""likes"":{},""time"":1713904649966,""round"":12,""recipient"":""01HW6A8YHSRKAPENVRHV529656"",""sender"":{""id"":""01HW6ADC4S1CZKSA1F9N8XC3P9"",""name"":""player 4""}}]",2024-04-23T20:37:28.625968663Z,11,2024-04-23T20:32:46.023386992Z,true,2024-04-23T20:32:44.77736604Z,01HW65R83QJWTB0B70Q0BDJBZC,2024-04-23T19:08:35.329818243Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-23T19:08:35.329818243Z,rerun-slider- 0.7,2024-04-23T19:08:35.329818243Z,true,2024-04-23T20:37:28.825750761Z
