id,batchID,batchIDLastChangedAt,gameID,gameIDLastChangedAt,roundID,roundIDLastChangedAt,stageID,stageIDLastChangedAt,playerID,playerIDLastChangedAt,guess,guessLastChangedAt,confidence,confidenceLastChangedAt,submit,submitLastChangedAt
01HW68V6PZY02Q1Q04CVKBC10Z,01HW65RG34XAN2X81CGMMGV3HP,2024-04-23T20:02:37.919892093Z,01HW65RG3DMD8FH11D8CEF8E21,2024-04-23T20:02:37.919892093Z,01HW68N0EWR76G5ZD28HFGM0YH,2024-04-23T20:02:37.919892093Z,01HW68N0WDKED7AA4PCDP4BPT7,2024-04-23T20:02:37.919892093Z,01HW68H4DN99QW20XZ2YNKZBNY,2024-04-23T20:02:37.919892093Z,67,2024-04-23T20:02:48.674458744Z,78,2024-04-23T20:02:48.658267473Z,true,2024-04-23T20:02:48.701315783Z
01HW68VHDZ2CBA39868PYEM86V,01HW65RG34XAN2X81CGMMGV3HP,2024-04-23T20:02:48.895185042Z,01HW65RG3DMD8FH11D8CEF8E21,2024-04-23T20:02:48.895185042Z,01HW68N0FCK16V7TGVR1KS6C3Z,2024-04-23T20:02:48.895185042Z,01HW68N0WWQYMYPKSMCZ0GERNM,2024-04-23T20:02:48.895185042Z,01HW68F2MZEWXTEVH1SY8A3DAN,2024-04-23T20:02:48.895185042Z,50,2024-04-23T20:03:00.736074642Z,66,2024-04-23T20:03:00.758691127Z,true,2024-04-23T20:03:00.768433067Z
01HW68VHEE9AJBV5YDG42V5TAT,01HW65RG34XAN2X81CGMMGV3HP,2024-04-23T20:02:48.910998511Z,01HW65RG3DMD8FH11D8CEF8E21,2024-04-23T20:02:48.910998511Z,01HW68N0FCK16V7TGVR1KS6C3Z,2024-04-23T20:02:48.910998511Z,01HW68N0WWQYMYPKSMCZ0GERNM,2024-04-23T20:02:48.910998511Z,01HW68GCQHAS5DJ2SYZN355856,2024-04-23T20:02:48.910998511Z,80,2024-04-23T20:03:01.616421101Z,65,2024-04-23T20:03:01.606552041Z,true,2024-04-23T20:03:01.640255637Z
01HW68VHEW0M5W7PGYFPE1N1Q9,01HW65RG34XAN2X81CGMMGV3HP,2024-04-23T20:02:48.924440622Z,01HW65RG3DMD8FH11D8CEF8E21,2024-04-23T20:02:48.924440622Z,01HW68N0FCK16V7TGVR1KS6C3Z,2024-04-23T20:02:48.924440622Z,01HW68N0WWQYMYPKSMCZ0GERNM,2024-04-23T20:02:48.924440622Z,01HW68GH15HEQXFG27Y4TPG9FP,2024-04-23T20:02:48.924440622Z,82,2024-04-23T20:03:01.575718889Z,85,2024-04-23T20:03:01.555570909Z,true,2024-04-23T20:03:01.596697312Z
01HW68VHFCF7SWS6A8GR9REK63,01HW65RG34XAN2X81CGMMGV3HP,2024-04-23T20:02:48.940216654Z,01HW65RG3DMD8FH11D8CEF8E21,2024-04-23T20:02:48.940216654Z,01HW68N0FCK16V7TGVR1KS6C3Z,2024-04-23T20:02:48.940216654Z,01HW68N0WWQYMYPKSMCZ0GERNM,2024-04-23T20:02:48.940216654Z,01HW68H4DN99QW20XZ2YNKZBNY,2024-04-23T20:02:48.940216654Z,75,2024-04-23T20:02:59.258618788Z,77,2024-04-23T20:02:59.267069473Z,true,2024-04-23T20:02:59.296186807Z
01HW68VY37ZNDSHYAYN365AD2K,01HW65RG34XAN2X81CGMMGV3HP,2024-04-23T20:03:01.86339371Z,01HW65RG3DMD8FH11D8CEF8E21,2024-04-23T20:03:01.86339371Z,01HW68N0FNVNF2NT31V6CPXWG3,2024-04-23T20:03:01.86339371Z,01HW68N0Z0B2G6QXN69W76ANC5,2024-04-23T20:03:01.86339371Z,01HW68F2MZEWXTEVH1SY8A3DAN,2024-04-23T20:03:01.86339371Z,50,2024-04-23T20:03:18.177789756Z,72,2024-04-23T20:03:18.20203108Z,true,2024-04-23T20:03:18.22927799Z
01HW68VY3N432HC84477SVSREN,01HW65RG34XAN2X81CGMMGV3HP,2024-04-23T20:03:01.877853037Z,01HW65RG3DMD8FH11D8CEF8E21,2024-04-23T20:03:01.877853037Z,01HW68N0FNVNF2NT31V6CPXWG3,2024-04-23T20:03:01.877853037Z,01HW68N0Z0B2G6QXN69W76ANC5,2024-04-23T20:03:01.877853037Z,01HW68GCQHAS5DJ2SYZN355856,2024-04-23T20:03:01.877853037Z,85,2024-04-23T20:03:12.843355776Z,66,2024-04-23T20:03:12.855623618Z,true,2024-04-23T20:03:12.866468572Z
01HW68VY47X6NHJ9WQQ5RKVM2J,01HW65RG34XAN2X81CGMMGV3HP,2024-04-23T20:03:01.89548503Z,01HW65RG3DMD8FH11D8CEF8E21,2024-04-23T20:03:01.89548503Z,01HW68N0FNVNF2NT31V6CPXWG3,2024-04-23T20:03:01.89548503Z,01HW68N0Z0B2G6QXN69W76ANC5,2024-04-23T20:03:01.89548503Z,01HW68GH15HEQXFG27Y4TPG9FP,2024-04-23T20:03:01.89548503Z,85,2024-04-23T20:03:10.795587882Z,85,2024-04-23T20:03:10.813832673Z,true,2024-04-23T20:03:10.834730899Z
01HW68VY4PRNGP8T9D4BH87MAM,01HW65RG34XAN2X81CGMMGV3HP,2024-04-23T20:03:01.910330729Z,01HW65RG3DMD8FH11D8CEF8E21,2024-04-23T20:03:01.910330729Z,01HW68N0FNVNF2NT31V6CPXWG3,2024-04-23T20:03:01.910330729Z,01HW68N0Z0B2G6QXN69W76ANC5,2024-04-23T20:03:01.910330729Z,01HW68H4DN99QW20XZ2YNKZBNY,2024-04-23T20:03:01.910330729Z,50,2024-04-23T20:03:10.781412771Z,100,2024-04-23T20:03:10.743163078Z,true,2024-04-23T20:03:11.166665339Z
01HW68XVSBTHP37GTDGP6CKY88,01HW68HH5XC8V2EG0C6BRZEJ13,2024-04-23T20:04:05.035356224Z,01HW68HH6SBW3MFSFTFK9Y26EH,2024-04-23T20:04:05.035356224Z,01HW68XSPTY4WGRCTNQYZSPNPR,2024-04-23T20:04:05.035356224Z,01HW68XT87Q6DT231CXAVQVXMQ,2024-04-23T20:04:05.035356224Z,01HW68PDR4WHE0XFRN06FGSETW,2024-04-23T20:04:05.035356224Z,,,,,,
01HW68XVSY9F810R0MWRMX1QSC,01HW68HH5XC8V2EG0C6BRZEJ13,2024-04-23T20:04:05.054173951Z,01HW68HH6SBW3MFSFTFK9Y26EH,2024-04-23T20:04:05.054173951Z,01HW68XSPTY4WGRCTNQYZSPNPR,2024-04-23T20:04:05.054173951Z,01HW68XT87Q6DT231CXAVQVXMQ,2024-04-23T20:04:05.054173951Z,01HW68QQZB3MJNEHZGKKZFPRV3,2024-04-23T20:04:05.054173951Z,63,2024-04-23T20:04:28.554432734Z,68,2024-04-23T20:04:28.535967843Z,true,2024-04-23T20:04:28.742631599Z
01HW68XVTG8DFD1K63Z0EAWC6V,01HW68HH5XC8V2EG0C6BRZEJ13,2024-04-23T20:04:05.07253418Z,01HW68HH6SBW3MFSFTFK9Y26EH,2024-04-23T20:04:05.07253418Z,01HW68XSPTY4WGRCTNQYZSPNPR,2024-04-23T20:04:05.07253418Z,01HW68XT87Q6DT231CXAVQVXMQ,2024-04-23T20:04:05.07253418Z,01HW68T2DBPVD6YN3XMCY967MH,2024-04-23T20:04:05.07253418Z,100,2024-04-23T20:04:20.190986488Z,74,2024-04-23T20:04:20.181508454Z,true,2024-04-23T20:04:20.199797031Z
01HW68XVV3NSSCC1GFVG8EFZ49,01HW68HH5XC8V2EG0C6BRZEJ13,2024-04-23T20:04:05.091092362Z,01HW68HH6SBW3MFSFTFK9Y26EH,2024-04-23T20:04:05.091092362Z,01HW68XSPTY4WGRCTNQYZSPNPR,2024-04-23T20:04:05.091092362Z,01HW68XT87Q6DT231CXAVQVXMQ,2024-04-23T20:04:05.091092362Z,01HW68W3ZYP1ETK6DTGD5356YW,2024-04-23T20:04:05.091092362Z,80,2024-04-23T20:04:28.476549657Z,94,2024-04-23T20:04:28.46542797Z,true,2024-04-23T20:04:28.635347585Z
01HW68YK6JG3B2HXF486D84MFW,01HW68HH5XC8V2EG0C6BRZEJ13,2024-04-23T20:04:29.01021178Z,01HW68HH6SBW3MFSFTFK9Y26EH,2024-04-23T20:04:29.01021178Z,01HW68XSQG32V2T9QQ91KZTNT1,2024-04-23T20:04:29.01021178Z,01HW68XTEZGZS80QJDCCR99T8H,2024-04-23T20:04:29.01021178Z,01HW68PDR4WHE0XFRN06FGSETW,2024-04-23T20:04:29.01021178Z,,,,,,
01HW68YK7ADMCGAQ3HYQ09VQW4,01HW68HH5XC8V2EG0C6BRZEJ13,2024-04-23T20:04:29.034805962Z,01HW68HH6SBW3MFSFTFK9Y26EH,2024-04-23T20:04:29.034805962Z,01HW68XSQG32V2T9QQ91KZTNT1,2024-04-23T20:04:29.034805962Z,01HW68XTEZGZS80QJDCCR99T8H,2024-04-23T20:04:29.034805962Z,01HW68QQZB3MJNEHZGKKZFPRV3,2024-04-23T20:04:29.034805962Z,73,2024-04-23T20:04:42.546266833Z,72,2024-04-23T20:04:42.565646647Z,true,2024-04-23T20:04:42.556428476Z
01HW68YK80N4PJ3B6A53022YQB,01HW68HH5XC8V2EG0C6BRZEJ13,2024-04-23T20:04:29.056265755Z,01HW68HH6SBW3MFSFTFK9Y26EH,2024-04-23T20:04:29.056265755Z,01HW68XSQG32V2T9QQ91KZTNT1,2024-04-23T20:04:29.056265755Z,01HW68XTEZGZS80QJDCCR99T8H,2024-04-23T20:04:29.056265755Z,01HW68T2DBPVD6YN3XMCY967MH,2024-04-23T20:04:29.056265755Z,100,2024-04-23T20:04:38.395082441Z,81,2024-04-23T20:04:38.404111965Z,true,2024-04-23T20:04:38.421362599Z
01HW68YK8NTJSPYTN8PJZZ15FE,01HW68HH5XC8V2EG0C6BRZEJ13,2024-04-23T20:04:29.078007082Z,01HW68HH6SBW3MFSFTFK9Y26EH,2024-04-23T20:04:29.078007082Z,01HW68XSQG32V2T9QQ91KZTNT1,2024-04-23T20:04:29.078007082Z,01HW68XTEZGZS80QJDCCR99T8H,2024-04-23T20:04:29.078007082Z,01HW68W3ZYP1ETK6DTGD5356YW,2024-04-23T20:04:29.078007082Z,85,2024-04-23T20:04:40.907322397Z,94,2024-04-23T20:04:40.916675176Z,true,2024-04-23T20:04:40.931558591Z
01HW68Z0NSJB0S0S0CB9Y06BAQ,01HW68HH5XC8V2EG0C6BRZEJ13,2024-04-23T20:04:42.80958855Z,01HW68HH6SBW3MFSFTFK9Y26EH,2024-04-23T20:04:42.80958855Z,01HW68XSQXAZKDK8G4HC0C7PW0,2024-04-23T20:04:42.80958855Z,01HW68XTJW4WBWFWEWD6M748ED,2024-04-23T20:04:42.80958855Z,01HW68PDR4WHE0XFRN06FGSETW,2024-04-23T20:04:42.80958855Z,,,,,,
01HW68Z0P8JB19PEEBEN7EFG8W,01HW68HH5XC8V2EG0C6BRZEJ13,2024-04-23T20:04:42.824732375Z,01HW68HH6SBW3MFSFTFK9Y26EH,2024-04-23T20:04:42.824732375Z,01HW68XSQXAZKDK8G4HC0C7PW0,2024-04-23T20:04:42.824732375Z,01HW68XTJW4WBWFWEWD6M748ED,2024-04-23T20:04:42.824732375Z,01HW68QQZB3MJNEHZGKKZFPRV3,2024-04-23T20:04:42.824732375Z,86,2024-04-23T20:04:54.242396728Z,58,2024-04-23T20:04:54.268591854Z,true,2024-04-23T20:04:54.286694709Z
01HW68Z0PS63T0XTY34AXSWN2X,01HW68HH5XC8V2EG0C6BRZEJ13,2024-04-23T20:04:42.841113012Z,01HW68HH6SBW3MFSFTFK9Y26EH,2024-04-23T20:04:42.841113012Z,01HW68XSQXAZKDK8G4HC0C7PW0,2024-04-23T20:04:42.841113012Z,01HW68XTJW4WBWFWEWD6M748ED,2024-04-23T20:04:42.841113012Z,01HW68T2DBPVD6YN3XMCY967MH,2024-04-23T20:04:42.841113012Z,100,2024-04-23T20:04:52.408036566Z,89,2024-04-23T20:04:52.423789911Z,true,2024-04-23T20:04:52.457278793Z
01HW68Z0QACVA7QTFTMVF1SZS4,01HW68HH5XC8V2EG0C6BRZEJ13,2024-04-23T20:04:42.858499045Z,01HW68HH6SBW3MFSFTFK9Y26EH,2024-04-23T20:04:42.858499045Z,01HW68XSQXAZKDK8G4HC0C7PW0,2024-04-23T20:04:42.858499045Z,01HW68XTJW4WBWFWEWD6M748ED,2024-04-23T20:04:42.858499045Z,01HW68W3ZYP1ETK6DTGD5356YW,2024-04-23T20:04:42.858499045Z,78,2024-04-23T20:05:08.508954222Z,90,2024-04-23T20:05:08.553476762Z,true,2024-04-23T20:05:08.535542401Z
01HW68ZT101YCNGKZ5DVY71X2X,01HW68HH5XC8V2EG0C6BRZEJ13,2024-04-23T20:05:08.768492845Z,01HW68HH6SBW3MFSFTFK9Y26EH,2024-04-23T20:05:08.768492845Z,01HW68XSS36ASDX64GSXBBTF25,2024-04-23T20:05:08.768492845Z,01HW68XTNGXWHN2N6T0QFT8MJ9,2024-04-23T20:05:08.768492845Z,01HW68PDR4WHE0XFRN06FGSETW,2024-04-23T20:05:08.768492845Z,,,,,,
01HW68ZT1G06DJQC0Z0J9A430N,01HW68HH5XC8V2EG0C6BRZEJ13,2024-04-23T20:05:08.784496336Z,01HW68HH6SBW3MFSFTFK9Y26EH,2024-04-23T20:05:08.784496336Z,01HW68XSS36ASDX64GSXBBTF25,2024-04-23T20:05:08.784496336Z,01HW68XTNGXWHN2N6T0QFT8MJ9,2024-04-23T20:05:08.784496336Z,01HW68QQZB3MJNEHZGKKZFPRV3,2024-04-23T20:05:08.784496336Z,77,2024-04-23T20:05:31.006302041Z,53,2024-04-23T20:05:31.040988328Z,true,2024-04-23T20:05:31.051168496Z
01HW68ZT24RFXCX2D9590NKBFC,01HW68HH5XC8V2EG0C6BRZEJ13,2024-04-23T20:05:08.804522156Z,01HW68HH6SBW3MFSFTFK9Y26EH,2024-04-23T20:05:08.804522156Z,01HW68XSS36ASDX64GSXBBTF25,2024-04-23T20:05:08.804522156Z,01HW68XTNGXWHN2N6T0QFT8MJ9,2024-04-23T20:05:08.804522156Z,01HW68T2DBPVD6YN3XMCY967MH,2024-04-23T20:05:08.804522156Z,100,2024-04-23T20:05:14.710420998Z,100,2024-04-23T20:05:14.745594391Z,true,2024-04-23T20:05:14.770582464Z
01HW68ZT2PAA3KFNFFSNXKZ1C3,01HW68HH5XC8V2EG0C6BRZEJ13,2024-04-23T20:05:08.822658712Z,01HW68HH6SBW3MFSFTFK9Y26EH,2024-04-23T20:05:08.822658712Z,01HW68XSS36ASDX64GSXBBTF25,2024-04-23T20:05:08.822658712Z,01HW68XTNGXWHN2N6T0QFT8MJ9,2024-04-23T20:05:08.822658712Z,01HW68W3ZYP1ETK6DTGD5356YW,2024-04-23T20:05:08.822658712Z,100,2024-04-23T20:05:17.911500153Z,68,2024-04-23T20:05:17.92258518Z,true,2024-04-23T20:05:17.959083825Z
01HW690G17RTFQJ2G7PMV5FK1W,01HW68HH5XC8V2EG0C6BRZEJ13,2024-04-23T20:05:31.303840076Z,01HW68HH6SBW3MFSFTFK9Y26EH,2024-04-23T20:05:31.303840076Z,01HW68XSREBC7A56C4TBQNWCEM,2024-04-23T20:05:31.303840076Z,01HW68XTDC84K7NV5BTMJXF619,2024-04-23T20:05:31.303840076Z,01HW68PDR4WHE0XFRN06FGSETW,2024-04-23T20:05:31.303840076Z,,,,,,
01HW690G1TCTQD2FY2HT58S784,01HW68HH5XC8V2EG0C6BRZEJ13,2024-04-23T20:05:31.322321019Z,01HW68HH6SBW3MFSFTFK9Y26EH,2024-04-23T20:05:31.322321019Z,01HW68XSREBC7A56C4TBQNWCEM,2024-04-23T20:05:31.322321019Z,01HW68XTDC84K7NV5BTMJXF619,2024-04-23T20:05:31.322321019Z,01HW68QQZB3MJNEHZGKKZFPRV3,2024-04-23T20:05:31.322321019Z,86,2024-04-23T20:05:40.352140303Z,72,2024-04-23T20:05:40.363030438Z,true,2024-04-23T20:05:40.382548435Z
01HW690G29SPQPSP0FHSS6N5WR,01HW68HH5XC8V2EG0C6BRZEJ13,2024-04-23T20:05:31.337987412Z,01HW68HH6SBW3MFSFTFK9Y26EH,2024-04-23T20:05:31.337987412Z,01HW68XSREBC7A56C4TBQNWCEM,2024-04-23T20:05:31.337987412Z,01HW68XTDC84K7NV5BTMJXF619,2024-04-23T20:05:31.337987412Z,01HW68T2DBPVD6YN3XMCY967MH,2024-04-23T20:05:31.337987412Z,100,2024-04-23T20:05:36.70962676Z,100,2024-04-23T20:05:36.645759195Z,true,2024-04-23T20:05:36.661306664Z
01HW690G2TWFA8M1S0WWV8GXMA,01HW68HH5XC8V2EG0C6BRZEJ13,2024-04-23T20:05:31.35497607Z,01HW68HH6SBW3MFSFTFK9Y26EH,2024-04-23T20:05:31.35497607Z,01HW68XSREBC7A56C4TBQNWCEM,2024-04-23T20:05:31.35497607Z,01HW68XTDC84K7NV5BTMJXF619,2024-04-23T20:05:31.35497607Z,01HW68W3ZYP1ETK6DTGD5356YW,2024-04-23T20:05:31.35497607Z,77,2024-04-23T20:05:42.151835248Z,87,2024-04-23T20:05:42.14093567Z,true,2024-04-23T20:05:42.183379871Z
01HW690TWXPZ9YRPVX42NCMG3G,01HW68HH5XC8V2EG0C6BRZEJ13,2024-04-23T20:05:42.429977526Z,01HW68HH6SBW3MFSFTFK9Y26EH,2024-04-23T20:05:42.429977526Z,01HW68XST53X8QCZ20F9MMXV2C,2024-04-23T20:05:42.429977526Z,01HW68XTFTWWYFS0QSQ6XKS8B4,2024-04-23T20:05:42.429977526Z,01HW68PDR4WHE0XFRN06FGSETW,2024-04-23T20:05:42.429977526Z,,,,,,
01HW690TXEKZ373V0362BAHKV4,01HW68HH5XC8V2EG0C6BRZEJ13,2024-04-23T20:05:42.446053242Z,01HW68HH6SBW3MFSFTFK9Y26EH,2024-04-23T20:05:42.446053242Z,01HW68XST53X8QCZ20F9MMXV2C,2024-04-23T20:05:42.446053242Z,01HW68XTFTWWYFS0QSQ6XKS8B4,2024-04-23T20:05:42.446053242Z,01HW68QQZB3MJNEHZGKKZFPRV3,2024-04-23T20:05:42.446053242Z,83,2024-04-23T20:05:49.651309126Z,81,2024-04-23T20:05:49.641079002Z,true,2024-04-23T20:05:49.661219205Z
01HW690TY0V033746MG7R2SK2N,01HW68HH5XC8V2EG0C6BRZEJ13,2024-04-23T20:05:42.464718534Z,01HW68HH6SBW3MFSFTFK9Y26EH,2024-04-23T20:05:42.464718534Z,01HW68XST53X8QCZ20F9MMXV2C,2024-04-23T20:05:42.464718534Z,01HW68XTFTWWYFS0QSQ6XKS8B4,2024-04-23T20:05:42.464718534Z,01HW68T2DBPVD6YN3XMCY967MH,2024-04-23T20:05:42.464718534Z,100,2024-04-23T20:05:48.920021792Z,100,2024-04-23T20:05:48.932203025Z,true,2024-04-23T20:05:48.958373855Z
01HW690TYM0DDKGQGYM6A6JJQ9,01HW68HH5XC8V2EG0C6BRZEJ13,2024-04-23T20:05:42.484321506Z,01HW68HH6SBW3MFSFTFK9Y26EH,2024-04-23T20:05:42.484321506Z,01HW68XST53X8QCZ20F9MMXV2C,2024-04-23T20:05:42.484321506Z,01HW68XTFTWWYFS0QSQ6XKS8B4,2024-04-23T20:05:42.484321506Z,01HW68W3ZYP1ETK6DTGD5356YW,2024-04-23T20:05:42.484321506Z,76,2024-04-23T20:05:55.041467357Z,93,2024-04-23T20:05:55.059988006Z,true,2024-04-23T20:05:55.079796921Z
01HW6917F4DDJT2AAGD9ZWJ0SN,01HW68HH5XC8V2EG0C6BRZEJ13,2024-04-23T20:05:55.300814412Z,01HW68HH6SBW3MFSFTFK9Y26EH,2024-04-23T20:05:55.300814412Z,01HW68XSSNAK68D6QKV3F34BNF,2024-04-23T20:05:55.300814412Z,01HW68XTE2YYKKVMV5VQ7Y47AF,2024-04-23T20:05:55.300814412Z,01HW68PDR4WHE0XFRN06FGSETW,2024-04-23T20:05:55.300814412Z,,,,,,
01HW6917FM0EDKKG8SBZT89381,01HW68HH5XC8V2EG0C6BRZEJ13,2024-04-23T20:05:55.316900583Z,01HW68HH6SBW3MFSFTFK9Y26EH,2024-04-23T20:05:55.316900583Z,01HW68XSSNAK68D6QKV3F34BNF,2024-04-23T20:05:55.316900583Z,01HW68XTE2YYKKVMV5VQ7Y47AF,2024-04-23T20:05:55.316900583Z,01HW68QQZB3MJNEHZGKKZFPRV3,2024-04-23T20:05:55.316900583Z,79,2024-04-23T20:06:03.023445848Z,60,2024-04-23T20:06:02.987570544Z,true,2024-04-23T20:06:03.04069655Z
01HW6917G49CEY55P8G3CGC4T6,01HW68HH5XC8V2EG0C6BRZEJ13,2024-04-23T20:05:55.332539306Z,01HW68HH6SBW3MFSFTFK9Y26EH,2024-04-23T20:05:55.332539306Z,01HW68XSSNAK68D6QKV3F34BNF,2024-04-23T20:05:55.332539306Z,01HW68XTE2YYKKVMV5VQ7Y47AF,2024-04-23T20:05:55.332539306Z,01HW68T2DBPVD6YN3XMCY967MH,2024-04-23T20:05:55.332539306Z,100,2024-04-23T20:06:00.369995346Z,100,2024-04-23T20:06:00.383649694Z,true,2024-04-23T20:06:00.42949144Z
01HW6917GMWBRC3TTMSJFZJ1EP,01HW68HH5XC8V2EG0C6BRZEJ13,2024-04-23T20:05:55.348547753Z,01HW68HH6SBW3MFSFTFK9Y26EH,2024-04-23T20:05:55.348547753Z,01HW68XSSNAK68D6QKV3F34BNF,2024-04-23T20:05:55.348547753Z,01HW68XTE2YYKKVMV5VQ7Y47AF,2024-04-23T20:05:55.348547753Z,01HW68W3ZYP1ETK6DTGD5356YW,2024-04-23T20:05:55.348547753Z,100,2024-04-23T20:06:00.611472467Z,65,2024-04-23T20:06:00.549007989Z,true,2024-04-23T20:06:00.561716592Z
01HW691FCP27EKV8WW6JSD9886,01HW68HH5XC8V2EG0C6BRZEJ13,2024-04-23T20:06:03.414039312Z,01HW68HH6SBW3MFSFTFK9Y26EH,2024-04-23T20:06:03.414039312Z,01HW68XSTQ2DC43SAC8VAGQSS1,2024-04-23T20:06:03.414039312Z,01HW68XTGCS5GF5CMT3Q6T5754,2024-04-23T20:06:03.414039312Z,01HW68PDR4WHE0XFRN06FGSETW,2024-04-23T20:06:03.414039312Z,,,,,,
01HW691FDMHYJE64R00NKT4EEG,01HW68HH5XC8V2EG0C6BRZEJ13,2024-04-23T20:06:03.444869746Z,01HW68HH6SBW3MFSFTFK9Y26EH,2024-04-23T20:06:03.444869746Z,01HW68XSTQ2DC43SAC8VAGQSS1,2024-04-23T20:06:03.444869746Z,01HW68XTGCS5GF5CMT3Q6T5754,2024-04-23T20:06:03.444869746Z,01HW68QQZB3MJNEHZGKKZFPRV3,2024-04-23T20:06:03.444869746Z,73,2024-04-23T20:06:11.969209346Z,68,2024-04-23T20:06:11.978450761Z,true,2024-04-23T20:06:11.948800443Z
01HW691FEB0RTVZZSDZMG44X8C,01HW68HH5XC8V2EG0C6BRZEJ13,2024-04-23T20:06:03.46726307Z,01HW68HH6SBW3MFSFTFK9Y26EH,2024-04-23T20:06:03.46726307Z,01HW68XSTQ2DC43SAC8VAGQSS1,2024-04-23T20:06:03.46726307Z,01HW68XTGCS5GF5CMT3Q6T5754,2024-04-23T20:06:03.46726307Z,01HW68T2DBPVD6YN3XMCY967MH,2024-04-23T20:06:03.46726307Z,100,2024-04-23T20:06:28.243381832Z,100,2024-04-23T20:06:28.260998727Z,true,2024-04-23T20:06:28.292789291Z
01HW691FF9VDNJE85NFHX3XH4K,01HW68HH5XC8V2EG0C6BRZEJ13,2024-04-23T20:06:03.497077112Z,01HW68HH6SBW3MFSFTFK9Y26EH,2024-04-23T20:06:03.497077112Z,01HW68XSTQ2DC43SAC8VAGQSS1,2024-04-23T20:06:03.497077112Z,01HW68XTGCS5GF5CMT3Q6T5754,2024-04-23T20:06:03.497077112Z,01HW68W3ZYP1ETK6DTGD5356YW,2024-04-23T20:06:03.497077112Z,,,,,,
01HW692D1TKWCFAQDJADMDEWFX,01HW68HH5XC8V2EG0C6BRZEJ13,2024-04-23T20:06:33.787422215Z,01HW68HH6SBW3MFSFTFK9Y26EH,2024-04-23T20:06:33.787422215Z,01HW68XSV6PJ28VNQWT99GM88S,2024-04-23T20:06:33.787422215Z,01HW68XTTFS8QHDHSWBXT569J4,2024-04-23T20:06:33.787422215Z,01HW68PDR4WHE0XFRN06FGSETW,2024-04-23T20:06:33.787422215Z,,,,,,
01HW692D2CQS5BRF7D9G246E2N,01HW68HH5XC8V2EG0C6BRZEJ13,2024-04-23T20:06:33.804542118Z,01HW68HH6SBW3MFSFTFK9Y26EH,2024-04-23T20:06:33.804542118Z,01HW68XSV6PJ28VNQWT99GM88S,2024-04-23T20:06:33.804542118Z,01HW68XTTFS8QHDHSWBXT569J4,2024-04-23T20:06:33.804542118Z,01HW68QQZB3MJNEHZGKKZFPRV3,2024-04-23T20:06:33.804542118Z,86,2024-04-23T20:06:43.73206066Z,65,2024-04-23T20:06:43.762591835Z,true,2024-04-23T20:06:43.77229506Z
01HW692D2XSMC41YG99SNP9Y7Z,01HW68HH5XC8V2EG0C6BRZEJ13,2024-04-23T20:06:33.821307391Z,01HW68HH6SBW3MFSFTFK9Y26EH,2024-04-23T20:06:33.821307391Z,01HW68XSV6PJ28VNQWT99GM88S,2024-04-23T20:06:33.821307391Z,01HW68XTTFS8QHDHSWBXT569J4,2024-04-23T20:06:33.821307391Z,01HW68T2DBPVD6YN3XMCY967MH,2024-04-23T20:06:33.821307391Z,100,2024-04-23T20:06:43.324395988Z,100,2024-04-23T20:06:43.334781323Z,true,2024-04-23T20:06:43.364868698Z
01HW692D3FV00QZVQMSJY5SHBK,01HW68HH5XC8V2EG0C6BRZEJ13,2024-04-23T20:06:33.839725201Z,01HW68HH6SBW3MFSFTFK9Y26EH,2024-04-23T20:06:33.839725201Z,01HW68XSV6PJ28VNQWT99GM88S,2024-04-23T20:06:33.839725201Z,01HW68XTTFS8QHDHSWBXT569J4,2024-04-23T20:06:33.839725201Z,01HW68W3ZYP1ETK6DTGD5356YW,2024-04-23T20:06:33.839725201Z,75,2024-04-23T20:06:49.077676423Z,100,2024-04-23T20:06:49.113091659Z,true,2024-04-23T20:06:49.142096028Z
01HW692WC6RFB5RKCCMM2RKK7Q,01HW68HH5XC8V2EG0C6BRZEJ13,2024-04-23T20:06:49.478452444Z,01HW68HH6SBW3MFSFTFK9Y26EH,2024-04-23T20:06:49.478452444Z,01HW68XSVQAFKY2KWJNZ24WNFZ,2024-04-23T20:06:49.478452444Z,01HW68XTQ6A3EX9KTKC0X9X89Q,2024-04-23T20:06:49.478452444Z,01HW68PDR4WHE0XFRN06FGSETW,2024-04-23T20:06:49.478452444Z,,,,,,
01HW692WD5ME0DE6S9ZVCJZPJ3,01HW68HH5XC8V2EG0C6BRZEJ13,2024-04-23T20:06:49.509138263Z,01HW68HH6SBW3MFSFTFK9Y26EH,2024-04-23T20:06:49.509138263Z,01HW68XSVQAFKY2KWJNZ24WNFZ,2024-04-23T20:06:49.509138263Z,01HW68XTQ6A3EX9KTKC0X9X89Q,2024-04-23T20:06:49.509138263Z,01HW68QQZB3MJNEHZGKKZFPRV3,2024-04-23T20:06:49.509138263Z,67,2024-04-23T20:07:01.808150965Z,65,2024-04-23T20:07:01.773557881Z,true,2024-04-23T20:07:01.828667033Z
