id,batchID,batchIDLastChangedAt,confidence,confidenceLastChangedAt,gameID,gameIDLastChangedAt,guess,guessLastChangedAt,playerID,playerIDLastChangedAt,roundID,roundIDLastChangedAt,stageID,stageIDLastChangedAt,submit,submitLastChangedAt
01JGM7H60GN8F3PE9NZQNVQVC3,01JGM6NYSBF85FHQ997YVSFPY6,2025-01-02T19:22:59.472764196Z,,,01JGM6NYSGW6A9G62R01ZBGDVX,2025-01-02T19:22:59.472764196Z,,,01JGM7001WVXPYG44SFPYWTSRM,2025-01-02T19:22:59.472764196Z,01JGM7EDNGFM3E145186DP4WS6,2025-01-02T19:22:59.472764196Z,01JGM7EDR9M1YKZD5M8H6MTQH6,2025-01-02T19:22:59.472764196Z,,
01JGM7RTRTJWK8CTS9ZXPBRVFG,01JGM6NY2H7VBD7XS51Z7YW5K4,2025-01-02T19:27:10.106162715Z,,,01JGM6NY2QN3MMXEZRSW0T72Q8,2025-01-02T19:27:10.106162715Z,,,01JGM7AST2KFXRVFTBJN6M504J,2025-01-02T19:27:10.106162715Z,01JGM7JCZJJZV6W2MPNMP0M5P0,2025-01-02T19:27:10.106162715Z,01JGM7JD12BZVV0W1HZZ12JA6Y,2025-01-02T19:27:10.106162715Z,,
01JGM8J4BBT7E74ZYKN0E4T76A,01JGM6NTQFNFHWC9X4VZTAKNPN,2025-01-02T19:40:59.115376912Z,33,2025-01-02T19:41:25.720903802Z,01JGM6NTQNYN88WZJ9YQFR7S4D,2025-01-02T19:40:59.115376912Z,20,2025-01-02T19:41:25.718670727Z,01JGM85YPKVNZEWMHM378K3YQD,2025-01-02T19:40:59.115376912Z,01JGM8G98M9YDAFHPB45PE0EC2,2025-01-02T19:40:59.115376912Z,01JGM8G9DG0TZJP79QAR2N2074,2025-01-02T19:40:59.115376912Z,true,2025-01-02T19:41:25.724061488Z
01JGM8QHE693WCHFH1MBWNEW2V,01JGM6NF5XS711E0GBRTWSA1M1,2025-01-02T19:43:56.358489099Z,,,01JGM6NF63VH0J1G2RB1WJ685W,2025-01-02T19:43:56.358489099Z,,,01JGM8A8AZX2JMTAZ8FW84Z6AV,2025-01-02T19:43:56.358489099Z,01JGM8MZBFKBFQ5GZGAEZJJSCJ,2025-01-02T19:43:56.358489099Z,01JGM8MZD7M42Z734QT7G3V046,2025-01-02T19:43:56.358489099Z,,
01JGM8F9X69ZSBKSZSF9EJ5VM6,01JGM6NVG737NZ30A6J5ZDJ2VQ,2025-01-02T19:39:26.502482015Z,,,01JGM6NVGD4780ZVT7W564K46M,2025-01-02T19:39:26.502482015Z,,,01JGM7P1T7C8A1H99T9EAAGHDH,2025-01-02T19:39:26.502482015Z,01JGM85YBDK3S9T8AV7WWXP37X,2025-01-02T19:39:26.502482015Z,01JGM85YEGGMJB4G2TR5F6SQ9E,2025-01-02T19:39:26.502482015Z,,
01JGM79RJX5F4QGS5JA4NA7W4N,01JGM6MDENP00S2TZDYFG3Q9GA,2025-01-02T19:18:56.349887989Z,,,01JGM6MDF200HDZWGGV63EHTB9,2025-01-02T19:18:56.349887989Z,,,01JGM6ZR1K18EC78PB9EPTSZRR,2025-01-02T19:18:56.349887989Z,01JGM78TWPW4C5QZKYFYXFZAWV,2025-01-02T19:18:56.349887989Z,01JGM78V1CC2PQ2N8JMF3P4ZRJ,2025-01-02T19:18:56.349887989Z,,
01JGM7DRXQXJY12X8Q6PAQZCX2,01JGM6MDENP00S2TZDYFG3Q9GA,2025-01-02T19:21:07.767431473Z,56,2025-01-02T19:21:16.764048395Z,01JGM6MDF200HDZWGGV63EHTB9,2025-01-02T19:21:07.767431473Z,35,2025-01-02T19:21:16.763843788Z,01JGM70FJ3FVF21KZDJAW2JD2W,2025-01-02T19:21:07.767431473Z,01JGM78TWZDKAPV50AFEKMKGWS,2025-01-02T19:21:07.767431473Z,01JGM78TYHSASTE089KD52GNQZ,2025-01-02T19:21:07.767431473Z,true,2025-01-02T19:21:16.763202991Z
01JGM7N5BS38SM2KH92SQRDPAM,01JGM6NY2H7VBD7XS51Z7YW5K4,2025-01-02T19:25:09.881407991Z,,,01JGM6NY2QN3MMXEZRSW0T72Q8,2025-01-02T19:25:09.881407991Z,,,01JGM7CDH8GWTHRQV5CV4D4FV7,2025-01-02T19:25:09.881407991Z,01JGM7JCZK3KFKYRY45B1MEDRC,2025-01-02T19:25:09.881407991Z,01JGM7JD2XJHD8BF6MBT5G4KRY,2025-01-02T19:25:09.881407991Z,,
01JGM7XGD8XHG4MZ6NJ06ZCCJR,01JGM6NX93GT9D50MKVR3WW342,2025-01-02T19:29:43.336371751Z,,,01JGM6NX999MMH32FHXZDY0G1S,2025-01-02T19:29:43.336371751Z,,,01JGM7AS1J60JGMX9B62CSES1B,2025-01-02T19:29:43.336371751Z,01JGM7WJR9ET90WC7EZ3PASZSS,2025-01-02T19:29:43.336371751Z,01JGM7WJWKSMEGGNH4GRSWCFFZ,2025-01-02T19:29:43.336371751Z,,
01JGM85RMK991MMMDN5SKR4PMX,01JGM6NX93GT9D50MKVR3WW342,2025-01-02T19:34:13.907874508Z,,,01JGM6NX999MMH32FHXZDY0G1S,2025-01-02T19:34:13.907874508Z,,,01JGM7AS1J60JGMX9B62CSES1B,2025-01-02T19:34:13.907874508Z,01JGM7WJRCHZQGZCKAFGBEA1VF,2025-01-02T19:34:13.907874508Z,01JGM7WJX3F1ENYGBV50R89B7R,2025-01-02T19:34:13.907874508Z,,
