id,config,configLastChangedAt,endedReason,endedReasonLastChangedAt,initialized,initializedLastChangedAt,lobbyConfig,lobbyConfigLastChangedAt,status,statusLastChangedAt
01JGM6NX93GT9D50MKVR3WW342,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""RS_interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}},""count"":1}]}}",2025-01-02T19:08:05.795328593Z,all games finished,2025-01-02T19:37:44.374020336Z,true,2025-01-02T19:08:05.802303372Z,"{""name"":""shared counter lobby"",""kind"":""shared"",""duration"":600000000000,""strategy"":""fail""}",2025-01-02T19:08:05.795328593Z,ended,2025-01-02T19:37:44.374020336Z
01JGM6NTQFNFHWC9X4VZTAKNPN,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""RS_interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}},""count"":1}]}}",2025-01-02T19:08:03.183304489Z,all games finished,2025-01-02T19:47:53.858862248Z,true,2025-01-02T19:08:03.190418227Z,"{""name"":""shared counter lobby"",""kind"":""shared"",""duration"":600000000000,""strategy"":""fail""}",2025-01-02T19:08:03.183304489Z,ended,2025-01-02T19:47:53.858862248Z
01JGM6N76NN1SP7CAV14NHBGAC,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""SR_interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""SquirrelsRabbits""}},""count"":1}]}}",2025-01-02T19:07:43.189124969Z,,,true,2025-01-02T19:07:43.197966376Z,"{""name"":""shared counter lobby"",""kind"":""shared"",""duration"":600000000000,""strategy"":""fail""}",2025-01-02T19:07:43.189124969Z,created,2025-01-02T19:07:43.189124969Z
01JGM6NWE866MNRHP8N9RWE5E5,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""RS_interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}},""count"":1}]}}",2025-01-02T19:08:04.9366151Z,,,true,2025-01-02T19:08:04.943216956Z,"{""name"":""shared counter lobby"",""kind"":""shared"",""duration"":600000000000,""strategy"":""fail""}",2025-01-02T19:08:04.9366151Z,terminated,2025-01-02T19:33:01.160654074Z
01JGM6NY2H7VBD7XS51Z7YW5K4,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""RS_interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}},""count"":1}]}}",2025-01-02T19:08:06.609763006Z,all games finished,2025-01-02T19:31:41.974367593Z,true,2025-01-02T19:08:06.615428737Z,"{""name"":""shared counter lobby"",""kind"":""shared"",""duration"":600000000000,""strategy"":""fail""}",2025-01-02T19:08:06.609763006Z,ended,2025-01-02T19:31:41.974367593Z
01JGM6MDENP00S2TZDYFG3Q9GA,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""RS_interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}},""count"":1}]}}",2025-01-02T19:07:16.821158778Z,all games finished,2025-01-02T19:25:23.39509706Z,true,2025-01-02T19:07:16.835002686Z,"{""name"":""shared counter lobby"",""kind"":""shared"",""duration"":600000000000,""strategy"":""fail""}",2025-01-02T19:07:16.821158778Z,ended,2025-01-02T19:25:23.39509706Z
01JGM6NEMEBNKW5QY33BG5YWZE,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""RS_interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}},""count"":1}]}}",2025-01-02T19:07:50.798282826Z,,,true,2025-01-02T19:07:50.80500341Z,"{""name"":""shared counter lobby"",""kind"":""shared"",""duration"":600000000000,""strategy"":""fail""}",2025-01-02T19:07:50.798282826Z,terminated,2025-01-02T19:53:06.608181992Z
01JGM6NF5XS711E0GBRTWSA1M1,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""RS_interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}},""count"":1}]}}",2025-01-02T19:07:51.357386175Z,all games finished,2025-01-02T19:49:37.159521332Z,true,2025-01-02T19:07:51.363607383Z,"{""name"":""shared counter lobby"",""kind"":""shared"",""duration"":600000000000,""strategy"":""fail""}",2025-01-02T19:07:51.357386175Z,ended,2025-01-02T19:49:37.159521332Z
01JGM6NYSBF85FHQ997YVSFPY6,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""RS_interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}},""count"":1}]}}",2025-01-02T19:08:07.339303405Z,all games finished,2025-01-02T19:28:47.861945546Z,true,2025-01-02T19:08:07.345377964Z,"{""name"":""shared counter lobby"",""kind"":""shared"",""duration"":600000000000,""strategy"":""fail""}",2025-01-02T19:08:07.339303405Z,ended,2025-01-02T19:28:47.861945546Z
01JGM6NE2MCN0HNZD2RYX833P2,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""RS_interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}},""count"":1}]}}",2025-01-02T19:07:50.228723244Z,,,true,2025-01-02T19:07:50.234922752Z,"{""name"":""shared counter lobby"",""kind"":""shared"",""duration"":600000000000,""strategy"":""fail""}",2025-01-02T19:07:50.228723244Z,running,2025-01-02T19:44:10.69060553Z
01JGM6NVG737NZ30A6J5ZDJ2VQ,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""RS_interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}},""count"":1}]}}",2025-01-02T19:08:03.975076368Z,all games finished,2025-01-02T19:42:15.703545874Z,true,2025-01-02T19:08:03.980944423Z,"{""name"":""shared counter lobby"",""kind"":""shared"",""duration"":600000000000,""strategy"":""fail""}",2025-01-02T19:08:03.975076368Z,ended,2025-01-02T19:42:15.703545874Z
01JGM98CNMHA1WH1DRYT15GCKW,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""RS_interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}},""count"":1}]}}",2025-01-02T19:53:08.5324414Z,,,true,2025-01-02T19:53:08.543955416Z,"{""name"":""shared counter lobby"",""kind"":""shared"",""duration"":600000000000,""strategy"":""fail""}",2025-01-02T19:53:08.5324414Z,created,2025-01-02T19:53:08.5324414Z
