id,batchID,batchIDLastChangedAt,gameID,gameIDLastChangedAt,playerID,playerIDLastChangedAt
01JGM810Z5GEDXP499F297YN4X,01JGM6NWE866MNRHP8N9RWE5E5,2025-01-02T19:31:38.597893757Z,01JGM6NWEERKCVA4K0MKXA3SYF,2025-01-02T19:31:38.597893757Z,01JGM7H9MAPFSR6WP7PYSCND26,2025-01-02T19:31:38.597893757Z
01JGM85Y9WVW4GBP5KN4AYHHN2,01JGM6NVG737NZ30A6J5ZDJ2VQ,2025-01-02T19:34:19.70826452Z,01JGM6NVGD4780ZVT7W564K46M,2025-01-02T19:34:19.70826452Z,01JGM7J0ZTKB4K200M5ZM0MJF7,2025-01-02T19:34:19.70826452Z
01JGM85YA8ZAYHB5KN9SG4X7G1,01JGM6NVG737NZ30A6J5ZDJ2VQ,2025-01-02T19:34:19.720800317Z,01JGM6NVGD4780ZVT7W564K46M,2025-01-02T19:34:19.720800317Z,01JGM7TF03QKCJPZVH7M5J0R7K,2025-01-02T19:34:19.720800317Z
01JGM8G97FEG4EBM7MW8DQ9QGZ,01JGM6NTQFNFHWC9X4VZTAKNPN,2025-01-02T19:39:58.575212044Z,01JGM6NTQNYN88WZJ9YQFR7S4D,2025-01-02T19:39:58.575212044Z,01JGM7TQZ8ECTG1BDYGGWR9JAJ,2025-01-02T19:39:58.575212044Z
01JGM7EDMDABASH86QRDEQ1ZM0,01JGM6NYSBF85FHQ997YVSFPY6,2025-01-02T19:21:28.973520973Z,01JGM6NYSGW6A9G62R01ZBGDVX,2025-01-02T19:21:28.973520973Z,01JGM7001WVXPYG44SFPYWTSRM,2025-01-02T19:21:28.973520973Z
01JGM7WJQ0A6NY8KKBZP43CCQ6,01JGM6NX93GT9D50MKVR3WW342,2025-01-02T19:29:12.928961165Z,01JGM6NX999MMH32FHXZDY0G1S,2025-01-02T19:29:12.928961165Z,01JGM7AS1J60JGMX9B62CSES1B,2025-01-02T19:29:12.928961165Z
01JGM7WJQBQJCJ7HDEX53DZJ4J,01JGM6NX93GT9D50MKVR3WW342,2025-01-02T19:29:12.939363536Z,01JGM6NX999MMH32FHXZDY0G1S,2025-01-02T19:29:12.939363536Z,01JGM7F2AB2BWE1Y1YD8W5JSXV,2025-01-02T19:29:12.939363536Z
01JGM810Z2FWGXQQTHGXNWG2SW,01JGM6NWE866MNRHP8N9RWE5E5,2025-01-02T19:31:38.595005285Z,01JGM6NWEERKCVA4K0MKXA3SYF,2025-01-02T19:31:38.595005285Z,01JGM7GHFNTDBN3JSJ4B36BWZV,2025-01-02T19:31:38.595005285Z
01JGM78TVXQ8SYFXJ64S32F3EB,01JGM6MDENP00S2TZDYFG3Q9GA,2025-01-02T19:18:25.917248204Z,01JGM6MDF200HDZWGGV63EHTB9,2025-01-02T19:18:25.917248204Z,01JGM70FJ3FVF21KZDJAW2JD2W,2025-01-02T19:18:25.917248204Z
01JGM7JCYR231E8WY8WTG4R0JM,01JGM6NY2H7VBD7XS51Z7YW5K4,2025-01-02T19:23:39.35218865Z,01JGM6NY2QN3MMXEZRSW0T72Q8,2025-01-02T19:23:39.35218865Z,01JGM7CDH8GWTHRQV5CV4D4FV7,2025-01-02T19:23:39.35218865Z
01JGM7WJQ436EZJWVJ0NKCDXZQ,01JGM6NX93GT9D50MKVR3WW342,2025-01-02T19:29:12.93270152Z,01JGM6NX999MMH32FHXZDY0G1S,2025-01-02T19:29:12.93270152Z,01JGM7B25SX0F1CJ1KSJ8KNJ81,2025-01-02T19:29:12.93270152Z
01JGM85YA3RTNCKAKS9ZAHA7T6,01JGM6NVG737NZ30A6J5ZDJ2VQ,2025-01-02T19:34:19.715256211Z,01JGM6NVGD4780ZVT7W564K46M,2025-01-02T19:34:19.715256211Z,01JGM7P1T7C8A1H99T9EAAGHDH,2025-01-02T19:34:19.715256211Z
01JGM8MZAN1NGN8FH1VXGYT5G0,01JGM6NF5XS711E0GBRTWSA1M1,2025-01-02T19:42:32.277472844Z,01JGM6NF63VH0J1G2RB1WJ685W,2025-01-02T19:42:32.277472844Z,01JGM8A8AZX2JMTAZ8FW84Z6AV,2025-01-02T19:42:32.277472844Z
01JGM7EDMAM5VHKCZNNCW8T5YP,01JGM6NYSBF85FHQ997YVSFPY6,2025-01-02T19:21:28.970909488Z,01JGM6NYSGW6A9G62R01ZBGDVX,2025-01-02T19:21:28.970909488Z,01JGM6ZV3XDBPC2FDVHK7N2Y54,2025-01-02T19:21:28.970909488Z
01JGM7JCYMV86VZNM80WECHYZT,01JGM6NY2H7VBD7XS51Z7YW5K4,2025-01-02T19:23:39.348167189Z,01JGM6NY2QN3MMXEZRSW0T72Q8,2025-01-02T19:23:39.348167189Z,01JGM7BHGJD74VTMAC8WBC83A2,2025-01-02T19:23:39.348167189Z
01JGM78TVQB41VNZ5SKW9B3XMC,01JGM6MDENP00S2TZDYFG3Q9GA,2025-01-02T19:18:25.911318207Z,01JGM6MDF200HDZWGGV63EHTB9,2025-01-02T19:18:25.911318207Z,01JGM6ZR1K18EC78PB9EPTSZRR,2025-01-02T19:18:25.911318207Z
01JGM8MZA938KBT5T3TNCN04DX,01JGM6NF5XS711E0GBRTWSA1M1,2025-01-02T19:42:32.265250884Z,01JGM6NF63VH0J1G2RB1WJ685W,2025-01-02T19:42:32.265250884Z,01JGM8683CJW1Q9HNBTWWHE5ZW,2025-01-02T19:42:32.265250884Z
01JGM8MZAJKXV89J7CXKTXA23D,01JGM6NF5XS711E0GBRTWSA1M1,2025-01-02T19:42:32.274201779Z,01JGM6NF63VH0J1G2RB1WJ685W,2025-01-02T19:42:32.274201779Z,01JGM8A4A053PCCS4M0VPP1XSD,2025-01-02T19:42:32.274201779Z
01JGM7JCYC56E3HFYB00CM1MS0,01JGM6NY2H7VBD7XS51Z7YW5K4,2025-01-02T19:23:39.340433187Z,01JGM6NY2QN3MMXEZRSW0T72Q8,2025-01-02T19:23:39.340433187Z,01JGM7AST2KFXRVFTBJN6M504J,2025-01-02T19:23:39.340433187Z
01JGM7WJQG0HNNNDCGCDCJY8N1,01JGM6NX93GT9D50MKVR3WW342,2025-01-02T19:29:12.944592077Z,01JGM6NX999MMH32FHXZDY0G1S,2025-01-02T19:29:12.944592077Z,01JGM7H1P1WN6Z7K9DZ9F0YDKK,2025-01-02T19:29:12.944592077Z
01JGM8G982K6QMJ2KRVH38SDQ5,01JGM6NTQFNFHWC9X4VZTAKNPN,2025-01-02T19:39:58.594233801Z,01JGM6NTQNYN88WZJ9YQFR7S4D,2025-01-02T19:39:58.594233801Z,01JGM85YPKVNZEWMHM378K3YQD,2025-01-02T19:39:58.594233801Z
01JGM7JCYHX0SS412DZ9BNP9JP,01JGM6NY2H7VBD7XS51Z7YW5K4,2025-01-02T19:23:39.345344688Z,01JGM6NY2QN3MMXEZRSW0T72Q8,2025-01-02T19:23:39.345344688Z,01JGM7B2KWVFYJ9WGXVG67EKKY,2025-01-02T19:23:39.345344688Z
01JGM8G97V7WADWPTJ1T21WETD,01JGM6NTQFNFHWC9X4VZTAKNPN,2025-01-02T19:39:58.587582484Z,01JGM6NTQNYN88WZJ9YQFR7S4D,2025-01-02T19:39:58.587582484Z,01JGM80ZG5G48R2NN6MJZWP6K1,2025-01-02T19:39:58.587582484Z
