id,batchID,batchIDLastChangedAt,confidence,confidenceLastChangedAt,gameID,gameIDLastChangedAt,guess,guessLastChangedAt,playerID,playerIDLastChangedAt,roundID,roundIDLastChangedAt,stageID,stageIDLastChangedAt,submit,submitLastChangedAt
01JHV5X8K2Z4Z105NR216T19X2,01JHV57NQJ604KR99FW78YYC5P,2025-01-17T22:25:01.026978375Z,100,2025-01-17T22:25:11.071020304Z,01JHV57NQW2C25054EM8FXPG3N,2025-01-17T22:25:01.026978375Z,0,2025-01-17T22:25:11.070376885Z,01JHV5FN3TFA93B11FRPKGVFHX,2025-01-17T22:25:01.026978375Z,01JHV5WB07AKT8ASNQ4K1DD37N,2025-01-17T22:25:01.026978375Z,01JHV5WB0MA5K2J8M2BYR3AF35,2025-01-17T22:25:01.026978375Z,true,2025-01-17T22:25:11.219913756Z
01JHV629K0ZX10S63EX663BW20,01JHV50F6QX66CCB0HTPJT4HC6,2025-01-17T22:27:45.888927899Z,,,01JHV50F71T4Z7S4BGZBP8WG1E,2025-01-17T22:27:45.888927899Z,,,01JHV5TWSH8CS6TP7VVY149RHW,2025-01-17T22:27:45.888927899Z,01JHV629ASHAHSKVKRB4BJX0XY,2025-01-17T22:27:45.888927899Z,01JHV629B6XBMYF7N154N1TP4R,2025-01-17T22:27:45.888927899Z,,
01JHV65YZAJ688X16GQ9FHRCSF,01JHV50F6QX66CCB0HTPJT4HC6,2025-01-17T22:29:46.090064921Z,87,2025-01-17T22:29:58.301079163Z,01JHV50F71T4Z7S4BGZBP8WG1E,2025-01-17T22:29:46.090064921Z,85,2025-01-17T22:29:58.290900267Z,01JHV5SSNSS2BJ6FZ3YP3TJ1A6,2025-01-17T22:29:46.090064921Z,01JHV629AY1CEZHJ22X7DKA03R,2025-01-17T22:29:46.090064921Z,01JHV629BS9W8XNAM7J9DT4BQA,2025-01-17T22:29:46.090064921Z,true,2025-01-17T22:29:58.299240839Z
01JHV6QMABA3HXKKFXR5C9FEN1,01JHV69VE2MZBSS2WPDC24SC99,2025-01-17T22:39:25.003834006Z,100,2025-01-17T22:39:41.087513686Z,01JHV69VEDAAXJYYZSSJQD86ZX,2025-01-17T22:39:25.003834006Z,100,2025-01-17T22:39:41.088277769Z,01JHV6DX52YSMR2P6X4P333M56,2025-01-17T22:39:25.003834006Z,01JHV6PPR184RTRCY8B31PQ5S2,2025-01-17T22:39:25.003834006Z,01JHV6PPRG7S1F3HSY2DKXKZAJ,2025-01-17T22:39:25.003834006Z,true,2025-01-17T22:39:41.243743322Z
01JHV6RC0XYGSZE451GAWHWY6Q,01JHV69VE2MZBSS2WPDC24SC99,2025-01-17T22:39:49.277137231Z,100,2025-01-17T22:40:02.810202992Z,01JHV69VEDAAXJYYZSSJQD86ZX,2025-01-17T22:39:49.277137231Z,100,2025-01-17T22:40:02.816351065Z,01JHV6CNGQKWR6CF56CW4Y7ZSS,2025-01-17T22:39:49.277137231Z,01JHV6PPR6DG9PB8QEMDZJ53HK,2025-01-17T22:39:49.277137231Z,01JHV6PPRSNF00E0JJ6N400B7X,2025-01-17T22:39:49.277137231Z,true,2025-01-17T22:40:02.817426169Z
01JHV6VEV0N17RZF9V8FRZJY83,01JHV69VE2MZBSS2WPDC24SC99,2025-01-17T22:41:30.464711533Z,100,2025-01-17T22:41:44.238559472Z,01JHV69VEDAAXJYYZSSJQD86ZX,2025-01-17T22:41:30.464711533Z,100,2025-01-17T22:41:44.24002833Z,01JHV6DX52YSMR2P6X4P333M56,2025-01-17T22:41:30.464711533Z,01JHV6PPR7HW5KTZ4KTKCGBDXH,2025-01-17T22:41:30.464711533Z,01JHV6PPSKGKGGPYTTBVF9WJQ2,2025-01-17T22:41:30.464711533Z,true,2025-01-17T22:41:44.241762977Z
01JHV5RSP764W22SQGKGBC99HX,01JHV50FPJZ7ERW5C47WHC0622,2025-01-17T22:22:34.695045077Z,100,2025-01-17T22:22:50.854903808Z,01JHV50FPVFR8Z1QHNZWY5QBZT,2025-01-17T22:22:34.695045077Z,0,2025-01-17T22:22:50.855217415Z,01JHV5HQ7JSDP4EE9Z8ACG2EH7,2025-01-17T22:22:34.695045077Z,01JHV5QW41443F4HJ72KE20G9H,2025-01-17T22:22:34.695045077Z,01JHV5QW4J6C396HN4WHCH62WQ,2025-01-17T22:22:34.695045077Z,true,2025-01-17T22:22:50.86794675Z
01JHV5SCGVCSX4WN0DESPMFHP1,01JHV50FPJZ7ERW5C47WHC0622,2025-01-17T22:22:53.979772526Z,,,01JHV50FPVFR8Z1QHNZWY5QBZT,2025-01-17T22:22:53.979772526Z,,,01JHV5CX23AX64E9MS937FRKB0,2025-01-17T22:22:53.979772526Z,01JHV5QW41443F4HJ73645ZR26,2025-01-17T22:22:53.979772526Z,01JHV5QW4SFJTKPQFGESN0ZGWG,2025-01-17T22:22:53.979772526Z,,
01JHV5VEEEZW9HJJHZ9WAASCGT,01JHV50FPJZ7ERW5C47WHC0622,2025-01-17T22:24:01.486327463Z,68,2025-01-17T22:24:18.402115345Z,01JHV50FPVFR8Z1QHNZWY5QBZT,2025-01-17T22:24:01.486327463Z,35,2025-01-17T22:24:18.395576513Z,01JHV5AD6GE75R4VPNVGF064DR,2025-01-17T22:24:01.486327463Z,01JHV5QW423M55N4612YM7EQ2T,2025-01-17T22:24:01.486327463Z,01JHV5QW5FEKDTFN8TQ2X61HPX,2025-01-17T22:24:01.486327463Z,true,2025-01-17T22:24:18.405644678Z
01JHV6448PK0XZSZ6E35NVHC41,01JHV50F6QX66CCB0HTPJT4HC6,2025-01-17T22:28:45.974470201Z,89,2025-01-17T22:29:11.335888911Z,01JHV50F71T4Z7S4BGZBP8WG1E,2025-01-17T22:28:45.974470201Z,85,2025-01-17T22:29:11.327860381Z,01JHV5SSNSS2BJ6FZ3YP3TJ1A6,2025-01-17T22:28:45.974470201Z,01JHV629ASHAHSKVKRBPY7B6N6,2025-01-17T22:28:45.974470201Z,01JHV629BEVBT57978Y7G7RFVR,2025-01-17T22:28:45.974470201Z,true,2025-01-17T22:29:11.335401721Z
01JHV5QWBSZKB55R1TMZDR3KS8,01JHV50FPJZ7ERW5C47WHC0622,2025-01-17T22:22:04.666042224Z,,,01JHV50FPVFR8Z1QHNZWY5QBZT,2025-01-17T22:22:04.666042224Z,,,01JHV5AD6GE75R4VPNVGF064DR,2025-01-17T22:22:04.666042224Z,01JHV5QW41443F4HJ72KE20G9H,2025-01-17T22:22:04.666042224Z,01JHV5QW4J6C396HN4VZWZ8RFS,2025-01-17T22:22:04.666042224Z,,
01JHV5XGRDWS1HS4NK5D8FPHPJ,01JHV50FPJZ7ERW5C47WHC0622,2025-01-17T22:25:09.389195008Z,82,2025-01-17T22:25:17.529847605Z,01JHV50FPVFR8Z1QHNZWY5QBZT,2025-01-17T22:25:09.389195008Z,35,2025-01-17T22:25:17.521980859Z,01JHV5AD6GE75R4VPNVGF064DR,2025-01-17T22:25:09.389195008Z,01JHV5QW423M55N4614Q130V8S,2025-01-17T22:25:09.389195008Z,01JHV5QW69NK1RACK8VG77A6ZT,2025-01-17T22:25:09.389195008Z,true,2025-01-17T22:25:17.534478959Z
01JHV60MJ5X276CKVV5PQ460ES,01JHV57NQJ604KR99FW78YYC5P,2025-01-17T22:26:51.589336699Z,41,2025-01-17T22:27:14.743354018Z,01JHV57NQW2C25054EM8FXPG3N,2025-01-17T22:26:51.589336699Z,50,2025-01-17T22:27:14.739989896Z,01JHV5AAHBVV8Q5MPFQG16M853,2025-01-17T22:26:51.589336699Z,01JHV5WB0CVXXWPDR14VC6HAC6,2025-01-17T22:26:51.589336699Z,01JHV5WB1EPW64WESJ5329WXC0,2025-01-17T22:26:51.589336699Z,true,2025-01-17T22:27:14.745615008Z
01JHV61HX9AVK3TPT4AVXZK8BP,01JHV57NQJ604KR99FW78YYC5P,2025-01-17T22:27:21.642015931Z,56,2025-01-17T22:27:44.429995604Z,01JHV57NQW2C25054EM8FXPG3N,2025-01-17T22:27:21.642015931Z,39,2025-01-17T22:27:44.416561932Z,01JHV5BVQBY49HA5Y4BZ073EFY,2025-01-17T22:27:21.642015931Z,01JHV5WB0DD63R4RZHB4ATYYY7,2025-01-17T22:27:21.642015931Z,01JHV5WB1KRG85Y8ANZMTF3P4M,2025-01-17T22:27:21.642015931Z,true,2025-01-17T22:27:44.439621817Z
01JHV65YZ99W178W05CDBBR09H,01JHV50F6QX66CCB0HTPJT4HC6,2025-01-17T22:29:46.089107461Z,72,2025-01-17T22:29:56.556297573Z,01JHV50F71T4Z7S4BGZBP8WG1E,2025-01-17T22:29:46.089107461Z,100,2025-01-17T22:29:56.560675884Z,01JHV5BMQ8G3SKGG66H7DCC8Y4,2025-01-17T22:29:46.089107461Z,01JHV629AY1CEZHJ22X7DKA03R,2025-01-17T22:29:46.089107461Z,01JHV629BS9W8XNAM7J9DT4BQA,2025-01-17T22:29:46.089107461Z,true,2025-01-17T22:29:56.566653173Z
01JHV61HX9AVK3TPT4AME70KNF,01JHV57NQJ604KR99FW78YYC5P,2025-01-17T22:27:21.641631368Z,66,2025-01-17T22:27:45.485876926Z,01JHV57NQW2C25054EM8FXPG3N,2025-01-17T22:27:21.641631368Z,67,2025-01-17T22:27:45.484437205Z,01JHV5AAHBVV8Q5MPFQG16M853,2025-01-17T22:27:21.641631368Z,01JHV5WB0DD63R4RZHB4ATYYY7,2025-01-17T22:27:21.641631368Z,01JHV5WB1KRG85Y8ANZMTF3P4M,2025-01-17T22:27:21.641631368Z,true,2025-01-17T22:27:45.486286757Z
01JHV629K17CA5BYF9K3FN279E,01JHV50F6QX66CCB0HTPJT4HC6,2025-01-17T22:27:45.889410134Z,,,01JHV50F71T4Z7S4BGZBP8WG1E,2025-01-17T22:27:45.889410134Z,,,01JHV5BMQ8G3SKGG66H7DCC8Y4,2025-01-17T22:27:45.889410134Z,01JHV629ASHAHSKVKRB4BJX0XY,2025-01-17T22:27:45.889410134Z,01JHV629B6XBMYF7N154N1TP4R,2025-01-17T22:27:45.889410134Z,,
