id,config,configLastChangedAt,endedReason,endedReasonLastChangedAt,initialized,initializedLastChangedAt,lobbyConfig,lobbyConfigLastChangedAt,status,statusLastChangedAt
01JHBFADHQQN5VS6RX38VMZ3N3,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""SR_interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""SquirrelsRabbits""}},""count"":1}]}}",2025-01-11T20:01:38.359719614Z,all games finished,2025-01-11T20:36:30.865546028Z,true,2025-01-11T20:01:38.36717998Z,"{""name"":""this"",""kind"":""shared"",""duration"":900000000000,""strategy"":""fail""}",2025-01-11T20:01:38.359719614Z,ended,2025-01-11T20:36:30.865546028Z
01JHBFAF5THBQDT3XMZCK83BJM,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""SR_interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""SquirrelsRabbits""}},""count"":1}]}}",2025-01-11T20:01:40.026942698Z,all games finished,2025-01-11T20:34:04.105436246Z,true,2025-01-11T20:01:40.034389286Z,"{""name"":""this"",""kind"":""shared"",""duration"":900000000000,""strategy"":""fail""}",2025-01-11T20:01:40.026942698Z,ended,2025-01-11T20:34:04.105436246Z
01JHBJNFZQ4RNJ2VWRJD7NFC7K,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""RS_slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}},""count"":1}]}}",2025-01-11T21:00:07.03203173Z,,,true,2025-01-11T21:00:07.059465521Z,"{""name"":""this"",""kind"":""shared"",""duration"":900000000000,""strategy"":""fail""}",2025-01-11T21:00:07.03203173Z,terminated,2025-01-11T21:29:25.645356695Z
01JHBJNM1QYTD8BKCA6DQ3XQAY,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""RS_slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}},""count"":1}]}}",2025-01-11T21:00:11.191601443Z,all games finished,2025-01-11T21:17:12.224904958Z,true,2025-01-11T21:00:11.221597147Z,"{""name"":""this"",""kind"":""shared"",""duration"":900000000000,""strategy"":""fail""}",2025-01-11T21:00:11.191601443Z,ended,2025-01-11T21:17:12.224904958Z
01JHBNJDEYDH7SSE588TMAY95K,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""RS_slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}},""count"":1}]}}",2025-01-11T21:50:51.87040386Z,,,true,2025-01-11T21:50:51.932889169Z,"{""name"":""this"",""kind"":""shared"",""duration"":900000000000,""strategy"":""fail""}",2025-01-11T21:50:51.87040386Z,terminated,2025-01-11T22:02:43.030971193Z
01JHBFAB4585M0W1JWWA730J16,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""SR_interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""SquirrelsRabbits""}},""count"":1}]}}",2025-01-11T20:01:35.877229485Z,all games finished,2025-01-11T20:46:45.941560592Z,true,2025-01-11T20:01:35.885478316Z,"{""name"":""this"",""kind"":""shared"",""duration"":900000000000,""strategy"":""fail""}",2025-01-11T20:01:35.877229485Z,ended,2025-01-11T20:46:45.941560592Z
01JHBJNFD7XBGWXCMYDT9DFBYC,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""RS_slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}},""count"":1}]}}",2025-01-11T21:00:06.439334736Z,all games finished,2025-01-11T21:33:10.308449627Z,true,2025-01-11T21:00:06.466426017Z,"{""name"":""this"",""kind"":""shared"",""duration"":900000000000,""strategy"":""fail""}",2025-01-11T21:00:06.439334736Z,ended,2025-01-11T21:33:10.308449627Z
01JHBJNJ9ZZQA3E1GA42BC5GWQ,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""RS_slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}},""count"":1}]}}",2025-01-11T21:00:09.407725045Z,,,true,2025-01-11T21:00:09.439003508Z,"{""name"":""this"",""kind"":""shared"",""duration"":900000000000,""strategy"":""fail""}",2025-01-11T21:00:09.407725045Z,terminated,2025-01-11T21:17:32.27461499Z
01JHBJNMKV3E2ZCR18Y4JNMRC3,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""RS_slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}},""count"":1}]}}",2025-01-11T21:00:11.771971685Z,,,true,2025-01-11T21:00:11.804258062Z,"{""name"":""this"",""kind"":""shared"",""duration"":900000000000,""strategy"":""fail""}",2025-01-11T21:00:11.771971685Z,terminated,2025-01-11T21:17:22.900514157Z
01JHBP8SEKJ58WHPQ2TFEFP82X,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""RS_slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}},""count"":1}]}}",2025-01-11T22:03:05.043075687Z,,,true,2025-01-11T22:03:05.085178405Z,"{""name"":""this"",""kind"":""shared"",""duration"":900000000000,""strategy"":""fail""}",2025-01-11T22:03:05.043075687Z,terminated,2025-01-11T22:03:10.437461332Z
01JHBFA919QGWKEGBKQ6YPXAG3,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""SR_interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""SquirrelsRabbits""}},""count"":1}]}}",2025-01-11T20:01:33.737529713Z,all games finished,2025-01-11T21:05:01.327350111Z,true,2025-01-11T20:01:33.748525617Z,"{""name"":""this"",""kind"":""shared"",""duration"":900000000000,""strategy"":""fail""}",2025-01-11T20:01:33.737529713Z,ended,2025-01-11T21:05:01.327350111Z
