id,batchID,batchIDLastChangedAt,confidence,confidenceLastChangedAt,gameID,gameIDLastChangedAt,guess,guessLastChangedAt,playerID,playerIDLastChangedAt,roundID,roundIDLastChangedAt,stageID,stageIDLastChangedAt,submit,submitLastChangedAt
01JHY6RST640JRM6PW3VQFRSMP,01JHY66NKY3GPTRBBX24W67B20,2025-01-19T02:37:46.694684719Z,81,2025-01-19T02:38:13.82122376Z,01JHY66NMCS01TSJZED3JQA9TH,2025-01-19T02:37:46.694684719Z,12,2025-01-19T02:38:13.814925142Z,01JHY6F2YP5QGR0DPHPRZTE707,2025-01-19T02:37:46.694684719Z,01JHY6P1GRZHDSWHJA93D11DQT,2025-01-19T02:37:46.694684719Z,01JHY6P1HTNCA19R0K7N8M2D1Q,2025-01-19T02:37:46.694684719Z,true,2025-01-19T02:38:13.822000382Z
01JHY6SMB91XN370J23CH263T4,01JHY66NKY3GPTRBBX24W67B20,2025-01-19T02:38:13.865586189Z,,,01JHY66NMCS01TSJZED3JQA9TH,2025-01-19T02:38:13.865586189Z,,,01JHY6CF05K1TV1491N4WEZJP5,2025-01-19T02:38:13.865586189Z,01JHY6P1GRZHDSWHJA9JZT3KV0,2025-01-19T02:38:13.865586189Z,01JHY6P1J0GTM77K9TX1MSHDVC,2025-01-19T02:38:13.865586189Z,,
01JHY6WXX2XHYB4D13PFVMZ9PT,01JHY66NKY3GPTRBBX24W67B20,2025-01-19T02:40:01.954014321Z,85,2025-01-19T02:40:15.257022758Z,01JHY66NMCS01TSJZED3JQA9TH,2025-01-19T02:40:01.954014321Z,12,2025-01-19T02:40:15.255756603Z,01JHY6EQT9HX0HYBD96E3QZZD9,2025-01-19T02:40:01.954014321Z,01JHY6P1GSAQMTFCDZJ19S6GJB,2025-01-19T02:40:01.954014321Z,01JHY6P1JQ7AB20Y5983CR101F,2025-01-19T02:40:01.954014321Z,true,2025-01-19T02:40:15.260097538Z
01JHY6WXX2XHYB4D13Q719H5T5,01JHY66NKY3GPTRBBX24W67B20,2025-01-19T02:40:01.954604661Z,89,2025-01-19T02:40:11.87245108Z,01JHY66NMCS01TSJZED3JQA9TH,2025-01-19T02:40:01.954604661Z,76,2025-01-19T02:40:11.871584226Z,01JHY6D1T3PD34YSFVNBWJK80N,2025-01-19T02:40:01.954604661Z,01JHY6P1GSAQMTFCDZJ19S6GJB,2025-01-19T02:40:01.954604661Z,01JHY6P1JQ7AB20Y5983CR101F,2025-01-19T02:40:01.954604661Z,true,2025-01-19T02:40:11.991817336Z
01JHY6P1SJKW3NMG2CDPKZRS35,01JHY66NKY3GPTRBBX24W67B20,2025-01-19T02:36:16.562050277Z,,,01JHY66NMCS01TSJZED3JQA9TH,2025-01-19T02:36:16.562050277Z,,,01JHY6EQT9HX0HYBD96E3QZZD9,2025-01-19T02:36:16.562050277Z,01JHY6P1GQCSK9ARFBNC32PACF,2025-01-19T02:36:16.562050277Z,01JHY6P1HCPSXDE89QK1QY0FYQ,2025-01-19T02:36:16.562050277Z,,
01JHY6QWF0XAGJSPVJZ31PASKJ,01JHY66NKY3GPTRBBX24W67B20,2025-01-19T02:37:16.640531752Z,100,2025-01-19T02:37:30.452813913Z,01JHY66NMCS01TSJZED3JQA9TH,2025-01-19T02:37:16.640531752Z,100,2025-01-19T02:37:30.452028479Z,01JHY6D1T3PD34YSFVNBWJK80N,2025-01-19T02:37:16.640531752Z,01JHY6P1GQCSK9ARFBP0TMVQ49,2025-01-19T02:37:16.640531752Z,01JHY6P1HM6RT7YCSCWKBSW2HF,2025-01-19T02:37:16.640531752Z,true,2025-01-19T02:37:30.524823484Z
01JHY6SMBAERCGFFDYVZ4XG1YY,01JHY66NKY3GPTRBBX24W67B20,2025-01-19T02:38:13.866172286Z,100,2025-01-19T02:38:22.993701743Z,01JHY66NMCS01TSJZED3JQA9TH,2025-01-19T02:38:13.866172286Z,100,2025-01-19T02:38:22.992884417Z,01JHY6D1T3PD34YSFVNBWJK80N,2025-01-19T02:38:13.866172286Z,01JHY6P1GRZHDSWHJA9JZT3KV0,2025-01-19T02:38:13.866172286Z,01JHY6P1J0GTM77K9TX1MSHDVC,2025-01-19T02:38:13.866172286Z,true,2025-01-19T02:38:23.078580892Z
01JHY6SMBAERCGFFDYWB7Y38NP,01JHY66NKY3GPTRBBX24W67B20,2025-01-19T02:38:13.86637963Z,75,2025-01-19T02:38:40.84533705Z,01JHY66NMCS01TSJZED3JQA9TH,2025-01-19T02:38:13.86637963Z,14,2025-01-19T02:38:40.839255496Z,01JHY6F2YP5QGR0DPHPRZTE707,2025-01-19T02:38:13.86637963Z,01JHY6P1GRZHDSWHJA9JZT3KV0,2025-01-19T02:38:13.86637963Z,01JHY6P1J0GTM77K9TX1MSHDVC,2025-01-19T02:38:13.86637963Z,true,2025-01-19T02:38:40.84583865Z
01JHY6THPGFANQ1C2FPFNPDKH1,01JHY66NKY3GPTRBBX24W67B20,2025-01-19T02:38:43.920941016Z,78,2025-01-19T02:39:05.493608532Z,01JHY66NMCS01TSJZED3JQA9TH,2025-01-19T02:38:43.920941016Z,86,2025-01-19T02:39:05.492914442Z,01JHY6D1T3PD34YSFVNBWJK80N,2025-01-19T02:38:43.920941016Z,01JHY6P1GTGE8ZPHVJV789H2SE,2025-01-19T02:38:43.920941016Z,01JHY6P1J6B71V0F9R3KRGF1H0,2025-01-19T02:38:43.920941016Z,true,2025-01-19T02:39:05.564116324Z
01JHY6THPGFANQ1C2FNM9NAV08,01JHY66NKY3GPTRBBX24W67B20,2025-01-19T02:38:43.92051333Z,75,2025-01-19T02:39:02.598463307Z,01JHY66NMCS01TSJZED3JQA9TH,2025-01-19T02:38:43.92051333Z,17,2025-01-19T02:39:02.592395174Z,01JHY6F2YP5QGR0DPHPRZTE707,2025-01-19T02:38:43.92051333Z,01JHY6P1GTGE8ZPHVJV789H2SE,2025-01-19T02:38:43.92051333Z,01JHY6P1J6B71V0F9R3KRGF1H0,2025-01-19T02:38:43.92051333Z,true,2025-01-19T02:39:02.598996191Z
01JHY6VCBY1Q66HK3J3025HR3Y,01JHY66NKY3GPTRBBX24W67B20,2025-01-19T02:39:11.230935838Z,77,2025-01-19T02:39:21.810858702Z,01JHY66NMCS01TSJZED3JQA9TH,2025-01-19T02:39:11.230935838Z,12,2025-01-19T02:39:21.811376203Z,01JHY6EQT9HX0HYBD96E3QZZD9,2025-01-19T02:39:11.230935838Z,01JHY6P1GSAQMTFCDZJJEMS2ZQ,2025-01-19T02:39:11.230935838Z,01JHY6P1JCN0WKVJ6PKP48WM2D,2025-01-19T02:39:11.230935838Z,true,2025-01-19T02:39:21.812355781Z
