id,batchID,batchIDLastChangedAt,ended,endedLastChangedAt,gameID,gameIDLastChangedAt,idx,idxLastChangedAt,index,indexLastChangedAt,name,nameLastChangedAt,stageIndex,stageIndexLastChangedAt,start,startLastChangedAt,task,taskLastChangedAt
01JD60130YQKY541955HVM51BG,01JD5XQ34Z798M3ESKHQDA5RZJ,2024-11-20T23:55:24.574613027Z,true,2024-11-21T00:03:23.136207828Z,01JD5XQ358Y87ET54AH5K8KFPB,2024-11-20T23:55:24.574613027Z,8,2024-11-20T23:55:24.574613027Z,7,2024-11-20T23:55:24.574613027Z,Round 8 / 8,2024-11-20T23:55:24.574613027Z,2,2024-11-20T23:55:25.383895732Z,true,2024-11-21T00:02:35.674975622Z,Chat,2024-11-20T23:55:24.574613027Z
01JD60Y2WWS0PGV4H6ETT87BRT,01JD60N8WKT5T20PV8560XF4FB,2024-11-21T00:11:14.716723228Z,false,2024-11-21T00:11:14.716723228Z,01JD60N936BVSNR8936380TRBW,2024-11-21T00:11:14.716723228Z,7,2024-11-21T00:11:14.716723228Z,6,2024-11-21T00:11:14.716723228Z,Round 7 / 8,2024-11-21T00:11:14.716723228Z,2,2024-11-21T00:11:18.331536178Z,false,2024-11-21T00:11:14.716723228Z,Chat,2024-11-21T00:11:14.716723228Z
01JD63KTGF1Y5Z4BHXPQ3ED5GM,01JD62N3P7RFXRD0ET0GD4VQEH,2024-11-21T00:58:04.175935411Z,true,2024-11-21T01:07:37.244676326Z,01JD62NQ28W99MRV2MHDDJS0XJ,2024-11-21T00:58:04.175935411Z,4,2024-11-21T00:58:04.175935411Z,3,2024-11-21T00:58:04.175935411Z,Round 4 / 8,2024-11-21T00:58:04.175935411Z,2,2024-11-21T00:58:10.318653862Z,true,2024-11-21T01:04:05.579046229Z,Chat,2024-11-21T00:58:04.175935411Z
01JD651W2E0X5CSNN1S8W7WJ2Q,01JD60MNP50Y5CNX8FJPPVJXCQ,2024-11-21T01:23:13.102557437Z,true,2024-11-21T01:41:52.773155288Z,01JD60MNS7HDE04RDZR59PT714,2024-11-21T01:23:13.102557437Z,6,2024-11-21T01:23:13.102557437Z,5,2024-11-21T01:23:13.102557437Z,Round 6 / 8,2024-11-21T01:23:13.102557437Z,2,2024-11-21T01:23:23.232249851Z,true,2024-11-21T01:37:37.986834311Z,Chat,2024-11-21T01:23:13.102557437Z
01JD5YZF360SZWP4WASYCNZ5NS,01JD5XWCTT59ADVP0AJ903FRHZ,2024-11-20T23:37:02.822817765Z,true,2024-11-20T23:44:05.689500426Z,01JD5XWCV2QGX4D4HTMB3MW7MQ,2024-11-20T23:37:02.822817765Z,8,2024-11-20T23:37:02.822817765Z,7,2024-11-20T23:37:02.822817765Z,Round 8 / 8,2024-11-20T23:37:02.822817765Z,2,2024-11-20T23:37:03.002980072Z,true,2024-11-20T23:43:11.108573273Z,Chat,2024-11-20T23:37:02.822817765Z
01JD5ZC5GNGWEYH4YSPEFM8R76,01JD5XW6249QBCB3SSYGV9R5W1,2024-11-20T23:43:58.997310607Z,true,2024-11-20T23:49:02.609819045Z,01JD5XW62D6CFBBB4G92PJYSZ2,2024-11-20T23:43:58.997310607Z,5,2024-11-20T23:43:58.997310607Z,4,2024-11-20T23:43:58.997310607Z,Round 5 / 8,2024-11-20T23:43:58.997310607Z,2,2024-11-20T23:43:59.457811612Z,true,2024-11-20T23:48:28.187104882Z,Chat,2024-11-20T23:43:58.997310607Z
01JD6196VAJE0HSGVE19845JST,01JD60N0CJSFBPRR8PTC9SNTAS,2024-11-21T00:17:19.210213213Z,true,2024-11-21T00:29:10.428794932Z,01JD60N0JD1S52XW4VT20XCZCD,2024-11-21T00:17:19.210213213Z,7,2024-11-21T00:17:19.210213213Z,6,2024-11-21T00:17:19.210213213Z,Round 7 / 8,2024-11-21T00:17:19.210213213Z,2,2024-11-21T00:17:28.469286931Z,true,2024-11-21T00:28:02.886973819Z,Chat,2024-11-21T00:17:19.210213213Z
01JD62BQF785PWSF3W3XZD9TZJ,01JD60MQETVDRAYZ40YQFJ43YC,2024-11-21T00:36:10.34334843Z,true,2024-11-21T00:40:40.617867674Z,01JD60MQHGAD2DQ67G1XHYV1ZC,2024-11-21T00:36:10.34334843Z,2,2024-11-21T00:36:10.34334843Z,1,2024-11-21T00:36:10.34334843Z,Round 2 / 8,2024-11-21T00:36:10.34334843Z,2,2024-11-21T00:36:24.103281517Z,true,2024-11-21T00:39:22.228738908Z,Chat,2024-11-21T00:36:10.34334843Z
01JD66HCG7EWDX8FDPXJEAE78R,01JD60MDFYPBJN4DTVNT7DQCG1,2024-11-21T01:49:10.024016093Z,true,2024-11-21T02:01:28.919280266Z,01JD60MDJN1ADFKA1ST0ANDCM0,2024-11-21T01:49:10.024016093Z,5,2024-11-21T01:49:10.024016093Z,4,2024-11-21T01:49:10.024016093Z,Round 5 / 8,2024-11-21T01:49:10.024016093Z,2,2024-11-21T01:49:37.348736134Z,true,2024-11-21T02:00:08.901063125Z,Chat,2024-11-21T01:49:10.024016093Z
01JD682NX37F33QR2E5ZBGFZR1,01JD60M8CQ32C55ZWX68TDQ62P,2024-11-21T02:16:05.284006581Z,true,2024-11-21T02:24:44.323232925Z,01JD60M8E5CY420FFH3CRPS0F5,2024-11-21T02:16:05.284006581Z,4,2024-11-21T02:16:05.284006581Z,3,2024-11-21T02:16:05.284006581Z,Round 4 / 8,2024-11-21T02:16:05.284006581Z,2,2024-11-21T02:16:28.054332005Z,true,2024-11-21T02:23:28.626424626Z,Chat,2024-11-21T02:16:05.284006581Z
01JD5YN8CGRXJV7A2S5Y60NY6F,01JD5XXQ66EY3RN40WK6MEPQVP,2024-11-20T23:31:28.272384438Z,true,2024-11-20T23:33:59.506737231Z,01JD5XXQ6KM5Z6W4T6H1P8YDAV,2024-11-20T23:31:28.272384438Z,2,2024-11-20T23:31:28.272384438Z,1,2024-11-20T23:31:28.272384438Z,Round 2 / 8,2024-11-20T23:31:28.272384438Z,2,2024-11-20T23:31:28.43789605Z,true,2024-11-20T23:32:59.285047255Z,Chat,2024-11-20T23:31:28.272384438Z
01JD5ZP4TTEW910REBP6RTBNF5,01JD5XW3TEPJ38TDDHMJWAZ5XG,2024-11-20T23:49:25.978988541Z,true,2024-11-20T23:54:16.79448771Z,01JD5XW3V0F31HK0AYBMG6K9CK,2024-11-20T23:49:25.978988541Z,5,2024-11-20T23:49:25.978988541Z,4,2024-11-20T23:49:25.978988541Z,Round 5 / 8,2024-11-20T23:49:25.978988541Z,2,2024-11-20T23:49:26.927046332Z,true,2024-11-20T23:53:28.18383679Z,Chat,2024-11-20T23:49:25.978988541Z
01JD60D1C4JNGS5QNXW5R8KDA2,01JD5XPZTTQNBWPYTYC6XZY6F2,2024-11-21T00:01:56.100134368Z,true,2024-11-21T00:05:31.506159014Z,01JD5XPZV9CC8VA9TFBWRXAMY4,2024-11-21T00:01:56.100134368Z,3,2024-11-21T00:01:56.100134368Z,2,2024-11-21T00:01:56.100134368Z,Round 3 / 8,2024-11-21T00:01:56.100134368Z,2,2024-11-21T00:01:57.23502182Z,true,2024-11-21T00:04:32.78651877Z,Chat,2024-11-21T00:01:56.100134368Z
01JD60ZWGS32BVKHZG6GDGJMJZ,01JD60N6710HY02WYC4PHA37W5,2024-11-21T00:12:13.72159682Z,true,2024-11-21T00:19:27.477821962Z,01JD60N6CJ8KGDZ8AR05FJMNCE,2024-11-21T00:12:13.72159682Z,4,2024-11-21T00:12:13.72159682Z,3,2024-11-21T00:12:13.72159682Z,Round 4 / 8,2024-11-21T00:12:13.72159682Z,2,2024-11-21T00:12:17.610801261Z,true,2024-11-21T00:17:47.273665629Z,Chat,2024-11-21T00:12:13.72159682Z
01JD61PN00X2SE70XF98C48W33,01JD60MXQCPYA0QXBEMQKTD9XZ,2024-11-21T00:24:39.680921198Z,true,2024-11-21T00:33:21.211418941Z,01JD60MXTE3FEEHGDDB7V324MT,2024-11-21T00:24:39.680921198Z,6,2024-11-21T00:24:39.680921198Z,5,2024-11-21T00:24:39.680921198Z,Round 6 / 8,2024-11-21T00:24:39.680921198Z,2,2024-11-21T00:25:06.628142434Z,true,2024-11-21T00:32:22.640212958Z,Chat,2024-11-21T00:24:39.680921198Z
01JD5YVT9BMQAGMB5NACQPBHPX,01JD5XWEWHEBM6AD4QYYMKY3P4,2024-11-20T23:35:03.211333129Z,true,2024-11-20T23:42:30.527446425Z,01JD5XWEWVNM2618E9YBCY3FBE,2024-11-20T23:35:03.211333129Z,8,2024-11-20T23:35:03.211333129Z,7,2024-11-20T23:35:03.211333129Z,Round 8 / 8,2024-11-20T23:35:03.211333129Z,2,2024-11-20T23:35:03.326717904Z,true,2024-11-20T23:41:40.836231885Z,Chat,2024-11-20T23:35:03.211333129Z
01JD5Z3FYV773Y349PJTMGXDKB,01JD5XWBFX7986F1N93SW7M3JK,2024-11-20T23:39:14.779997798Z,true,2024-11-20T23:47:29.54714931Z,01JD5XWBG9GPVWY0X113KMCHA0,2024-11-20T23:39:14.779997798Z,8,2024-11-20T23:39:14.779997798Z,7,2024-11-20T23:39:14.779997798Z,Round 8 / 8,2024-11-20T23:39:14.779997798Z,2,2024-11-20T23:39:14.962455815Z,true,2024-11-20T23:46:33.896323788Z,Chat,2024-11-20T23:39:14.779997798Z
01JD5ZVAQQYKNSZXY93K00F2ZS,01JD5XW20E04P27C9TTYX3PF1Y,2024-11-20T23:52:15.864082292Z,true,2024-11-20T23:54:51.288147954Z,01JD5XW20V3YKDFD28VZR1D9HY,2024-11-20T23:52:15.864082292Z,2,2024-11-20T23:52:15.864082292Z,1,2024-11-20T23:52:15.864082292Z,Round 2 / 8,2024-11-20T23:52:15.864082292Z,2,2024-11-20T23:52:16.840227097Z,true,2024-11-20T23:53:50.204567074Z,Chat,2024-11-20T23:52:15.864082292Z
01JD63R9CW01Q35S7KK061655C,01JD62N0QAXZ9XC1PNR6N6TX3M,2024-11-21T01:00:30.493034146Z,true,2024-11-21T01:10:51.900069569Z,01JD62NM73SSGWQE0KW7QYD0TV,2024-11-21T01:00:30.493034146Z,4,2024-11-21T01:00:30.493034146Z,3,2024-11-21T01:00:30.493034146Z,Round 4 / 8,2024-11-21T01:00:30.493034146Z,2,2024-11-21T01:00:43.890743869Z,true,2024-11-21T01:09:27.894533006Z,Chat,2024-11-21T01:00:30.493034146Z
01JD64XPMBT2QS78X3FAM3YF8M,01JD62MMQXD7EKBAF9ME6M0PT4,2024-11-21T01:20:56.459593579Z,true,2024-11-21T01:37:29.263201421Z,01JD62MN0C7F8NBQD4WQQ3Z6PG,2024-11-21T01:20:56.459593579Z,7,2024-11-21T01:20:56.459593579Z,6,2024-11-21T01:20:56.459593579Z,Round 7 / 8,2024-11-21T01:20:56.459593579Z,2,2024-11-21T01:21:11.821414716Z,true,2024-11-21T01:34:36.439222376Z,Chat,2024-11-21T01:20:56.459593579Z
01JD67H4QFTWNX2Z7AJ7V5V08J,01JD60M9N4ZFV9WGAPB04ZC5ZR,2024-11-21T02:06:30.639788997Z,true,2024-11-21T02:13:42.923515821Z,01JD60M9RYW05JZ76XAQVNXWNX,2024-11-21T02:06:30.639788997Z,5,2024-11-21T02:06:30.639788997Z,4,2024-11-21T02:06:30.639788997Z,Round 5 / 8,2024-11-21T02:06:30.639788997Z,2,2024-11-21T02:06:48.893225042Z,true,2024-11-21T02:12:47.199726755Z,Chat,2024-11-21T02:06:30.639788997Z
01JD6932KMP0APJ1BJSAN1F12P,01JD68CB5GB0ZJF710X8T3AEEH,2024-11-21T02:33:46.868118418Z,true,2024-11-21T02:38:22.839156776Z,01JD68DDE2RJX6X1NADXZPGG6Z,2024-11-21T02:33:46.868118418Z,1,2024-11-21T02:33:46.868118418Z,0,2024-11-21T02:33:46.868118418Z,Round 1 / 8,2024-11-21T02:33:46.868118418Z,3,2024-11-21T02:34:38.01482934Z,true,2024-11-21T02:35:07.092321245Z,Chat,2024-11-21T02:33:46.868118418Z
01JD60RDJX46NSMZDX2GXWMJPF,01JD60NCVWN9QDCDBV3N0WSMYT,2024-11-21T00:08:09.054001532Z,true,2024-11-21T00:18:29.204310039Z,01JD60NDAG05Y2E2ADKNVPR45R,2024-11-21T00:08:09.054001532Z,8,2024-11-21T00:08:09.054001532Z,7,2024-11-21T00:08:09.054001532Z,Round 8 / 8,2024-11-21T00:08:09.054001532Z,2,2024-11-21T00:08:11.499566321Z,true,2024-11-21T00:17:14.836870997Z,Chat,2024-11-21T00:08:09.054001532Z
01JD615VWZCYD3BN7FRFS2QMTZ,01JD60N2JJE740RPZ5MS4ZB5PW,2024-11-21T00:15:29.69555893Z,true,2024-11-21T00:22:33.275653809Z,01JD60N2RDBJBZN5JVWXS6EAFR,2024-11-21T00:15:29.69555893Z,4,2024-11-21T00:15:29.69555893Z,3,2024-11-21T00:15:29.69555893Z,Round 4 / 8,2024-11-21T00:15:29.69555893Z,2,2024-11-21T00:15:33.388196294Z,true,2024-11-21T00:20:47.997634332Z,Chat,2024-11-21T00:15:29.69555893Z
01JD5YX7JJJ5TJE3A8XH0JV4S6,01JD5XWE6Z1HFVE47MAG1EB7NX,2024-11-20T23:35:49.586534539Z,true,2024-11-20T23:39:21.161596939Z,01JD5XWE78DBCPKD35EV21GQCB,2024-11-20T23:35:49.586534539Z,3,2024-11-20T23:35:49.586534539Z,2,2024-11-20T23:35:49.586534539Z,Round 3 / 8,2024-11-20T23:35:49.586534539Z,2,2024-11-20T23:35:49.691407018Z,true,2024-11-20T23:38:20.850102092Z,Chat,2024-11-20T23:35:49.586534539Z
01JD60YQA96GYXRXFRNPQP6P41,01JD60N77JCWF3R2WNTV53KSZE,2024-11-21T00:11:35.625485334Z,true,2024-11-21T00:20:08.498623385Z,01JD60N79W8D6H6FRGYDPMWSGZ,2024-11-21T00:11:35.625485334Z,5,2024-11-21T00:11:35.625485334Z,4,2024-11-21T00:11:35.625485334Z,Round 5 / 8,2024-11-21T00:11:35.625485334Z,2,2024-11-21T00:11:39.535430692Z,true,2024-11-21T00:18:29.813481439Z,Chat,2024-11-21T00:11:35.625485334Z
01JD5ZYF5PP0CBKMMW09V6KMEG,01JD5XW0ZHG8VG1ZG6HQD2QKF0,2024-11-20T23:53:58.71061616Z,true,2024-11-21T00:02:09.235856333Z,01JD5XW0ZWF758GZ7A4NRBKJNQ,2024-11-20T23:53:58.71061616Z,8,2024-11-20T23:53:58.71061616Z,7,2024-11-20T23:53:58.71061616Z,Round 8 / 8,2024-11-20T23:53:58.71061616Z,2,2024-11-20T23:53:59.656816941Z,true,2024-11-21T00:01:18.705238415Z,Chat,2024-11-20T23:53:58.71061616Z
01JD605KP2MD500WZANTTJEYC4,01JD5XQ26Y7KYFNVG245CNAD6E,2024-11-20T23:57:52.706263094Z,false,2024-11-20T23:57:52.706263094Z,01JD5XQ27BRBFZDWTSWP1EQHWZ,2024-11-20T23:57:52.706263094Z,5,2024-11-20T23:57:52.706263094Z,4,2024-11-20T23:57:52.706263094Z,Round 5 / 8,2024-11-20T23:57:52.706263094Z,2,2024-11-20T23:57:53.799723031Z,false,2024-11-20T23:57:52.706263094Z,Chat,2024-11-20T23:57:52.706263094Z
01JD63B2GYAWAPCAX9ZGQVZEQ1,01JD62N5BENVJ530ZS4MD5S0CS,2024-11-21T00:53:17.470726638Z,true,2024-11-21T01:08:47.250338887Z,01JD62NWCK3NA1DDGW566NMQWD,2024-11-21T00:53:17.470726638Z,8,2024-11-21T00:53:17.470726638Z,7,2024-11-21T00:53:17.470726638Z,Round 8 / 8,2024-11-21T00:53:17.470726638Z,2,2024-11-21T00:53:33.647392146Z,true,2024-11-21T01:07:26.250362888Z,Chat,2024-11-21T00:53:17.470726638Z
01JD65M5CMVG8GAH9GHPYHXBXC,01JD60MFC6TT61BX7QNE7YG5KQ,2024-11-21T01:33:12.468273815Z,false,2024-11-21T01:33:12.468273815Z,01JD60MFEZEPV0V4S8C7TPZV5W,2024-11-21T01:33:12.468273815Z,7,2024-11-21T01:33:12.468273815Z,6,2024-11-21T01:33:12.468273815Z,Round 7 / 8,2024-11-21T01:33:12.468273815Z,2,2024-11-21T01:33:41.004733132Z,false,2024-11-21T01:33:12.468273815Z,Chat,2024-11-21T01:33:12.468273815Z
01JD5YA08J6WF64XHDHY9E9SEC,01JD5XQ424R76YPNZH07JRR8DV,2024-11-20T23:25:19.506973499Z,true,2024-11-20T23:27:48.123364179Z,01JD5XQ42FS5VWBKPMTMDW48BN,2024-11-20T23:25:19.506973499Z,2,2024-11-20T23:25:19.506973499Z,1,2024-11-20T23:25:19.506973499Z,Round 2 / 8,2024-11-20T23:25:19.506973499Z,2,2024-11-20T23:25:19.681898026Z,true,2024-11-20T23:26:50.171033098Z,Chat,2024-11-20T23:25:19.506973499Z
01JD5YZF256BPKGPYT1NY7MHJ9,01JD5XWCTT59ADVP0AJ903FRHZ,2024-11-20T23:37:02.789969986Z,true,2024-11-20T23:40:13.396726405Z,01JD5XWCV2QGX4D4HTMB3MW7MQ,2024-11-20T23:37:02.789969986Z,3,2024-11-20T23:37:02.789969986Z,2,2024-11-20T23:37:02.789969986Z,Round 3 / 8,2024-11-20T23:37:02.789969986Z,2,2024-11-20T23:37:02.929819056Z,true,2024-11-20T23:39:19.782769435Z,Chat,2024-11-20T23:37:02.789969986Z
01JD5ZC5FJKB8VVB37QSN85CSJ,01JD5XW6249QBCB3SSYGV9R5W1,2024-11-20T23:43:58.962274229Z,true,2024-11-20T23:47:31.073260974Z,01JD5XW62D6CFBBB4G92PJYSZ2,2024-11-20T23:43:58.962274229Z,3,2024-11-20T23:43:58.962274229Z,2,2024-11-20T23:43:58.962274229Z,Round 3 / 8,2024-11-20T23:43:58.962274229Z,2,2024-11-20T23:43:59.418043582Z,true,2024-11-20T23:46:31.885456966Z,Chat,2024-11-20T23:43:58.962274229Z
01JD5ZYF35SN2120ZJGR6GQ4H9,01JD5XW0ZHG8VG1ZG6HQD2QKF0,2024-11-20T23:53:58.629643694Z,true,2024-11-20T23:58:33.769979342Z,01JD5XW0ZWF758GZ7A4NRBKJNQ,2024-11-20T23:53:58.629643694Z,4,2024-11-20T23:53:58.629643694Z,3,2024-11-20T23:53:58.629643694Z,Round 4 / 8,2024-11-20T23:53:58.629643694Z,2,2024-11-20T23:53:59.415455117Z,true,2024-11-20T23:57:32.920567741Z,Chat,2024-11-20T23:53:58.629643694Z
01JD621ZWW3X6C36G7SPH6HE69,01JD60MT3H2KZG8ZAED2C833E9,2024-11-21T00:30:51.292636511Z,true,2024-11-21T00:40:35.369324452Z,01JD60MT8QR3J24SNC64EFT6F0,2024-11-21T00:30:51.292636511Z,5,2024-11-21T00:30:51.292636511Z,4,2024-11-21T00:30:51.292636511Z,Round 5 / 8,2024-11-21T00:30:51.292636511Z,2,2024-11-21T00:30:56.514772638Z,true,2024-11-21T00:39:01.87084198Z,Chat,2024-11-21T00:30:51.292636511Z
01JD62A5JPBS4ECJTJJGA1SACQ,01JD60MR4MJ4PR6B2W6V0XJF47,2024-11-21T00:35:19.254143665Z,true,2024-11-21T00:42:26.435736792Z,01JD60MR7NST50ZT9D8W99ARA4,2024-11-21T00:35:19.254143665Z,3,2024-11-21T00:35:19.254143665Z,2,2024-11-21T00:35:19.254143665Z,Round 3 / 8,2024-11-21T00:35:19.254143665Z,2,2024-11-21T00:35:29.267208588Z,true,2024-11-21T00:40:31.549037624Z,Chat,2024-11-21T00:35:19.254143665Z
