id,batchID,batchIDLastChangedAt,confidence,confidenceLastChangedAt,gameID,gameIDLastChangedAt,guess,guessLastChangedAt,playerID,playerIDLastChangedAt,roundID,roundIDLastChangedAt,stageID,stageIDLastChangedAt,submit,submitLastChangedAt
01JHY4TCXMCPDEH23N1Q91M7NS,01JHY4FXZBBQ75H1XYVF2PRN4B,2025-01-19T02:03:41.876306836Z,100,2025-01-19T02:03:52.203073572Z,01JHY4FXZPVRWCKZSPT5KXT3DT,2025-01-19T02:03:41.876306836Z,100,2025-01-19T02:03:52.202777717Z,01JHY4K9FER6XRB7W1TQWF6D7M,2025-01-19T02:03:41.876306836Z,01JHY4SFA8VS1Q3NH517WF6D3C,2025-01-19T02:03:41.876306836Z,01JHY4SFAWHP6VXDVHK6QF9B9A,2025-01-19T02:03:41.876306836Z,true,2025-01-19T02:03:52.264238192Z
01JHY4YPRCBEZH2DC8JW9S24DS,01JHY4FXZBBQ75H1XYVF2PRN4B,2025-01-19T02:06:03.020138864Z,,,01JHY4FXZPVRWCKZSPT5KXT3DT,2025-01-19T02:06:03.020138864Z,,,01JHY4JBQNN0PWA1HKEQEC44MD,2025-01-19T02:06:03.020138864Z,01JHY4SFABZBJMH8F1KZNFTBBP,2025-01-19T02:06:03.020138864Z,01JHY4SFBY4MQTEJ8BDT0VVGD6,2025-01-19T02:06:03.020138864Z,,
01JHY540XSJZCZCY5RS4X73BRK,01JHY4G1QP39QP8KZ7PC4B76DW,2025-01-19T02:08:57.273849812Z,,,01JHY4G1QZJ42P1A2GWDKH8S88,2025-01-19T02:08:57.273849812Z,,,01JHY4HQRNMDZDA2D6SQ11KXPV,2025-01-19T02:08:57.273849812Z,01JHY540NBCRB05E78NQRM3RRB,2025-01-19T02:08:57.273849812Z,01JHY540NVMGGZJ8Z1QWAX45G3,2025-01-19T02:08:57.273849812Z,,
01JHY540XTKCENGMWAPGXERAF6,01JHY4G1QP39QP8KZ7PC4B76DW,2025-01-19T02:08:57.274679934Z,,,01JHY4G1QZJ42P1A2GWDKH8S88,2025-01-19T02:08:57.274679934Z,,,01JHY4K2XYGQC63F02D7X533RD,2025-01-19T02:08:57.274679934Z,01JHY540NBCRB05E78NQRM3RRB,2025-01-19T02:08:57.274679934Z,01JHY540NVMGGZJ8Z1QWAX45G3,2025-01-19T02:08:57.274679934Z,,
01JHY56QRDCPC2D6S679DBRTAT,01JHY4G1QP39QP8KZ7PC4B76DW,2025-01-19T02:10:26.189070212Z,85,2025-01-19T02:10:45.928860729Z,01JHY4G1QZJ42P1A2GWDKH8S88,2025-01-19T02:10:26.189070212Z,25,2025-01-19T02:10:45.927953805Z,01JHY4HQRNMDZDA2D6SQ11KXPV,2025-01-19T02:10:26.189070212Z,01JHY540NBCRB05E78P8XW0NWH,2025-01-19T02:10:26.189070212Z,01JHY540P8FWSPMR6YXY3SB41Y,2025-01-19T02:10:26.189070212Z,true,2025-01-19T02:10:45.928434083Z
01JHY4SFK7WVESEM6WY1GD2G49,01JHY4FXZBBQ75H1XYVF2PRN4B,2025-01-19T02:03:11.847762244Z,,,01JHY4FXZPVRWCKZSPT5KXT3DT,2025-01-19T02:03:11.847762244Z,,,01JHY4H5Z8XRW6HZ3NW4P8X68S,2025-01-19T02:03:11.847762244Z,01JHY4SFA8VS1Q3NH517WF6D3C,2025-01-19T02:03:11.847762244Z,01JHY4SFAVAR3HYHEB00DCN162,2025-01-19T02:03:11.847762244Z,,
01JHY540XSJZCZCY5RRQXJ9542,01JHY4G1QP39QP8KZ7PC4B76DW,2025-01-19T02:08:57.273223745Z,,,01JHY4G1QZJ42P1A2GWDKH8S88,2025-01-19T02:08:57.273223745Z,,,01JHY4KR3S2N38PK53BK4EHF98,2025-01-19T02:08:57.273223745Z,01JHY540NBCRB05E78NQRM3RRB,2025-01-19T02:08:57.273223745Z,01JHY540NVMGGZJ8Z1QWAX45G3,2025-01-19T02:08:57.273223745Z,,
01JHY57N3P9SB0E5T9DPNAP7FS,01JHY4G1QP39QP8KZ7PC4B76DW,2025-01-19T02:10:56.246378161Z,70,2025-01-19T02:11:11.033784997Z,01JHY4G1QZJ42P1A2GWDKH8S88,2025-01-19T02:10:56.246378161Z,70,2025-01-19T02:11:11.032351768Z,01JHY4K2XYGQC63F02D7X533RD,2025-01-19T02:10:56.246378161Z,01JHY540NC7ZB55A0EJK1NA78V,2025-01-19T02:10:56.246378161Z,01JHY540PEXM2ZREWGC78EHJ3B,2025-01-19T02:10:56.246378161Z,true,2025-01-19T02:11:11.032758633Z
01JHY4VYPTTDFDYYHEWERN8EG6,01JHY4FXZBBQ75H1XYVF2PRN4B,2025-01-19T02:04:32.858090662Z,78,2025-01-19T02:04:58.31699086Z,01JHY4FXZPVRWCKZSPT5KXT3DT,2025-01-19T02:04:32.858090662Z,9,2025-01-19T02:04:58.316310944Z,01JHY4K9FER6XRB7W1TQWF6D7M,2025-01-19T02:04:32.858090662Z,01JHY4SFAAT3Y26Z26YEQ0TQ1W,2025-01-19T02:04:32.858090662Z,01JHY4SFBA8VYK9A6D4QY0J053,2025-01-19T02:04:32.858090662Z,true,2025-01-19T02:04:58.315540623Z
01JHY4VYPTTDFDYYHEX4AANMMN,01JHY4FXZBBQ75H1XYVF2PRN4B,2025-01-19T02:04:32.858615346Z,26,2025-01-19T02:04:46.309771844Z,01JHY4FXZPVRWCKZSPT5KXT3DT,2025-01-19T02:04:32.858615346Z,66,2025-01-19T02:04:46.309048275Z,01JHY4H5Z8XRW6HZ3NW4P8X68S,2025-01-19T02:04:32.858615346Z,01JHY4SFAAT3Y26Z26YEQ0TQ1W,2025-01-19T02:04:32.858615346Z,01JHY4SFBA8VYK9A6D4QY0J053,2025-01-19T02:04:32.858615346Z,true,2025-01-19T02:04:46.322202768Z
