id,batchID,batchIDLastChangedAt,duration,durationLastChangedAt,ended,endedLastChangedAt,gameID,gameIDLastChangedAt,index,indexLastChangedAt,initialized,initializedLastChangedAt,name,nameLastChangedAt,roundID,roundIDLastChangedAt,start,startLastChangedAt,started,startedLastChangedAt,timerID,timerIDLastChangedAt
01JHY4SFAWHP6VXDVHK6QF9B9A,01JHY4FXZBBQ75H1XYVF2PRN4B,2025-01-19T02:03:11.580631455Z,30,2025-01-19T02:03:11.580631455Z,true,2025-01-19T02:04:06.08357825Z,01JHY4FXZPVRWCKZSPT5KXT3DT,2025-01-19T02:03:11.580631455Z,1,2025-01-19T02:03:11.580631455Z,true,2025-01-19T02:03:41.880114953Z,observe,2025-01-19T02:03:11.580631455Z,01JHY4SFA8VS1Q3NH517WF6D3C,2025-01-19T02:03:11.580631455Z,true,2025-01-19T02:03:41.868174971Z,true,2025-01-19T02:03:41.887764264Z,01JHY4SFASQYME11XVJRT92TS4,2025-01-19T02:03:11.580631455Z
01JHY4SFB32XFRWC3QMTCYSM0J,01JHY4FXZBBQ75H1XYVF2PRN4B,2025-01-19T02:03:11.58795881Z,30,2025-01-19T02:03:11.58795881Z,true,2025-01-19T02:04:32.816654076Z,01JHY4FXZPVRWCKZSPT5KXT3DT,2025-01-19T02:03:11.58795881Z,0,2025-01-19T02:03:11.58795881Z,true,2025-01-19T02:04:06.134389489Z,observe,2025-01-19T02:03:11.58795881Z,01JHY4SFA9X51PKGG960YQZJYY,2025-01-19T02:03:11.58795881Z,true,2025-01-19T02:04:06.115325922Z,true,2025-01-19T02:04:06.140003743Z,01JHY4SFB136QJ69DMJ6ASP8XY,2025-01-19T02:03:11.58795881Z
01JHY4SFC3KMTGCVZZ2TFCMXAF,01JHY4FXZBBQ75H1XYVF2PRN4B,2025-01-19T02:03:11.619942588Z,30,2025-01-19T02:03:11.619942588Z,true,2025-01-19T02:07:03.104915438Z,01JHY4FXZPVRWCKZSPT5KXT3DT,2025-01-19T02:03:11.619942588Z,0,2025-01-19T02:03:11.619942588Z,true,2025-01-19T02:06:33.094413783Z,observe,2025-01-19T02:03:11.619942588Z,01JHY4SFAAT3Y26Z26ZKAVWT2F,2025-01-19T02:03:11.619942588Z,true,2025-01-19T02:06:33.077888567Z,true,2025-01-19T02:06:33.100718138Z,01JHY4SFC2AKK5NYZ0Z33CH071,2025-01-19T02:03:11.619942588Z
01JHY540NVMGGZJ8Z1RJ8AN9E3,01JHY4G1QP39QP8KZ7PC4B76DW,2025-01-19T02:08:57.019703222Z,30,2025-01-19T02:08:57.019703222Z,true,2025-01-19T02:09:56.088384606Z,01JHY4G1QZJ42P1A2GWDKH8S88,2025-01-19T02:08:57.019703222Z,1,2025-01-19T02:08:57.019703222Z,true,2025-01-19T02:09:27.311336548Z,observe,2025-01-19T02:08:57.019703222Z,01JHY540NBCRB05E78NQRM3RRB,2025-01-19T02:08:57.019703222Z,true,2025-01-19T02:09:27.298653632Z,true,2025-01-19T02:09:27.317849334Z,01JHY540NS77MTWSDGWC4A0FFH,2025-01-19T02:08:57.019703222Z
01JHY540Q7WJY3ND7TZBPHCYC0,01JHY4G1QP39QP8KZ7PC4B76DW,2025-01-19T02:08:57.063138464Z,30,2025-01-19T02:08:57.063138464Z,true,2025-01-19T02:12:42.560992455Z,01JHY4G1QZJ42P1A2GWDKH8S88,2025-01-19T02:08:57.063138464Z,0,2025-01-19T02:08:57.063138464Z,true,2025-01-19T02:12:31.719800393Z,observe,2025-01-19T02:08:57.063138464Z,01JHY540NDKAH66YDYSYF4Y4Q4,2025-01-19T02:08:57.063138464Z,true,2025-01-19T02:12:31.706693827Z,true,2025-01-19T02:12:31.726829451Z,01JHY540Q5RVM6P2SGA0MYQ3NB,2025-01-19T02:08:57.063138464Z
01JHY4SFBRB37948KDGQB7632G,01JHY4FXZBBQ75H1XYVF2PRN4B,2025-01-19T02:03:11.608174896Z,30,2025-01-19T02:03:11.608174896Z,true,2025-01-19T02:06:02.980047421Z,01JHY4FXZPVRWCKZSPT5KXT3DT,2025-01-19T02:03:11.608174896Z,0,2025-01-19T02:03:11.608174896Z,true,2025-01-19T02:05:32.971120085Z,observe,2025-01-19T02:03:11.608174896Z,01JHY4SFAAT3Y26Z26YXR2S15X,2025-01-19T02:03:11.608174896Z,true,2025-01-19T02:05:32.954305209Z,true,2025-01-19T02:05:32.97680727Z,01JHY4SFBNHRFMKXMW3QGGH386,2025-01-19T02:03:11.608174896Z
01JHY540NVMGGZJ8Z1QWAX45G3,01JHY4G1QP39QP8KZ7PC4B76DW,2025-01-19T02:08:57.019483276Z,30,2025-01-19T02:08:57.019483276Z,true,2025-01-19T02:09:27.289515889Z,01JHY4G1QZJ42P1A2GWDKH8S88,2025-01-19T02:08:57.019483276Z,0,2025-01-19T02:08:57.019483276Z,true,2025-01-19T02:08:57.278141492Z,looking at your yard,2025-01-19T02:08:57.019483276Z,01JHY540NBCRB05E78NQRM3RRB,2025-01-19T02:08:57.019483276Z,true,2025-01-19T02:08:57.251722211Z,true,2025-01-19T02:08:57.285697059Z,01JHY540NQR5DPPYYWSMY8R708,2025-01-19T02:08:57.019483276Z
01JHY540P8FWSPMR6YXY3SB41Y,01JHY4G1QP39QP8KZ7PC4B76DW,2025-01-19T02:08:57.032822118Z,30,2025-01-19T02:08:57.032822118Z,true,2025-01-19T02:10:56.205705646Z,01JHY4G1QZJ42P1A2GWDKH8S88,2025-01-19T02:08:57.032822118Z,0,2025-01-19T02:08:57.032822118Z,true,2025-01-19T02:10:26.195675304Z,observe,2025-01-19T02:08:57.032822118Z,01JHY540NBCRB05E78P8XW0NWH,2025-01-19T02:08:57.032822118Z,true,2025-01-19T02:10:26.177493667Z,true,2025-01-19T02:10:26.202536285Z,01JHY540P6NT49PWH4E5HYNKN4,2025-01-19T02:08:57.032822118Z
01JHY540PMGTNAVYZQQ2DJQFGW,01JHY4G1QP39QP8KZ7PC4B76DW,2025-01-19T02:08:57.044725798Z,30,2025-01-19T02:08:57.044725798Z,true,2025-01-19T02:11:48.657982059Z,01JHY4G1QZJ42P1A2GWDKH8S88,2025-01-19T02:08:57.044725798Z,0,2025-01-19T02:08:57.044725798Z,true,2025-01-19T02:11:26.304300299Z,observe,2025-01-19T02:08:57.044725798Z,01JHY540NC7ZB55A0EH9WDCP3V,2025-01-19T02:08:57.044725798Z,true,2025-01-19T02:11:26.291780361Z,true,2025-01-19T02:11:26.310020722Z,01JHY540PK3GKN52KEWM68TP1F,2025-01-19T02:08:57.044725798Z
01JHY540Q0PR02752K1AEEVYXD,01JHY4G1QP39QP8KZ7PC4B76DW,2025-01-19T02:08:57.056388287Z,30,2025-01-19T02:08:57.056388287Z,true,2025-01-19T02:12:31.669477315Z,01JHY4G1QZJ42P1A2GWDKH8S88,2025-01-19T02:08:57.056388287Z,0,2025-01-19T02:08:57.056388287Z,true,2025-01-19T02:12:15.13143957Z,observe,2025-01-19T02:08:57.056388287Z,01JHY540NDKAH66YDYSC2642Y3,2025-01-19T02:08:57.056388287Z,true,2025-01-19T02:12:15.11549456Z,true,2025-01-19T02:12:15.136793145Z,01JHY540PY940NHQFGJW1B1BZV,2025-01-19T02:08:57.056388287Z
