id,config,configLastChangedAt,endedReason,endedReasonLastChangedAt,initialized,initializedLastChangedAt,lobbyConfig,lobbyConfigLastChangedAt,status,statusLastChangedAt
01JDAV7NMPR3GW91C3EE80J0N9,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""RS_slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}},""count"":1}]}}",2024-11-22T21:07:49.526425986Z,all games finished,2024-11-22T21:21:08.068266822Z,true,2024-11-22T21:07:49.535406743Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2024-11-22T21:07:49.526425986Z,ended,2024-11-22T21:21:08.068266822Z
01JDAXJA6182QATS2H3XGWVF35,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""RS_slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}},""count"":1}]}}",2024-11-22T21:48:35.393930075Z,all games finished,2024-11-22T21:56:41.828979458Z,true,2024-11-22T21:48:35.451058899Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2024-11-22T21:48:35.393930075Z,ended,2024-11-22T21:56:41.828979458Z
01JDAXJ3G2R3GKJKJQMPEVX1FA,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""RS_slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}},""count"":1}]}}",2024-11-22T21:48:28.546433011Z,,,true,2024-11-22T21:48:28.576305415Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2024-11-22T21:48:28.546433011Z,running,2024-11-22T21:58:12.579299892Z
01JDAV6XP21H6X3JKPGC7EEH09,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""RS_slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}},""count"":1}]}}",2024-11-22T21:07:24.994145189Z,,,true,2024-11-22T21:07:25.004497902Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2024-11-22T21:07:24.994145189Z,created,2024-11-22T21:07:24.994145189Z
01JDAV78N2XQAMP3T752482BSA,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""RS_slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}},""count"":1}]}}",2024-11-22T21:07:36.226192972Z,all games finished,2024-11-22T21:54:12.207658194Z,true,2024-11-22T21:07:36.24118674Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2024-11-22T21:07:36.226192972Z,ended,2024-11-22T21:54:12.207658194Z
01JDAW9368E2ZW8FSYS2HFF813,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""RS_slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}},""count"":1}]}}",2024-11-22T21:26:04.74418737Z,,,true,2024-11-22T21:26:04.771607818Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2024-11-22T21:26:04.74418737Z,terminated,2024-11-22T21:46:50.848059102Z
01JDAW9GPCZARVGSZPJQ1SCPAH,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""RS_slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}},""count"":1}]}}",2024-11-22T21:26:18.572132648Z,all games finished,2024-11-22T21:33:11.842034452Z,true,2024-11-22T21:26:18.585723919Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2024-11-22T21:26:18.572132648Z,ended,2024-11-22T21:33:11.842034452Z
01JDAW9H90NX0NBKQ78WQFK87S,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""RS_slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}},""count"":1}]}}",2024-11-22T21:26:19.168249353Z,all games finished,2024-11-22T21:32:13.392231426Z,true,2024-11-22T21:26:19.187498358Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2024-11-22T21:26:19.168249353Z,ended,2024-11-22T21:32:13.392231426Z
01JDAXJ8MTD357BJ284YCVQECZ,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""RS_slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}},""count"":1}]}}",2024-11-22T21:48:33.81834665Z,all games finished,2024-11-22T21:59:17.006332584Z,true,2024-11-22T21:48:33.8635106Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2024-11-22T21:48:33.81834665Z,ended,2024-11-22T21:59:17.006332584Z
01JDAV79B7ET5C3AA9P297HGKD,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""RS_slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}},""count"":1}]}}",2024-11-22T21:07:36.935790117Z,all games finished,2024-11-22T21:52:12.346933218Z,true,2024-11-22T21:07:36.946723593Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2024-11-22T21:07:36.935790117Z,ended,2024-11-22T21:52:12.346933218Z
01JDAV7AVY9FAH9TCHE3YNF417,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""RS_slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}},""count"":1}]}}",2024-11-22T21:07:38.495065247Z,all games finished,2024-11-22T21:30:03.168604447Z,true,2024-11-22T21:07:38.503769963Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2024-11-22T21:07:38.495065247Z,ended,2024-11-22T21:30:03.168604447Z
01JDAV7BT8X0ENK4E2JRHCANJT,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""RS_slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}},""count"":1}]}}",2024-11-22T21:07:39.46447302Z,all games finished,2024-11-22T21:29:44.415704506Z,true,2024-11-22T21:07:39.474895651Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2024-11-22T21:07:39.46447302Z,ended,2024-11-22T21:29:44.415704506Z
01JDAW93VNYC1HD42DG2JGDBTH,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""RS_slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}},""count"":1}]}}",2024-11-22T21:26:05.429893472Z,all games finished,2024-11-22T21:45:49.945079639Z,true,2024-11-22T21:26:05.444708875Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2024-11-22T21:26:05.429893472Z,ended,2024-11-22T21:45:49.945079639Z
01JDAW94G80F7SDBT65P4GP5BN,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""RS_slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}},""count"":1}]}}",2024-11-22T21:26:06.088415935Z,all games finished,2024-11-22T21:42:16.787723745Z,true,2024-11-22T21:26:06.108202703Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2024-11-22T21:26:06.088415935Z,ended,2024-11-22T21:42:16.787723745Z
01JDAXJ45ZFK8GG4DY8W0181VE,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""RS_slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}},""count"":1}]}}",2024-11-22T21:48:29.247320672Z,,,true,2024-11-22T21:48:29.312868634Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2024-11-22T21:48:29.247320672Z,terminated,2024-11-22T21:58:10.662702881Z
01JDAV752DQFSKY7ME3K5JB21H,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""RS_slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}},""count"":1}]}}",2024-11-22T21:07:32.557523128Z,,,true,2024-11-22T21:07:32.574005762Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2024-11-22T21:07:32.557523128Z,created,2024-11-22T21:07:32.557523128Z
01JDAV7DENMXA1Z5WHTTT0F2MF,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""RS_slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}},""count"":1}]}}",2024-11-22T21:07:41.14124755Z,all games finished,2024-11-22T21:26:17.388653214Z,true,2024-11-22T21:07:41.150923346Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2024-11-22T21:07:41.14124755Z,ended,2024-11-22T21:26:17.388653214Z
01JDAV7PDERQ7AK026EVFTCY8H,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""RS_slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}},""count"":1}]}}",2024-11-22T21:07:50.318562298Z,all games finished,2024-11-22T21:20:03.147178388Z,true,2024-11-22T21:07:50.325546408Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2024-11-22T21:07:50.318562298Z,ended,2024-11-22T21:20:03.147178388Z
01JDAW9FAKM409RDFXY2KD5WCW,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""RS_slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}},""count"":1}]}}",2024-11-22T21:26:17.171252133Z,all games finished,2024-11-22T21:36:40.863656357Z,true,2024-11-22T21:26:17.187993337Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2024-11-22T21:26:17.171252133Z,ended,2024-11-22T21:36:40.863656357Z
01JDAXJ2QZMVCXWDNZWX4FA1VS,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""RS_slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}},""count"":1}]}}",2024-11-22T21:48:27.775658459Z,,,true,2024-11-22T21:48:27.801936484Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2024-11-22T21:48:27.775658459Z,created,2024-11-22T21:48:27.775658459Z
