id,batchID,batchIDLastChangedAt,ended,endedLastChangedAt,gameID,gameIDLastChangedAt,idx,idxLastChangedAt,index,indexLastChangedAt,name,nameLastChangedAt,stageIndex,stageIndexLastChangedAt,start,startLastChangedAt,task,taskLastChangedAt
01JDAVR4WP5BK74Y0GT7B8XD82,01JDAV7NMPR3GW91C3EE80J0N9,2024-11-22T21:16:49.430597134Z,true,2024-11-22T21:19:49.87858606Z,01JDAV7NMYZNX2JP8M9R6XSR3R,2024-11-22T21:16:49.430597134Z,5,2024-11-22T21:16:49.430597134Z,4,2024-11-22T21:16:49.430597134Z,Round 5 / 8,2024-11-22T21:16:49.430597134Z,1,2024-11-22T21:16:49.676092754Z,true,2024-11-22T21:19:19.73847545Z,Chat,2024-11-22T21:16:49.430597134Z
01JDAXX5BGY0XCY1Q1FXX358GN,01JDAXJ9GA579XVKVXYHX7PMB5,2024-11-22T21:54:30.896212706Z,true,2024-11-22T21:57:15.19961247Z,01JDAXJ9JWAYJF3NTH7KK3P2CH,2024-11-22T21:54:30.896212706Z,5,2024-11-22T21:54:30.896212706Z,4,2024-11-22T21:54:30.896212706Z,Round 5 / 8,2024-11-22T21:54:30.896212706Z,1,2024-11-22T21:54:32.237181282Z,true,2024-11-22T21:56:56.83294874Z,Chat,2024-11-22T21:54:30.896212706Z
01JDAVNWH85NB8V0130SPGPAAX,01JDAV7PDERQ7AK026EVFTCY8H,2024-11-22T21:15:35.336395095Z,true,2024-11-22T21:19:06.680725318Z,01JDAV7PDNDTFN0N27Q2XCPS2P,2024-11-22T21:15:35.336395095Z,6,2024-11-22T21:15:35.336395095Z,5,2024-11-22T21:15:35.336395095Z,Round 6 / 8,2024-11-22T21:15:35.336395095Z,1,2024-11-22T21:15:35.570815492Z,true,2024-11-22T21:18:36.540640458Z,Chat,2024-11-22T21:15:35.336395095Z
01JDAW8GC6X92VV69K3SD66AJT,01JDAV7BT8X0ENK4E2JRHCANJT,2024-11-22T21:25:45.478682933Z,true,2024-11-22T21:27:16.666804687Z,01JDAV7BTJ9FST3S5K0Y7AWNSV,2024-11-22T21:25:45.478682933Z,2,2024-11-22T21:25:45.478682933Z,1,2024-11-22T21:25:45.478682933Z,Round 2 / 8,2024-11-22T21:25:45.478682933Z,1,2024-11-22T21:25:45.596098707Z,true,2024-11-22T21:26:46.415858418Z,Chat,2024-11-22T21:25:45.478682933Z
01JDAXCQA4FAVZGM8VNAYVJG3F,01JDAW92FM8RVSV5HSE8WB07E6,2024-11-22T21:45:32.228540602Z,true,2024-11-22T21:49:33.116794284Z,01JDAW92GDPJY1C855FFXP1CS2,2024-11-22T21:45:32.228540602Z,8,2024-11-22T21:45:32.228540602Z,7,2024-11-22T21:45:32.228540602Z,Round 8 / 8,2024-11-22T21:45:32.228540602Z,1,2024-11-22T21:45:32.942825695Z,true,2024-11-22T21:49:02.429085543Z,Chat,2024-11-22T21:45:32.228540602Z
01JDAXGCQJG23YMMT40666VC20,01JDAW91RVAWDE15G9TQ9RXZQ4,2024-11-22T21:47:32.466646534Z,true,2024-11-22T21:49:26.312614067Z,01JDAW91SHMMAZ5PMS6NNQNRNA,2024-11-22T21:47:32.466646534Z,3,2024-11-22T21:47:32.466646534Z,2,2024-11-22T21:47:32.466646534Z,Round 3 / 8,2024-11-22T21:47:32.466646534Z,1,2024-11-22T21:47:33.088278772Z,true,2024-11-22T21:49:06.556599611Z,Chat,2024-11-22T21:47:32.466646534Z
01JDAXX54M8MYJ47T3B9Q12702,01JDAXJ9GA579XVKVXYHX7PMB5,2024-11-22T21:54:30.676616838Z,true,2024-11-22T21:55:36.410285722Z,01JDAXJ9JWAYJF3NTH7KK3P2CH,2024-11-22T21:54:30.676616838Z,1,2024-11-22T21:54:30.676616838Z,0,2024-11-22T21:54:30.676616838Z,Round 1 / 8,2024-11-22T21:54:30.676616838Z,2,2024-11-22T21:54:32.237181282Z,true,2024-11-22T21:54:32.969222067Z,Chat,2024-11-22T21:54:30.676616838Z
01JDAXX58CAKVXZJD0R848FQDF,01JDAXJ9GA579XVKVXYHX7PMB5,2024-11-22T21:54:30.796445392Z,true,2024-11-22T21:58:24.217834658Z,01JDAXJ9JWAYJF3NTH7KK3P2CH,2024-11-22T21:54:30.796445392Z,8,2024-11-22T21:54:30.796445392Z,7,2024-11-22T21:54:30.796445392Z,Round 8 / 8,2024-11-22T21:54:30.796445392Z,1,2024-11-22T21:54:32.049519141Z,true,2024-11-22T21:58:04.282738287Z,Chat,2024-11-22T21:54:30.796445392Z
01JDAVM7M0Z8TRC502SGXQ842X,01JDAV5VXHJYCN2V0T1M5T8322,2024-11-22T21:14:41.152988725Z,true,2024-11-22T21:17:57.76052142Z,01JDAV5VY93GESTPGN5PE0KCFT,2024-11-22T21:14:41.152988725Z,7,2024-11-22T21:14:41.152988725Z,6,2024-11-22T21:14:41.152988725Z,Round 7 / 8,2024-11-22T21:14:41.152988725Z,1,2024-11-22T21:14:41.295795554Z,true,2024-11-22T21:17:44.249235762Z,Chat,2024-11-22T21:14:41.152988725Z
01JDAVY9H7R7T4S06S059ANHEM,01JDAV7G8TQTKPZVSCPYST9866,2024-11-22T21:20:10.791555482Z,true,2024-11-22T21:24:09.467442318Z,01JDAV7G93PEQKN7EKG9SYPNXF,2024-11-22T21:20:10.791555482Z,8,2024-11-22T21:20:10.791555482Z,7,2024-11-22T21:20:10.791555482Z,Round 8 / 8,2024-11-22T21:20:10.791555482Z,1,2024-11-22T21:20:10.836201127Z,true,2024-11-22T21:23:47.480620036Z,Chat,2024-11-22T21:20:10.791555482Z
