id,batchID,batchIDLastChangedAt,confidence,confidenceLastChangedAt,gameID,gameIDLastChangedAt,guess,guessLastChangedAt,playerID,playerIDLastChangedAt,roundID,roundIDLastChangedAt,stageID,stageIDLastChangedAt,submit,submitLastChangedAt
01JDAVRN8FZ0PNTPTY5PH7FX1H,01JDAV7PDERQ7AK026EVFTCY8H,2024-11-22T21:17:06.191249457Z,96,2024-11-22T21:17:18.200719225Z,01JDAV7PDNDTFN0N27Q2XCPS2P,2024-11-22T21:17:06.191249457Z,16,2024-11-22T21:17:18.201759215Z,01JDAVFGENT2Q8E717AB3NVRK0,2024-11-22T21:17:06.191249457Z,01JDAVNWH5WN26EFS834TB2TK0,2024-11-22T21:17:06.191249457Z,01JDAVNWMDZXCT1KBN0FPFNG4W,2024-11-22T21:17:06.191249457Z,true,2024-11-22T21:17:18.202575311Z
01JDAW36KQVRTGQ2K9G2TX7WAK,01JDAV7DENMXA1Z5WHTTT0F2MF,2024-11-22T21:22:51.639458926Z,0,2024-11-22T21:23:15.465002321Z,01JDAV7DEXDW9TAG8NVGHHDHV6,2024-11-22T21:22:51.639458926Z,0,2024-11-22T21:23:15.435862396Z,01JDAVVJ721V9NX1AR4ZQ6D0ES,2024-11-22T21:22:51.639458926Z,01JDAW28VJM94370ABNVDXK9X1,2024-11-22T21:22:51.639458926Z,01JDAW291BQWW17T3YGS0CDNCJ,2024-11-22T21:22:51.639458926Z,true,2024-11-22T21:23:15.624975148Z
01JDAWDK4CKW9B7452GJRVEVSE,01JDAV7AVY9FAH9TCHE3YNF417,2024-11-22T21:28:32.140678355Z,85,2024-11-22T21:28:41.733700196Z,01JDAV7AW8PCN7AC0JSEWGVCFR,2024-11-22T21:28:32.140678355Z,40,2024-11-22T21:28:41.725073418Z,01JDAW03VPTZ4TCEG9SN4BWEHG,2024-11-22T21:28:32.140678355Z,01JDAW97201V6VQ5PS7XMHFPCC,2024-11-22T21:28:32.140678355Z,01JDAW976S5DCG58Q6XRXT0PHC,2024-11-22T21:28:32.140678355Z,true,2024-11-22T21:28:41.755525825Z
01JDAXF13HQFDBMHQQYVW3D5QJ,01JDAW9368E2ZW8FSYS2HFF813,2024-11-22T21:46:47.793410238Z,,,01JDAW936YVC34VMNBCD735T14,2024-11-22T21:46:47.793410238Z,,,01JDAWS86AQF8PTYB1Y3XAXFRT,2024-11-22T21:46:47.793410238Z,01JDAXEZ4AWSNQSD071HEESTY8,2024-11-22T21:46:47.793410238Z,01JDAXF06ETEX8PDQD31WD9VE1,2024-11-22T21:46:47.793410238Z,,
01JDAXHDAHV47A0Q43S107KMAP,01JDAV79B7ET5C3AA9P297HGKD,2024-11-22T21:48:05.841359271Z,,,01JDAV79BJ6R265FKS66G54524,2024-11-22T21:48:05.841359271Z,,,01JDAXCC6P4KWDWMBPCXE91PKM,2024-11-22T21:48:05.841359271Z,01JDAXHBNB1TCRD6ANAX9D0WDB,2024-11-22T21:48:05.841359271Z,01JDAXHCR91CF1W0FX03KCQNC2,2024-11-22T21:48:05.841359271Z,,
01JDAW7YE24TXN5TE6FVSJ0GCE,01JDAV7CMRW7XHY88WC9DBQES6,2024-11-22T21:25:27.10673278Z,,,01JDAV7CN2D9MAQ6ZK8X7YT6AW,2024-11-22T21:25:27.10673278Z,,,01JDAVTRRRM764W0JV73W6GY1H,2024-11-22T21:25:27.10673278Z,01JDAW633DP8GBQBNFGMFKKPVH,2024-11-22T21:25:27.10673278Z,01JDAW636CVJ8R5P5QCAG4D4GE,2024-11-22T21:25:27.10673278Z,,
01JDAXVVN668791W1G0FF41A4W,01JDAXJ5WMH8K5GGX49MEE4HGS,2024-11-22T21:53:48.198849365Z,57,2024-11-22T21:53:57.226155023Z,01JDAXJ5YX38PV4J82MHVAQKN8,2024-11-22T21:53:48.198849365Z,37,2024-11-22T21:53:57.195253846Z,01JDAXHV6ZE6R3Z36KPEQZ595H,2024-11-22T21:53:48.198849365Z,01JDAXR3MWQ4XQ613X06TWKFBM,2024-11-22T21:53:48.198849365Z,01JDAXR47PTTZ39ZSSS0HREFKA,2024-11-22T21:53:48.198849365Z,true,2024-11-22T21:53:57.287531034Z
01JDAVZNPB4SDSMAFH31JN9AMB,01JDAV7K2MG6SSZXXQWX9AWKTB,2024-11-22T21:20:56.011790844Z,75,2024-11-22T21:21:17.407774251Z,01JDAV7K2WMABF7X36GP6WAQTP,2024-11-22T21:20:56.011790844Z,66,2024-11-22T21:21:17.414405952Z,01JDAVFQ09B5YC0TR17WP3H2NY,2024-11-22T21:20:56.011790844Z,01JDAVSGWJPSPBQ7EWMV2S55SB,2024-11-22T21:20:56.011790844Z,01JDAVSGYCDEHJ6ZEFFXBMF7S7,2024-11-22T21:20:56.011790844Z,true,2024-11-22T21:21:17.412209094Z
01JDAWEN95STTYXDPENMZHANCM,01JDAW9H90NX0NBKQ78WQFK87S,2024-11-22T21:29:07.109279293Z,57,2024-11-22T21:29:27.41665574Z,01JDAW9H9R34V9ZGZCJXT6VP5J,2024-11-22T21:29:07.109279293Z,60,2024-11-22T21:29:27.42367937Z,01JDAVM55S4Q314KJ84JQ8SDWF,2024-11-22T21:29:07.109279293Z,01JDAWCSEF0KW3X3WTM7MRGA98,2024-11-22T21:29:07.109279293Z,01JDAWCSPVKQVV6SXDXJQTXRYM,2024-11-22T21:29:07.109279293Z,true,2024-11-22T21:29:27.586436963Z
01JDAWS5X3VWP1EMSMEZJ0CMY0,01JDAW96KWSR5R3AY2AYYD7GPH,2024-11-22T21:34:51.81127667Z,64,2024-11-22T21:35:19.821164838Z,01JDAW96MVCT4KSAYSSRCMYG4J,2024-11-22T21:34:51.81127667Z,63,2024-11-22T21:35:19.857446076Z,01JDAW83DWEM9NZK3PHMFWCQMP,2024-11-22T21:34:51.81127667Z,01JDAWNPEZZNPTPZTKS0JTV3QB,2024-11-22T21:34:51.81127667Z,01JDAWNPSJVXQNB2FV5DBCX14E,2024-11-22T21:34:51.81127667Z,true,2024-11-22T21:35:19.843523749Z
01JDAX1TBTMAQ22FFYN1SA9T12,01JDAW957DCG61X93N892GXZWF,2024-11-22T21:39:34.906593769Z,28,2024-11-22T21:39:42.996829009Z,01JDAW958523SSTP7PHBCF6XV7,2024-11-22T21:39:34.906593769Z,25,2024-11-22T21:39:42.985314798Z,01JDAWRB79R0QZQFBKAFBGCV92,2024-11-22T21:39:34.906593769Z,01JDAWZAEYGK2R4V1WNWPGWJH2,2024-11-22T21:39:34.906593769Z,01JDAWZAQTMRTKFZ1F09BPJHW9,2024-11-22T21:39:34.906593769Z,true,2024-11-22T21:39:43.034429935Z
01JDAX2YZBWJ0ZZMZX3MC1J6ER,01JDAW94G80F7SDBT65P4GP5BN,2024-11-22T21:40:12.395826086Z,36,2024-11-22T21:40:39.781253093Z,01JDAW94H0XK8KT66PDDYTMTA6,2024-11-22T21:40:12.395826086Z,51,2024-11-22T21:40:39.791135337Z,01JDAWRW9HSGPY6R5EW3K14T23,2024-11-22T21:40:12.395826086Z,01JDAX0BA3GJJ1YPF6G75FTJBK,2024-11-22T21:40:12.395826086Z,01JDAX0BN6R13ATWXCQ2QG9FK9,2024-11-22T21:40:12.395826086Z,true,2024-11-22T21:40:39.835082361Z
01JDAVXN86NMJ7SV78GXPSVH0A,01JDAV7NMPR3GW91C3EE80J0N9,2024-11-22T21:19:50.022379871Z,29,2024-11-22T21:20:07.370826869Z,01JDAV7NMYZNX2JP8M9R6XSR3R,2024-11-22T21:19:50.022379871Z,60,2024-11-22T21:20:07.365696067Z,01JDAV98VHRVXBKZRM1FA8229G,2024-11-22T21:19:50.022379871Z,01JDAVR4WRZ009Y9E69RPV8NZG,2024-11-22T21:19:50.022379871Z,01JDAVR503TBJXJBK54T3FKQJ1,2024-11-22T21:19:50.022379871Z,true,2024-11-22T21:20:07.379580006Z
01JDAWJYVGWZGGXNANW4SG1Y23,01JDAW9G227TQ7S6XPYGXQ6VSP,2024-11-22T21:31:27.984500756Z,100,2024-11-22T21:31:41.527353393Z,01JDAW9G2M35MPT2J3D884PD2J,2024-11-22T21:31:27.984500756Z,0,2024-11-22T21:31:41.51620111Z,01JDAWBN3TVS7KRS5XTSEEPJ3T,2024-11-22T21:31:27.984500756Z,01JDAWJ04VZHJ8AQ361CV2NZ41,2024-11-22T21:31:27.984500756Z,01JDAWJ0HPPHYRDEF7EMHZQ0KQ,2024-11-22T21:31:27.984500756Z,true,2024-11-22T21:31:41.731671754Z
01JDAX27YMQW9W1TJJQ31NZJCX,01JDAW94G80F7SDBT65P4GP5BN,2024-11-22T21:39:48.82036731Z,17,2024-11-22T21:40:12.152524894Z,01JDAW94H0XK8KT66PDDYTMTA6,2024-11-22T21:39:48.82036731Z,50,2024-11-22T21:40:12.109607628Z,01JDAWRW9HSGPY6R5EW3K14T23,2024-11-22T21:39:48.82036731Z,01JDAX0BAHDHKK2KJPBRJ5FRFR,2024-11-22T21:39:48.82036731Z,01JDAX0BQJAYV7M8CGX4JQFXMJ,2024-11-22T21:39:48.82036731Z,true,2024-11-22T21:40:12.131318786Z
01JDAY2R4KC9Z3DRWAQC3FNG38,01JDAXJ9GA579XVKVXYHX7PMB5,2024-11-22T21:57:33.971934938Z,,,01JDAXJ9JWAYJF3NTH7KK3P2CH,2024-11-22T21:57:33.971934938Z,,,01JDAXHQ3E9VTPRX7HZ2YSJHFZ,2024-11-22T21:57:33.971934938Z,01JDAXX59HJKF7CV6FWQJXD8HB,2024-11-22T21:57:33.971934938Z,01JDAXX6G635DN6FH6YZ4NHFP5,2024-11-22T21:57:33.971934938Z,,
01JDAVY9WBE69GGZWXDDKZ5EDC,01JDAV7G8TQTKPZVSCPYST9866,2024-11-22T21:20:11.148006502Z,,,01JDAV7G93PEQKN7EKG9SYPNXF,2024-11-22T21:20:11.148006502Z,,,01JDAVSWD7YBJ6885B7SZNNKCG,2024-11-22T21:20:11.148006502Z,01JDAVY9GZ22GQT7F8YPHQHKJG,2024-11-22T21:20:11.148006502Z,01JDAVY9NMC9FQTQ31GWRYRBST,2024-11-22T21:20:11.148006502Z,,
01JDAW0ARKPC7BF9K6050QG4RK,01JDAV7EZCZG4X83SX62XDSNV8,2024-11-22T21:21:17.587097368Z,,,01JDAV7EZQJ4EREN1RCQ4RZS8E,2024-11-22T21:21:17.587097368Z,,,01JDAVT9Q21Y7SDHF6S8GQA2K4,2024-11-22T21:21:17.587097368Z,01JDAVZD3HGY09YQQTK57NFCZW,2024-11-22T21:21:17.587097368Z,01JDAVZD538E6BQKK46BXFQ84Z,2024-11-22T21:21:17.587097368Z,,
